assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,16,0,8,16.0,10,436,0.06,0.27,0.21,1.31,9,1,0,7.5,33.4,2025-08-17,90,False,1,0,0,0,4,0,1,0,134688,1,2,1,0,26.0,4,0,0,0,50,True,0,436,,,0,3,0.2031217366456985,90,DC,Manchester United,Arsenal,0,1,28786,2025,732455,0.1362403780221939,0,1,0,0.2031217366456985,0.3536373674869537,0.0787959024310112,7902,Manchester United,Matthijs de Ligt,Matthijs de Ligt,DEF
1,0,3,24,0,10,0.2,11,436,0.01,0.01,0.0,1.76,17,1,0,2.9,29.0,2025-08-24,90,False,10,0,0,0,2,0,2,0,262568,1,1,1,1,0.0,7,32429,49548,17119,50,False,0,436,,,0,0,0.0,90,DC,Fulham,Manchester United,1,1,28796,2025,734090,0.0,0,0,0,0.0,0.0,0.0,7902,Manchester United,Matthijs de Ligt,Matthijs de Ligt,DEF
2,0,0,4,0,4,0.2,4,436,0.0,0.1,0.1,1.2,26,2,0,1.5,10.2,2025-08-30,90,False,3,0,0,0,4,0,3,0,393645,1,0,2,3,5.0,1,54442,85622,31180,50,True,0,436,,,0,1,0.0551502183079719,90,DC,Manchester United,Burnley,3,2,28802,2025,735098,0.0,0,0,0,0.0551502183079719,0.2262616604566574,0.2262616604566574,7902,Manchester United,Matthijs de Ligt,Matthijs de Ligt,DEF
3,0,0,6,0,4,0.8,9,436,0.0,0.0,0.0,2.52,38,3,0,1.6,14.8,2025-09-14,90,False,13,0,0,0,4,0,4,0,338968,1,5,0,3,0.0,1,-45266,14438,59704,50,False,0,436,,,0,0,0.0,90,DC,Manchester City,Manchester United,3,0,28817,2025,737825,0.0,0,0,0,0.0,0.0932458564639091,0.0932458564639091,7902,Manchester United,Matthijs de Ligt,Matthijs de Ligt,DEF
4,0,0,20,0,7,23.3,9,436,0.38,0.38,0.0,0.43,47,1,0,5.0,27.0,2025-09-20,90,False,7,0,0,0,4,0,5,0,320430,1,2,1,2,0.0,2,-28236,7378,35614,50,True,0,436,,,0,0,0.0,90,DC,Manchester United,Chelsea,2,1,28824,2025,738834,0.0955273360013961,0,1,0,0.0,0.1112998500466346,0.1112998500466346,7902,Manchester United,Matthijs de Ligt,Matthijs de Ligt,DEF
