assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name
0,0,3,40,1,0,12.3,6,714,0.01,0.28,0.27,0.41,39,0,1,9.6,37.2,2025-09-13,64,False,20,0,0,0,3,0,4,0,98871,1,3,0,1,46.0,9,80209,96273,16064,70,True,0,714,1,3,0.1636825948953628,70,FWD,Newcastle United,Wolverhampton Wanderers,1,0,28809,2025,736881,0.0179711375385522,0,1,1,0.1636825948953628,0.1332824230194091,0.04793581366539,8117,Newcastle United,Nick Woltemade,Nick Woltemade
1,0,0,1,1,1,4.9,2,714,0.02,0.02,0.0,0.43,42,0,0,1.4,0.8,2025-09-21,83,False,4,0,0,0,1,0,5,0,427038,1,0,0,0,8.0,2,302743,338584,35841,70,False,0,714,0,0,0.0,88,FWD,Bournemouth,Newcastle United,0,0,28823,2025,739240,0.0,0,0,0,0.0,0.0907701402902603,0.0907701402902603,8117,Newcastle United,Nick Woltemade,Nick Woltemade
