assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,9,0,1,15.0,6,697,0.02,0.02,0.0,0.06,12,0,0,2.7,10.4,2025-08-23,24,False,20,0,0,0,2,0,2,0,859,0,3,0,1,2.0,1,418,506,88,55,True,0,697,0,0,0.0,18,MID,Bournemouth,Wolverhampton Wanderers,1,0,28792,2025,733207,0.1083729937672615,0,1,0,0.0,0.1643422842025756,0.0559692829847335,8211,Bournemouth,Amine Adli,Amine Adli
1,0,0,7,0,2,10.5,11,697,0.01,0.01,0.0,0.18,29,0,0,2.3,12.8,2025-08-30,26,False,18,0,0,0,5,0,3,0,2547,0,4,1,0,0.0,1,623,1077,454,55,False,0,697,0,0,0.0,23,MID,Tottenham,Bournemouth,0,1,28799,2025,735033,0.0211238823831081,0,1,0,0.0,0.0,0.0,8211,Bournemouth,Amine Adli,Amine Adli
2,0,0,5,0,2,1.3,3,697,0.0,0.04,0.04,0.05,32,0,0,1.5,6.6,2025-09-13,23,False,6,0,0,0,1,0,4,0,3473,0,0,1,2,7.0,1,291,897,606,55,True,0,697,0,1,0.0483460798859596,19,MID,Bournemouth,Brighton,2,1,28810,2025,736915,0.0,0,0,0,0.0483460798859596,0.0,0.0,8211,Bournemouth,Amine Adli,Amine Adli
3,0,0,4,0,0,0.3,4,697,0.0,0.0,0.0,0.0,42,0,0,0.3,2.2,2025-09-21,15,False,15,0,0,0,3,0,5,0,3592,0,1,0,0,0.0,1,-186,413,599,55,True,0,697,0,0,0.0,11,MID,Bournemouth,Newcastle United,0,0,28823,2025,739227,0.0,0,0,0,0.0,0.0,0.0,8211,Bournemouth,Amine Adli,Amine Adli
