assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,3,0,1,0.0,1,447,0.0,0.0,0.0,0.03,17,0,0,0.2,2.0,2025-08-24,3,False,10,0,0,0,0,0,2,0,157188,0,0,1,1,0.0,1,-9604,5206,14810,40,False,0,447,,,Ayden Heaven,0,0,0.0,1,Sub,Fulham,Manchester United,1,1,28796,2025,734103,0.0,0,0,0,0.0,0.0,0.0,28796,Manchester United,Ayden Heaven,Ayden Heaven,DEF
