assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,7,0,4,16.8,4,695,0.02,0.02,0.0,0.66,12,0,0,2.9,8.6,2025-08-23,55,False,4,0,0,0,3,0,2,0,570,0,0,0,1,4.0,1,202,250,48,45,False,0,695,0,0,0.0,56,DEF,Bournemouth,Wolverhampton Wanderers,1,0,28792,2025,733223,0.0134212533012032,0,1,0,0.0,0.0134212533012032,0.0,12113,Wolverhampton Wanderers,Jackson Tchatchoua,Jackson Tchatchoua
1,0,0,-5,0,2,6.3,3,695,0.01,0.01,0.0,1.75,30,3,0,1.9,11.0,2025-08-30,62,False,9,0,0,0,2,0,3,0,1497,1,1,3,2,2.0,1,413,633,220,45,True,0,695,0,0,0.0,66,DEF,Wolverhampton Wanderers,Everton,2,3,28800,2025,735041,0.0,0,0,0,0.0,0.022240687161684,0.022240687161684,12113,Wolverhampton Wanderers,Jackson Tchatchoua,Jackson Tchatchoua
2,0,0,3,0,0,1.2,0,695,0.0,0.0,0.0,0.17,39,0,0,0.3,0.2,2025-09-13,13,False,15,0,0,0,2,0,4,0,1769,0,0,0,1,2.0,1,52,293,241,45,False,0,695,0,0,0.0,8,DEF,Newcastle United,Wolverhampton Wanderers,1,0,28809,2025,736898,0.0,0,0,0,0.0,0.0,0.0,12113,Wolverhampton Wanderers,Jackson Tchatchoua,Jackson Tchatchoua
3,0,0,8,0,2,30.8,6,695,0.01,0.01,0.0,0.48,50,3,0,5.9,22.0,2025-09-20,90,False,11,0,0,0,5,0,5,0,1934,1,4,3,1,6.0,1,-10,169,179,45,True,0,695,0,0,0.0,90,DEF,Wolverhampton Wanderers,Leeds,1,3,28820,2025,738587,0.0533610396087169,0,2,0,0.0,0.9638354182243348,0.9104743599891664,12113,Wolverhampton Wanderers,Jackson Tchatchoua,Jackson Tchatchoua
