assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,9,0,0,26.2,4,200,0.36,0.8,0.44,2.32,6,3,0,6.5,7.0,2025-08-16,84,False,18,0,0,0,4,0,1,0,10479,1,0,0,3,32.0,2,0,0,0,55,False,0,200,,,0,4,0.213046595454216,86,ML,Tottenham,Burnley,3,0,28782,2025,731838,0.0646609216928482,0,2,0,0.213046595454216,0.4348117411136627,0.2617967128753662,10746,Burnley,Jaidon Anthony,Jaidon Anthony,MID
1,1,2,39,1,1,14.6,11,200,0.02,0.79,0.77,0.77,14,0,1,10.1,58.4,2025-08-23,90,False,17,0,0,0,7,0,2,0,14201,1,3,0,2,28.0,13,533,2572,2039,55,True,0,200,,,1,2,0.7731730937957764,90,AML,Burnley,Sunderland,2,0,28791,2025,733268,0.0511747412383556,1,1,1,0.7731730937957764,0.86076819896698,0.0364203676581382,10746,Burnley,Jaidon Anthony,Jaidon Anthony,MID
2,0,0,21,0,4,0.8,6,200,0.01,0.39,0.38,3.63,26,3,1,7.7,40.8,2025-08-30,90,False,14,0,0,0,2,0,3,0,47871,1,0,2,3,35.0,6,20194,26929,6735,55,False,1,200,,,1,1,0.6409280300140381,90,AML,Manchester United,Burnley,3,2,28802,2025,735120,0.0,0,0,1,0.6409280300140381,0.7515773773193359,0.1106493547558784,10746,Burnley,Jaidon Anthony,Jaidon Anthony,MID
3,0,0,6,1,3,0.5,11,200,0.0,0.11,0.11,1.51,34,0,0,1.1,9.4,2025-09-14,88,False,12,0,0,0,6,0,4,0,110509,1,2,1,0,1.0,3,44376,63312,18936,55,True,0,200,,,0,1,0.1469922214746475,90,ML,Burnley,Liverpool,0,1,28816,2025,737471,0.0,0,0,0,0.1469922214746475,0.1469922214746475,0.0,10746,Burnley,Jaidon Anthony,Jaidon Anthony,MID
4,0,3,37,0,2,19.7,6,200,0.14,0.5,0.36,1.1,44,1,1,12.7,52.4,2025-09-20,90,False,16,0,0,0,3,0,5,0,185340,1,1,1,1,55.0,10,62802,77980,15178,55,True,0,200,,,1,3,0.3933817148208618,90,ML,Burnley,Nottingham Forest,1,1,28822,2025,738655,0.0526442341506481,0,1,1,0.3933817148208618,0.3933817148208618,0.0,10746,Burnley,Jaidon Anthony,Jaidon Anthony,MID
