assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,5,0,2,0.2,7,722,0.0,0.0,0.0,1.24,34,1,0,1.3,13.0,2025-09-14,27,False,12,0,0,0,2,0,4,0,350,0,3,1,0,0.0,1,152,182,30,50,True,0,722,0,0,0.0,24,MID,Burnley,Liverpool,0,1,28816,2025,737474,0.0,0,0,0,0.0,0.0,0.0,8969,Burnley,Florentino Ibrain Morris Luís,Florentino Luís
1,0,0,19,0,7,23.5,18,722,0.01,0.01,0.0,1.1,44,1,0,4.9,25.6,2025-09-20,90,False,16,0,0,0,7,0,5,0,627,1,4,1,1,0.0,3,95,183,88,50,True,1,722,0,0,0.0,90,MID,Burnley,Nottingham Forest,1,1,28822,2025,738654,0.0265737250447273,0,2,0,0.0,0.0265737250447273,0.0098385652527213,8969,Burnley,Florentino Ibrain Morris Luís,Florentino Luís
