assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,1,0,4,0.5,5,473,0.0,0.0,0.0,0.37,19,1,0,0.8,7.4,2025-08-25,14,False,12,0,0,0,1,0,2,0,181114,0,1,3,2,0.0,1,-34594,5518,40112,55,True,0,473,,,0,0,0.0,9,Sub,Newcastle United,Liverpool,2,3,28797,2025,734527,0.0,0,0,0,0.0,0.0,0.0,10216,Newcastle United,Lewis Hall,Lewis Hall,DEF
1,0,0,3,0,1,0.9,2,473,0.0,0.04,0.04,0.07,24,0,0,0.6,1.6,2025-08-30,29,False,11,0,0,0,0,0,3,0,191471,0,1,0,0,3.0,1,-3797,23936,27733,55,False,0,473,,,0,1,0.0220845080912113,24,Sub,Leeds,Newcastle United,0,0,28803,2025,735249,0.0,0,0,0,0.0220845080912113,0.0220845080912113,0.0,10216,Newcastle United,Lewis Hall,Lewis Hall,DEF
2,0,1,27,1,1,2.6,5,473,0.05,0.05,0.0,0.56,42,0,0,2.5,18.4,2025-09-21,90,False,4,0,0,0,7,0,5,0,156035,1,4,0,0,4.0,7,-20711,4396,25107,54,False,0,473,,,0,0,0.0,90,DML,Bournemouth,Newcastle United,0,0,28823,2025,739236,0.0,0,0,0,0.0,0.0,0.0,10216,Newcastle United,Lewis Hall,Lewis Hall,DEF
