assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,1,0,23,0,0,18.1,3,699,0.02,0.04,0.02,0.68,44,1,0,3.1,4.4,2025-09-20,75,False,3,0,0,0,2,0,5,0,8085,1,1,1,1,8.0,5,69,1401,1332,50,False,0,699,,,Douglas Luiz Soares de Paulo,0,1,0.0230485349893569,77,DMC,Burnley,Nottingham Forest,1,1,28822,2025,738664,0.016963817179203,0,1,0,0.0230485349893569,0.3398227393627167,0.3228588998317718,28822,Nottingham Forest,Douglas Luiz Soares de Paulo,Douglas Luiz,MID
