assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,3,0,1,10.4,2,284,0.0,0.04,0.04,0.15,49,0,0,2.1,3.4,2025-09-20,15,False,19,0,0,0,1,0,5,0,18909,0,0,2,1,7.0,1,101,1608,1507,54,False,0,284,,,Eddie Nketiah,0,1,0.0747046843171119,13,Sub,West Ham,Crystal Palace,1,2,28819,2025,738581,0.0150839323177933,0,1,0,0.0747046843171119,0.0150839323177933,0.0150839323177933,28819,Crystal Palace,Eddie Nketiah,Eddie Nketiah,FWD
