assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,3,25,0,0,0.0,0,338,0.0,0.15,0.15,0.43,3,0,1,6.4,31.0,2025-08-16,24,False,6,0,0,0,0,0,1,0,184777,0,0,1,1,33.0,7,0,0,0,55,False,1,338,,,Rodrigo Muniz Carvalho,1,1,0.4853662252426147,23,Sub,Brighton,Fulham,1,1,28780,2025,732730,0.0,0,0,1,0.4853662252426147,0.0,0.0,10717,Fulham,Rodrigo Muniz Carvalho,Rodrigo Muniz,FWD
1,0,0,-3,0,2,10.3,6,338,0.0,0.37,0.37,1.52,17,1,0,3.1,0.0,2025-08-24,70,False,14,1,0,0,3,0,2,0,270080,1,1,1,1,24.0,0,35674,62606,26932,55,True,0,338,,,Rodrigo Muniz Carvalho,0,3,0.3648473918437958,73,FW,Fulham,Manchester United,1,1,28796,2025,734083,0.0501569733023643,0,1,0,0.3648473918437958,0.4226337969303131,0.3176833391189575,10717,Fulham,Rodrigo Muniz Carvalho,Rodrigo Muniz,FWD
2,0,0,-1,0,1,10.3,1,338,0.0,0.04,0.04,2.19,23,2,0,1.4,0.0,2025-08-30,58,False,7,0,0,0,0,0,3,0,254354,1,0,0,2,4.0,1,-23390,36906,60296,55,False,0,338,,,Rodrigo Muniz Carvalho,0,1,0.0347880572080612,69,FW,Chelsea,Fulham,2,0,28798,2025,734842,0.0541028678417205,0,1,0,0.0347880572080612,0.0888909250497818,0.0,10717,Fulham,Rodrigo Muniz Carvalho,Rodrigo Muniz,FWD
3,0,0,4,1,1,0.3,4,338,0.01,0.19,0.18,0.79,37,0,0,2.6,4.4,2025-09-13,83,False,11,0,0,0,2,0,4,0,284800,1,1,0,1,21.0,2,13301,61121,47820,55,True,0,338,,,Rodrigo Muniz Carvalho,0,1,0.408113569021225,84,FW,Fulham,Leeds,1,0,28813,2025,737000,0.0,0,0,0,0.408113569021225,0.408113569021225,0.408113569021225,10717,Fulham,Rodrigo Muniz Carvalho,Rodrigo Muniz,FWD
4,1,0,13,0,4,20.8,6,338,0.0,0.12,0.12,0.52,45,1,0,6.5,23.4,2025-09-20,79,False,5,0,0,0,1,0,5,0,293093,1,1,1,3,21.0,5,6010,40073,34063,55,True,0,338,,,Rodrigo Muniz Carvalho,0,2,0.387491375207901,85,FW,Fulham,Brentford,3,1,28825,2025,739002,0.4310163855552673,1,2,0,0.387491375207901,1.0535314083099363,0.2752151191234588,10717,Fulham,Rodrigo Muniz Carvalho,Rodrigo Muniz,FWD
