assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,23,1,6,11.3,8,11,0.01,0.02,0.01,0.87,9,0,0,2.8,15.4,2025-08-17,70,False,14,0,0,0,4,0,1,0,73566,1,2,1,0,1.0,6,0,0,0,55,False,0,11,,,Benjamin White,0,1,0.0184373389929533,72,DR,Manchester United,Arsenal,0,1,28786,2025,732469,0.0608952939510345,0,1,0,0.0184373389929533,0.2063160687685012,0.1454207748174667,7298,Arsenal,Benjamin White,Ben White,DEF
