assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,5,0,5,1.3,6,371,0.01,0.01,0.0,0.81,1,0,0,1.0,8.4,2025-08-15,59,False,4,0,0,0,5,0,1,0,669998,1,1,2,4,0.0,0,0,0,0,60,True,1,371,,,0,0,0.0,63,DL,Liverpool,Bournemouth,4,2,28778,2025,731574,0.0,0,0,0,0.0,1.0492483377456665,1.0492483377456665,11709,Liverpool,Milos Kerkez,Milos Kerkez,DEF
1,0,0,7,0,7,1.1,9,371,0.0,0.0,0.0,0.93,19,2,0,1.9,17.6,2025-08-25,90,False,15,0,0,0,4,0,2,0,647940,1,2,3,2,0.0,1,-80235,29455,109690,60,False,0,371,,,0,0,0.0,90,DL,Newcastle United,Liverpool,2,3,28797,2025,734534,0.0,0,0,0,0.0,0.3935171365737915,0.3935171365737915,11709,Liverpool,Milos Kerkez,Milos Kerkez,DEF
2,0,0,27,1,6,1.8,9,371,0.0,0.0,0.0,0.49,25,0,0,2.4,22.0,2025-08-31,90,False,1,0,0,0,2,0,3,0,622196,1,3,0,1,0.0,6,-57023,36691,93714,60,True,0,371,,,0,0,0.0,90,DL,Liverpool,Arsenal,1,0,28806,2025,735936,0.0,0,0,0,0.0,0.0,0.0,11709,Liverpool,Milos Kerkez,Milos Kerkez,DEF
3,0,0,-1,0,0,16.9,0,371,0.02,0.1,0.08,0.12,34,0,0,2.7,0.0,2025-09-14,37,False,3,0,0,0,0,0,4,0,708988,1,0,1,0,10.0,0,38411,99834,61423,60,False,1,371,,,0,1,0.0987921804189682,37,DL,Burnley,Liverpool,0,1,28816,2025,737481,0.0238235294818878,0,1,0,0.0987921804189682,0.0752812996506691,0.0514577738940715,11709,Liverpool,Milos Kerkez,Milos Kerkez,DEF
4,0,0,15,0,8,17.4,10,371,0.04,0.04,0.0,0.7,46,1,0,4.4,24.2,2025-09-20,90,False,9,0,0,0,1,0,5,0,623612,1,2,1,2,2.0,4,-86370,17659,104029,59,True,0,371,,,0,0,0.0,90,DL,Liverpool,Everton,2,1,28818,2025,738312,0.0517765693366527,0,1,0,0.0,0.2082161605358123,0.2082161605358123,11709,Liverpool,Milos Kerkez,Milos Kerkez,DEF
