assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,4,1,3,16.3,8,136,0.01,0.23,0.22,1.19,13,0,0,3.8,4.6,2025-08-23,90,False,2,0,0,0,3,0,2,0,120001,1,2,0,1,17.0,2,18268,31565,13297,60,True,0,136,,,Igor Thiago Nascimento Rodrigues,0,1,0.0193340796977281,8,Sub,Manchester City,Tottenham,0,2,28789,2025,732994,0.0203189365565776,0,1,0,0.0193340796977281,0.1251886337995529,0.1251886337995529,28789,Manchester City,Igor Thiago Nascimento Rodrigues,Rodri,FWD
