goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,38,Sub,West Ham,Chelsea,1,5,2025-08-22,28788,2025,732899,0,0,0,0,0,0.08269345760345459,0.08269345760345459
