h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.902883,1.44008,0.902883,0.678909,"{'att': 292, 'def': 18}","{'att': 250, 'def': 28}",6,5,1,1,0.835,d,2025-08-16 14:00:00,0,1,0,1,0.223974
h,1.65333,1.54603,1.65333,0.784858,"{'att': 218, 'def': 22}","{'att': 196, 'def': 18}",11,11,1,1,1.4455999999999998,d,2025-08-24 15:30:00,0,1,0,1,0.868472
a,0.736228,2.4324,0.736228,1.67123,"{'att': 293, 'def': 27}","{'att': 233, 'def': 25}",9,4,0,2,0.2994,l,2025-08-30 11:30:00,0,0,1,0,-0.935002
h,1.13979,0.830398,1.13979,0.830398,"{'att': 218, 'def': 23}","{'att': 242, 'def': 18}",4,5,1,0,1.6496,w,2025-09-13 14:00:00,1,0,0,3,0.3093920000000001
h,1.52431,0.826556,1.52431,0.826556,"{'att': 258, 'def': 13}","{'att': 283, 'def': 21}",5,3,3,1,1.9517,w,2025-09-20 19:00:00,1,0,0,3,0.6977540000000001
