goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.08383796364068985,70,Sub,Manchester United,Chelsea,2,1,2025-09-20,28824,2025,738860,0,0,0,0,0.08383796364068985,0.08383796364068985,0
0,0,0,1,Sub,Chelsea,Fulham,2,0,2025-08-30,28798,2025,734828,0.03327659144997597,0,1,0,0,0.03327659144997597,0
0,0,0,22,Sub,West Ham,Chelsea,1,5,2025-08-22,28788,2025,732913,0.052929092198610306,0,1,0,0,0.052929092198610306,0
0,2,0.42569369077682495,8,Sub,Chelsea,Crystal Palace,0,0,2025-08-17,28784,2025,732231,0,0,0,0,0.42569369077682495,0.4699513614177704,0.04425767436623573
1,1,0.4775588810443878,90,MC,Strasbourg,Le Havre,2,3,2025-05-17,28345,2024,728193,0,0,0,1,0.4775588810443878,0.7970779538154602,0.7970779538154602
0,5,0.20086805522441864,90,MC,Angers,Strasbourg,2,1,2025-05-10,28338,2024,726230,0,0,0,0,0.20086805522441864,0.3755359351634979,0.27572745084762573
0,2,0.14107917249202728,90,MC,Strasbourg,Paris Saint Germain,2,1,2025-05-03,28328,2024,724176,0,0,0,0,0.14107917249202728,0.03406200930476189,0.03406200930476189
0,3,0.08387082815170288,90,MC,Strasbourg,Saint-Etienne,3,1,2025-04-26,28319,2024,722714,0.30658888816833496,0,1,0,0.08387082815170288,1.1939738988876343,0.8235205411911011
0,0,0,90,MC,Monaco,Strasbourg,0,0,2025-04-19,28316,2024,720752,0,0,0,0,0,0,0
0,0,0,90,MC,Strasbourg,Nice,2,2,2025-04-12,28304,2024,719001,0.42637738585472107,2,3,0,0,0.48497146368026733,0.14270031452178955
0,2,0.7623224854469299,90,MC,Reims,Strasbourg,0,1,2025-04-06,28298,2024,717721,0,0,0,0,0.7623224854469299,0.2563653886318207,0.1858290731906891
1,1,0.342404842376709,90,DMC,Strasbourg,Lyon,4,2,2025-03-28,28285,2024,714496,0,0,0,1,0.342404842376709,0.32245197892189026,0.32245197892189026
1,1,0.08716897666454315,90,MC,Strasbourg,Toulouse,2,1,2025-03-16,28279,2024,714029,0.028152480721473694,0,1,1,0.08716897666454315,0.6474448442459106,0.5321233868598938
0,1,0.017756259068846703,90,MC,Nantes,Strasbourg,0,1,2025-03-09,28266,2024,712111,0.05542264133691788,0,2,0,0.017756259068846703,0.5302201509475708,0.48894453048706055
0,1,0.014787670224905014,90,MC,Auxerre,Strasbourg,0,1,2025-03-02,28261,2024,710465,0.13099230825901031,0,1,0,0.014787670224905014,0.014787670224905014,0
0,1,0.014878097921609879,90,MC,Lens,Strasbourg,0,2,2025-02-16,28240,2024,706913,0,0,0,0,0.014878097921609879,0.20383389294147491,0.18895579874515533
0,3,0.08950835466384888,90,MC,Strasbourg,Montpellier,2,0,2025-02-09,28230,2024,705248,0.4247424602508545,0,2,0,0.08950835466384888,1.3158175945281982,0.8326114416122437
0,0,0,90,MC,Rennes,Strasbourg,1,0,2025-02-02,28226,2024,704183,0.13403591513633728,0,2,0,0,0.8797241449356079,0.8613649606704712
1,2,0.06558152288198471,90,DMC,Strasbourg,Lille,2,1,2025-01-25,28210,2024,701743,0,0,0,1,0.06558152288198471,0.3285142779350281,0.26293274760246277
0,0,0,90,DMC,Marseille,Strasbourg,1,1,2025-01-19,28201,2024,700930,0.2958868741989136,1,1,0,0,0.2958868741989136,0
0,1,0.017747893929481506,90,MC,Toulouse,Strasbourg,1,2,2025-01-12,28192,2024,698737,0,0,0,0,0.017747893929481506,1.2997303009033203,1.2819823026657104
0,2,0.1028025820851326,90,MC,Strasbourg,Auxerre,3,1,2025-01-05,28190,2024,697619,0.09626474231481552,0,1,0,0.1028025820851326,0.6211194396018982,0.4995245933532715
1,1,0.4087676405906677,90,DMC,Le Havre,Strasbourg,0,3,2024-12-15,28175,2024,694364,0,0,0,1,0.4087676405906677,0.4352835416793823,0.4352835416793823
0,0,0,90,DMC,Strasbourg,Reims,0,0,2024-12-08,28171,2024,692963,0,0,0,0,0,0.1558021903038025,0.1558021903038025
0,2,0.03858233615756035,90,DMC,Brest,Strasbourg,3,1,2024-11-30,28159,2024,690288,0.3312002420425415,0,1,0,0.03858233615756035,0.4698089063167572,0.10002632439136505
0,0,0,90,MC,Nice,Strasbourg,2,1,2024-11-24,28149,2024,689448,0.08650510758161545,0,3,0,0,0.17076538503170013,0.13612841069698334
0,0,0,90,MC,Strasbourg,Monaco,1,3,2024-11-09,28140,2024,686762,0.027858780696988106,0,1,0,0,0.027858780696988106,0.027858780696988106
0,2,0.08827850222587585,90,MC,Saint-Etienne,Strasbourg,2,0,2024-11-02,28137,2024,685344,0,0,0,0,0.08827850222587585,0.09872918576002121,0.0807299092411995
2,2,0.798772394657135,85,MC,Strasbourg,Nantes,3,1,2024-10-27,28125,2024,683916,0,0,0,2,0.798772394657135,1.383906602859497,0.9085524082183838
0,3,0.1344388723373413,90,DMC,Paris Saint Germain,Strasbourg,4,2,2024-10-19,28119,2024,681737,0.020630555227398872,0,1,0,0.1344388723373413,0.3605524003505707,0.30921754240989685
0,1,0.05157242342829704,90,DMC,Strasbourg,Lens,2,2,2024-10-06,28110,2024,680394,0.031390976160764694,0,1,0,0.05157242342829704,0.08296339958906174,0.031390976160764694
0,0,0,90,MC,Strasbourg,Marseille,1,0,2024-09-29,28093,2024,678837,0,0,0,0,0,0.5182732343673706,0.5182732343673706
1,2,1.0135259628295898,76,MC,Lille,Strasbourg,3,3,2024-09-21,28090,2024,675862,0,0,0,1,1.0135259628295898,1.2832980155944824,0.3889358639717102
0,3,0.7713578343391418,90,MC,Strasbourg,Angers,1,1,2024-09-15,28083,2024,674587,0.26335272192955017,0,1,0,0.7713578343391418,1.0347105264663696,0
1,1,0.35537266731262207,90,DMC,Lyon,Strasbourg,4,3,2024-08-30,28066,2024,671466,0.5570643544197083,0,3,1,0.35537266731262207,0.8019770383834839,0.5825418829917908
