h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.674338,2.3812,0.674338,1.62003,"{'att': 275, 'def': 10}","{'att': 251, 'def': 16}",2,5,0,1,0.2864,l,2025-08-18 19:00:00,0,0,1,0,-0.9456920000000001
h,1.80116,2.08487,1.80116,1.3237,"{'att': 301, 'def': 17}","{'att': 165, 'def': 19}",5,8,2,0,1.1070000000000002,w,2025-08-24 13:00:00,1,0,0,3,0.47746
a,2.03791,0.943257,2.03791,0.943257,"{'att': 311, 'def': 26}","{'att': 158, 'def': 27}",11,5,3,2,2.2217000000000002,w,2025-08-30 14:00:00,1,0,0,3,1.094653
h,1.8927,0.354327,1.8927,0.354327,"{'att': 191, 'def': 27}","{'att': 159, 'def': 19}",10,3,0,0,2.5199,d,2025-09-13 14:00:00,0,1,0,1,1.538373
a,0.721371,1.06166,0.721371,1.06166,"{'att': 260, 'def': 23}","{'att': 153, 'def': 26}",9,12,1,2,1.0035,l,2025-09-20 11:30:00,0,0,1,0,-0.34028900000000006
