goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,GK,Arsenal,Manchester City,1,1,2025-09-21,28827,2025,739605,0,0,0,0,0,0.039945926517248154,0.039945926517248154
0,0,0,90,GK,Manchester City,Manchester United,3,0,2025-09-14,28817,2025,737808,0,0,0,0,0,0.1384190022945404,0.1384190022945404
0,0,0,90,GK,Paris Saint Germain,Auxerre,3,1,2025-05-17,28351,2024,727966,0,0,0,0,0,0.048111483454704285,0.048111483454704285
0,0,0,90,GK,Paris Saint Germain,Nice,1,3,2025-04-25,28324,2024,722274,0,0,0,0,0,0.2818956673145294,0.2818956673145294
0,0,0,90,GK,Nantes,Paris Saint Germain,1,1,2025-04-22,28303,2024,721697,0,0,0,0,0,0.37339717149734497,0.37339717149734497
0,0,0,90,GK,Paris Saint Germain,Angers,1,0,2025-04-05,28297,2024,716950,0,0,0,0,0,0,0
0,0,0,90,GK,Paris Saint Germain,Marseille,3,1,2025-03-16,28273,2024,714334,0,0,0,0,0,1.0571056604385376,1.0571056604385376
0,0,0,90,GK,Paris Saint Germain,Lille,4,1,2025-03-01,28255,2024,710074,0,0,0,0,0,0.3836306631565094,0.3836306631565094
0,0,0,90,GK,Lyon,Paris Saint Germain,2,3,2025-02-23,28254,2024,708886,0,0,0,0,0,0.8589292168617249,0.8589292168617249
0,0,0,90,GK,Paris Saint Germain,Monaco,4,1,2025-02-07,28233,2024,704621,0,0,0,0,0,1.1212372779846191,1.1212372779846191
0,0,0,90,GK,Brest,Paris Saint Germain,2,5,2025-02-01,28220,2024,703492,0,0,0,0,0,1.510103702545166,1.510103702545166
0,0,0,90,GK,Paris Saint Germain,Reims,1,1,2025-01-25,28216,2024,701830,0,0,0,0,0,0.7527163624763489,0.7527163624763489
0,0,0,90,GK,Lens,Paris Saint Germain,1,2,2025-01-18,28202,2024,700129,0,0,0,0,0,0.4572698175907135,0.4572698175907135
0,0,0,90,GK,Paris Saint Germain,Saint-Etienne,2,1,2025-01-12,28199,2024,698840,0,0,0,0,0,0.9641705751419067,0.9641705751419067
0,0,0,21,GK,Monaco,Paris Saint Germain,2,4,2024-12-18,28183,2024,694843,0,0,0,0,0,0,0
0,0,0,90,GK,Paris Saint Germain,Lyon,3,1,2024-12-15,28182,2024,694736,0,0,0,0,0,0.29219770431518555,0.29219770431518555
0,0,0,90,GK,Auxerre,Paris Saint Germain,0,0,2024-12-06,28166,2024,691833,0,0,0,0,0,0,0
0,0,0,90,GK,Paris Saint Germain,Nantes,1,1,2024-11-30,28161,2024,690422,0,0,0,0,0,0.15779058635234833,0.15779058635234833
0,0,0,90,GK,Angers,Paris Saint Germain,2,4,2024-11-09,28142,2024,687016,0,0,0,0,0,0.10148030519485474,0.10148030519485474
0,0,0,90,GK,Marseille,Paris Saint Germain,0,3,2024-10-27,28127,2024,684048,0,0,0,0,0,0.2144276201725006,0.2144276201725006
0,0,0,90,GK,Paris Saint Germain,Strasbourg,4,2,2024-10-19,28119,2024,681718,0,0,0,0,0,0,0
0,0,0,90,GK,Nice,Paris Saint Germain,1,1,2024-10-06,28104,2024,680679,0,0,0,0,0,0.025929385796189308,0.025929385796189308
0,0,0,90,GK,Paris Saint Germain,Brest,3,1,2024-09-14,28079,2024,674084,0,0,0,0,0,0,0
0,0,0,90,GK,Lille,Paris Saint Germain,1,3,2024-09-01,28074,2024,672998,0,0,0,0,0,0.6485605835914612,0.6485605835914612
0,0,0,90,GK,Paris Saint Germain,Montpellier,6,0,2024-08-23,28057,2024,667597,0,0,0,0,0,0.5592792630195618,0.5592792630195618
0,0,0,90,GK,Le Havre,Paris Saint Germain,1,4,2024-08-16,28048,2024,666153,0,0,0,0,0,0,0
0,0,0,90,GK,Lorient,Paris Saint Germain,1,4,2024-04-24,23624,2023,656138,0,0,0,0,0,0.06397192180156708,0.06397192180156708
0,0,0,90,GK,Paris Saint Germain,Lyon,4,1,2024-04-21,23632,2023,655902,0,0,0,0,0,0.5018301010131836,0.5018301010131836
0,0,0,90,GK,Marseille,Paris Saint Germain,0,2,2024-03-31,23606,2023,650741,0,0,0,0,0,0.12820948660373688,0.12820948660373688
0,0,0,90,GK,Montpellier,Paris Saint Germain,2,6,2024-03-17,23603,2023,649164,0,0,0,0,0,0.6944375038146973,0.6944375038146973
0,0,0,90,GK,Monaco,Paris Saint Germain,0,0,2024-03-01,23580,2023,644524,0,0,0,0,0,0.09873852133750916,0.09873852133750916
0,0,0,90,GK,Paris Saint Germain,Rennes,1,1,2024-02-25,23569,2023,643918,0,0,0,0,0,0,0
0,0,0,90,GK,Nantes,Paris Saint Germain,0,2,2024-02-17,23566,2023,642113,0,0,0,0,0,0,0
0,0,0,90,GK,Strasbourg,Paris Saint Germain,1,2,2024-02-02,23542,2023,638217,0,0,0,0,0,0,0
0,0,0,90,GK,Paris Saint Germain,Brest,2,2,2024-01-28,23533,2023,637624,0,0,0,0,0,0.3032502233982086,0.3032502233982086
0,0,0,90,GK,Lens,Paris Saint Germain,0,2,2024-01-14,23528,2023,635530,0,0,0,0,0,0.1257919818162918,0.1257919818162918
0,0,0,90,GK,Paris Saint Germain,Metz,3,1,2023-12-20,23515,2023,631872,0,0,0,0,0,0.2218325138092041,0.2218325138092041
0,0,0,9,GK,Le Havre,Paris Saint Germain,0,2,2023-12-03,23495,2023,627036,0,0,0,0,0,0,0
0,0,0,90,GK,Paris Saint Germain,Monaco,5,2,2023-11-24,23479,2023,624473,0,0,0,0,0,0,0
0,0,0,90,GK,Reims,Paris Saint Germain,0,3,2023-11-11,23473,2023,623363,0,0,0,0,0,1.2878791093826294,1.2878791093826294
0,0,0,90,GK,Paris Saint Germain,Montpellier,3,0,2023-11-03,23461,2023,621122,0,0,0,0,0,0.12079349905252457,0.12079349905252457
0,0,0,90,GK,Brest,Paris Saint Germain,2,3,2023-10-29,23460,2023,620310,0,0,0,0,0,0.06431245803833008,0.06431245803833008
0,0,0,90,GK,Paris Saint Germain,Strasbourg,3,0,2023-10-21,23443,2023,618214,0,0,0,0,0,0.6018632650375366,0.6018632650375366
0,0,0,90,GK,Rennes,Paris Saint Germain,1,3,2023-10-08,23435,2023,617554,0,0,0,0,0,0.08805587887763977,0.08805587887763977
0,0,0,90,GK,Clermont Foot,Paris Saint Germain,0,0,2023-09-30,23431,2023,614825,0,0,0,0,0,0.5289210677146912,0.5289210677146912
0,0,0,90,GK,Paris Saint Germain,Marseille,4,0,2023-09-24,23416,2023,613322,0,0,0,0,0,0.022828636690974236,0.022828636690974236
0,0,0,90,GK,Paris Saint Germain,Nice,2,3,2023-09-15,23407,2023,609960,0,0,0,0,0,0.022290166467428207,0.022290166467428207
0,0,0,90,GK,Lyon,Paris Saint Germain,1,4,2023-09-03,23401,2023,609818,0,0,0,0,0,0.06640711426734924,0.06640711426734924
0,0,0,90,GK,Paris Saint Germain,Lens,3,1,2023-08-26,23389,2023,607347,0,0,0,0,0,0.6429104804992676,0.6429104804992676
0,0,0,90,GK,Toulouse,Paris Saint Germain,1,1,2023-08-19,23380,2023,605597,0,0,0,0,0,0.3397195041179657,0.3397195041179657
0,0,0,90,GK,Paris Saint Germain,Lorient,0,0,2023-08-12,23379,2023,604122,0,0,0,0,0,0,0
0,0,0,81,GK,Paris Saint Germain,Clermont Foot,2,3,2023-06-03,20024,2022,602044,0,0,0,0,0,0.0726255550980568,0.0726255550980568
0,0,0,90,GK,Strasbourg,Paris Saint Germain,1,1,2023-05-27,20015,2022,600523,0,0,0,0,0,0,0
0,0,0,90,GK,Auxerre,Paris Saint Germain,1,2,2023-05-21,19999,2022,599228,0,0,0,0,0,0,0
