h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.44008,0.902883,0.678909,0.902883,"{'att': 250, 'def': 28}","{'att': 292, 'def': 18}",5,6,1,1,1.8562,d,2025-08-16 14:00:00,0,1,0,1,-0.223974
a,2.08487,1.80116,1.3237,1.80116,"{'att': 165, 'def': 19}","{'att': 301, 'def': 17}",8,5,0,2,1.6155000000000002,l,2025-08-24 13:00:00,0,0,1,0,-0.47746
h,2.20864,2.13418,1.44747,2.13418,"{'att': 319, 'def': 27}","{'att': 179, 'def': 15}",4,9,2,1,1.4209999999999998,w,2025-08-31 13:00:00,1,0,0,3,-0.6867100000000002
a,0.624923,1.44187,0.624923,0.680706,"{'att': 200, 'def': 23}","{'att': 195, 'def': 18}",3,5,1,2,0.6141000000000001,l,2025-09-13 14:00:00,0,0,1,0,-0.05578300000000003
h,1.40466,1.19181,1.40466,1.19181,"{'att': 287, 'def': 25}","{'att': 155, 'def': 32}",4,14,2,2,1.5372999999999999,d,2025-09-20 14:00:00,0,1,0,1,0.21284999999999998
