FPL_ID,FPL_Name
292,65,Jack Stacey
293,404,Jack Stephens
294,654,Jack Wells-Morrison
295,365,Jacob Murphy
296,47,Jacob Ramsey
297,55,Jaden Philogene-Bidace
298,340,Jadon Sancho
299,75,Jaidon Anthony
300,164,Jairo Riedewald
301,710,Jakub Kiwior
302,117,Jakub Moder
303,360,Jamaal Lascelles
304,372,Jamal Lewis
305,61,Jamal Lowe
306,716,James Bree
307,652,James Furlong
308,570,James Garner
309,539,James Hill
310,268,James Justin
311,261,James Maddison
312,154,James McArthur
313,317,James McAtee
314,274,James Milner
315,199,James Tarkowski
316,153,James Tomkins
317,407,James Ward-Prowse
318,753,James Wright
319,234,Jamie Shackleton
320,255,Jamie Vardy
321,544,Jan Paul van Hecke
322,253,Jannik Vestergaard
323,410,Jan Bednarek
324,439,Japhet Tanganga
325,196,Jarrad Branthwaite
326,465,Jarrod Bowen
327,102,Jason Steele
328,363,Javier Manquillo Gaitán
329,219,Jay Stansfield
330,187,Jean-Philippe Gbamin
331,168,Jean-Philippe Mateta
332,64,Jefferson Lerma Solís
333,161,Jeffrey Schlupp
334,375,Jeff Hendrick
335,742,Jeremiah Chilokoa-Mullen
336,119,Jeremy Sarmiento Morante
337,527,Jesse Lingard
338,172,Jesurun Rak-Sakyi
339,711,Jhon Durán
340,671,Jimmy Morgan
341,165,Joachim Andersen
342,371,Joelinton Cássio Apolinário de Lira
343,276,Joel Matip
344,578,Joel Robles
345,156,Joel Ward
346,512,Joe Ayodele-Aribo
347,206,Joe Bryan
348,242,Joe Gelhardt
349,384,Joe Lolley
350,442,Joe Rodon
351,505,Joe Rothwell
352,373,Joe Willock
353,645,Joe Wormleighton
354,388,Joe Worrall
355,634,John-Kymani Gordon
356,37,John McGinn
357,302,John Stones
358,477,Jonathan Castro Otto
359,389,Jonathan Panzo
360,349,Jonjo Shelvey
361,249,Jonny Evans
362,159,Jordan Ayew
363,275,Jordan Henderson
364,182,Jordan Pickford
365,675,Jordan Smith
366,76,Jordan Zemura
367,130,Jorge Luiz Frello Filho
368,739,Joseph Anang
369,286,Joseph Gomez
370,566,Joseph Hodge
371,590,Joseph Whitworth
372,83,Josh Dasilva
373,216,Josh Onomah
374,322,Josh Wilson-Esbrand
375,478,José Malheiro de Sá
376,503,João Filipe Iria Santos Moutinho
377,721,João Victor Gomes da Silva
378,306,João Cancelo
379,690,João Félix Sequeira
380,220,João Palhinha Gonçalves
381,109,Joël Veltman
382,622,Juan Larios López
383,125,Julio Enciso
384,319,Julián Álvarez
385,239,Junior Firpo Adames
386,58,Junior Stanislas
387,126,Kacper Kozłowski
388,672,Kadan Young
389,601,Kaden Rodney
390,746,Kaelan Casey
391,537,Kaine Kesler Hayden
392,145,Kai Havertz
393,520,Kalidou Koulibaly
394,325,Kalvin Phillips
395,731,Kamaldeen Sulemana
396,769,Kamari Doyle
397,124,Kaoru Mitoma
398,353,Karl Darlow
399,655,Karl Hein
400,687,Kasey McAteer
401,248,Kasper Schmeichel
402,515,Keane Lewis-Potter
403,52,Keinan Davis
404,262,Kelechi Iheanacho
405,215,Kenny Tete
406,133,Kepa Arrizabalaga
407,301,Kevin De Bruyne
408,532,Kevin Mbabu
409,688,Kevin Schade
410,729,Keylor Navas
411,62,Kieffer Moore
412,8,Kieran Tierney
413,357,Kieran Trippier
414,266,Kiernan Dewsbury-Hall
415,604,Killian Phillips
416,542,Kjell Scherpen
417,643,Kobbie Mainoo
418,642,Kofi Balmer
419,292,Konstantinos Tsimikas
420,38,Kortney Hause
421,667,Kristian Sekularac
422,84,Kristoffer Ajer
423,236,Kristoffer Klaesson
424,740,Krisztián Hegyi
425,461,Kurt Zouma
426,637,Kyle John
427,409,Kyle Walker-Peters
428,299,Kyle Walker
429,638,Lamare Bogarde
430,613,Layvin Kurzawa
431,479,Leander Dendoncker
432,111,Leandro Trossard
433,243,Leo Fuhr Hjelde
434,45,Leon Bailey
435,559,Levi Colwill
436,241,Lewis Bate
437,273,Lewis Brunt
438,67,Lewis Cook
439,106,Lewis Dunk
440,661,Lewis Hall
441,741,Lewis Miley
442,524,Lewis O'Brien
443,647,Lewis Payne
444,561,Lewis Warrington
445,221,Liam Cooper
446,323,Liam Delap
447,631,Lino Sousa
448,533,Lisandro Martínez
449,73,Lloyd Kelly
450,626,Loris Karius
451,621,Loïc Badé
452,393,Loïc Mbe Soh
453,33,Lucas Digne
454,431,Lucas Rodrigues Moura da Silva
455,603,Lucas Tolentino Coelho de Lima
456,22,Lucas Torreira di Pascua
457,525,Ludwig Augustinsson
458,293,Luis Díaz
459,508,Luis Sinisterra Lucumí
460,455,Lukasz Fabianski
461,158,Luka Milivojevic
462,222,Luke Ayling
463,563,Luke Chambers
464,485,Luke Cundle
465,546,Luke Harris
466,320,Luke Mbete-Tabu
467,496,Luke Plange
468,332,Luke Shaw
469,270,Luke Thomas
470,413,Lyanco Silveira Neves Vojnovic
471,380,Lyle Taylor
472,91,Mads Bech Sørensen
473,99,Mads Bidstrup
474,90,Mads Roerslev Rasmussen
475,143,Malang Sarr
476,173,Malcolm Ebiowei
477,562,Manor Solomon
478,610,Manuel Akanji
479,460,Manuel Lanzini
480,728,Marcel Sabitzer
481,129,Marcos Alonso
482,576,Marcos Senesi
483,635,Marcus Bettinelli
484,97,Marcus Forss
485,27,Marcus Oliveira Alencar
486,335,Marcus Rashford
487,535,Marcus Tavernier
488,251,Marc Albrighton
489,112,Marc Cucurella Saseta
490,167,Marc Guéhi
491,759,Marc Jurado Gomez
492,245,Marc Roca Junqué
493,213,Marek Rodák
494,698,Mario Lemina
495,776,Mark Gillespie
496,72,Mark Travers
497,641,Martial Godo
498,355,Martin Dubravka
499,7,Martin Ødegaard
500,41,Marvelous Nakamba
501,192,Mason Holgate
502,142,Mason Mount
503,615,Matej Kovár
504,659,Mateo Joseph Fernández
505,132,Mateo Kovacic
506,223,Mateusz Klich
507,421,Mateusz Lis
508,715,Mateus Cardoso Lemos Martins
509,589,Matheus Luiz Nunes
510,682,Matheus Santos Carneiro Da Cunha
511,88,Mathias Jensen
512,595,Mathias Jorgensen
513,492,Matija Šarkić
514,633,Matthew Cox
515,764,Matthew Craig
516,763,Matthew Dibley-Dias
517,607,Matthew Smith
518,43,Matty Cash
519,543,Matt Clarke
520,429,Matt Doherty
521,350,Matt Ritchie
522,367,Matt Targett
523,24,Matt Turner
524,718,Matías Viña
525,767,Mauro Bandeira
526,691,Maximilian Wöber
527,575,Maxwel Cornet
528,484,Max Kilman
529,738,Max Kinsey-Wellings
530,696,Michael Dacosta Gonzalez
531,180,Michael Keane
532,752,Michael Olakigbe
533,171,Michael Olise
534,458,Michail Antonio
535,369,Miguel Almirón Rejala
536,580,Mikkel Damsgaard
537,692,Mislav Orsic
538,386,Mohamed Dräger
539,4,Mohamed Elneny
540,406,Mohamed Elyounoussi
541,283,Mohamed Salah
542,420,Mohammed Salisu
543,120,Moisés Caicedo Corozo
544,493,Morgan Gibbs-White
545,36,Morgan Sanson
546,418,Moussa Djenepo
547,507,Moussa Niakhaté
548,699,Mykhailo Mudryk
549,712,Máximo Perrone
550,134,N'Golo Kanté
551,287,Naby Keita
552,252,Nampalys Mendy
553,725,Naouirou Ahamada
554,203,Nathaniel Chalobah
555,157,Nathaniel Clyne
556,501,Nathaniel Phillips
557,308,Nathan Aké
558,656,Nathan Bishop
559,685,Nathan Butler-Oyedeji
560,516,Nathan Collins
561,174,Nathan Ferguson
562,657,Nathan Fraser
563,197,Nathan Patterson
564,403,Nathan Redmond
565,412,Nathan Tella
566,472,Nayef Aguerd
567,110,Neal Maupay
568,295,Neco Williams
569,204,Neeskens Kebano
570,376,Nick Pope
571,9,Nicolas Pépé
572,774,Nico O'Reilly
573,198,Niels Nkounkou
574,466,Nikola Vlasic
575,708,Noni Madueke
576,574,Norberto Murara Neto
577,17,Nuno Varela Tavares
578,482,Nélson Cabral Semedo
579,736,Odeluga Offiah
580,166,Odsonne Edouard
581,313,Oleksandr Zinchenko
582,553,Oliver Hammond
583,441,Oliver Skipp
584,745,Oliwier Zych
585,40,Ollie Watkins
586,653,Omari Hutchinson
587,511,Omar Richards
588,536,Orel Mangala
589,402,Oriol Romeu Vidal
590,598,Owen Bevan
591,644,Owen Goodman
592,469,Pablo Fornals Malla
593,20,Pablo Marí Villar
594,704,Pablo Sarabia
595,450,Pape Matar Sarr
596,104,Pascal Groß
597,235,Pascal Struijk
598,227,Patrick Bamford
599,271,Patson Daka
600,207,Paulo Gazzaniga Farias
601,362,Paul Dummett
602,732,Paul Onuachu
603,486,Pedro Lomba Neto
604,733,Pedro Porro
605,586,Pervis Estupiñán
606,29,Philippe Coutinho Correia
607,70,Philip Billing
608,314,Phil Foden
609,328,Phil Jones
610,617,Pierre-Emerick Aubameyang
611,433,Pierre-Emile Højbjerg
612,78,Pontus Jansson
613,304,Raheem Sterling
614,232,Raphael Dias Belloli
615,329,Raphaël Varane
616,244,Rasmus Kristensen
617,487,Rayan Aït-Nouri
618,476,Raúl Jiménez
619,146,Reece James
620,605,Reece Welch
621,23,Reiss Nelson
622,495,Remi Matthews
623,582,Remo Freuler
624,602,Renan Augusto Lodi dos Santos
625,751,Reuell Walters
626,674,Rhys Bennett
627,498,Rhys Williams
628,256,Ricardo Barbosa Pereira
629,454,Richarlison de Andrade
630,392,Richie Laryea
631,85,Rico Henry
632,573,Rico Lewis
633,303,Riyad Mahrez
634,138,Robert Kenedy Nunes do Nascimento
635,279,Roberto Firmino
636,113,Robert Sánchez
637,230,Robin Koch
638,35,Robin Olsen
639,5,Rob Holding
640,440,Rodrigo Bentancur
641,315,Rodrigo Hernandez
642,225,Rodrigo Moreno
643,218,Rodrigo Muniz Carvalho
644,748,Romaine Mundle
645,417,Romain Perraud
646,321,Roméo Lavia
647,131,Ross Barkley
648,136,Ruben Loftus-Cheek
649,250,Ryan Bertrand
650,69,Ryan Christie
651,648,Ryan Finnigan
652,359,Ryan Fraser
653,59,Ryan Fredericks
654,436,Ryan Sessegnon
655,632,Ryan Trevitt
656,387,Ryan Yates
657,480,Rúben da Silva Neves
658,312,Rúben Gato Alves Dias
659,531,Rúben Nascimento Vinagre
660,177,Salomón Rondón
661,87,Saman Ghoddos
662,639,Sammy Braybrooke
663,778,Samuel Amo-Ameyaw
664,624,Samuel Edozie
665,237,Sam Greenwood
666,175,Sam Johnstone
667,391,Sam Surridge
668,608,Sasa Kalajdzic
669,726,Sasa Lukic
670,464,Saïd Benrahma
671,502,Scott Carson
672,385,Scott McKenna
673,338,Scott McTominay
674,178,Seamus Coleman
675,370,Sean Longstaff
676,768,Sean McAllister
677,754,Sebastian Revan
678,500,Sepp van den Berg
679,628,Serge Aurier
680,587,Sergio Gómez
681,438,Sergio Reguilón
682,82,Sergi Canós Tenés
683,94,Shandon Baptiste
684,105,Shane Duffy
685,773,Shea Charles
686,660,Shola Shoretire
687,744,Sil Swinkels
688,74,Siriki Dembélé
689,107,Solly March
690,663,Sonny Perkins
691,428,Son Heung-min
692,560,Stanley Mills
693,564,Stefan Bajcetic
694,324,Stefan Ortega Moreno
695,636,Stefan Parkes
696,115,Steven Alzate
697,437,Steven Bergwijn
698,379,Steve Cook
699,405,Stuart Armstrong
700,226,Stuart Dallas
701,377,Sven Botman
702,528,Sékou Mara
703,397,Taiwo Awoniyi
704,14,Takehiro Tomiyasu
705,114,Tariq Lamptey
706,121,Taylor Richards
707,766,Tayo Adaramola
708,208,Terence Kongolo
709,591,Terry Ablade
710,400,Theo Walcott
711,277,Thiago Alcántara do Nascimento
712,128,Thiago Emiliano da Silva
713,588,Thilo Kehrer
714,662,Thomas Cannon
715,6,Thomas Partey
716,517,Thomas Strakosha
717,258,Timothy Castagne
718,137,Timo Werner
719,49,Tim Iroegbunam
720,201,Tim Ream
721,419,Tino Livramento
722,468,Tomas Soucek
723,761,Tommi O'Reilly
724,200,Tom Cairney
725,190,Tom Davies
726,348,Tom Heaton
727,756,Tom McGill
728,209,Tosin Adarabioyo
729,489,Toti António Gomes
730,755,Travis Patterson
731,285,Trent Alexander-Arnold
732,141,Trevoh Chalobah
733,646,Tristan Crama
734,453,Troy Parrott
735,506,Tyler Adams
736,229,Tyler Roberts
737,504,Tyrell Malacia
738,521,Tyrese Francois
739,170,Tyrick Mitchell
740,39,Tyrone Mings
741,152,Vicente Guaita
742,709,Victor Kristiansen
743,337,Victor Lindelöf
744,707,Viljami Sinisalo
745,280,Virgil van Dijk
746,194,Vitalii Mykolenko
747,86,Vitaly Janelt
748,463,Vladimir Coufal
749,735,Wanya Marçal-Madivadua
750,518,Wayne Hennessey
751,272,Wesley Fofana
752,720,Weston McKennie
753,265,Wilfred Ndidi
754,619,Wilfried Gnonto
755,160,Wilfried Zaha
756,26,William Saliba
757,614,Willian Borges da Silva
758,474,Willy Boly
759,424,Willy Caballero
760,77,Will Dennis
761,163,Will Hughes
762,415,Will Smallbone
763,612,Wout Faes
764,701,Wout Weghorst
765,390,Xande Nascimento da Costa Silva
766,777,Yago de Santiago Alonso
767,414,Yan Valery
768,719,Yasin Ayari
769,650,Yegor Yarmolyuk
770,188,Yerry Mina
771,494,Yerson Mosquera Valdelamar
772,89,Yoane Wissa
773,259,Youri Tielemans
774,444,Yves Bissouma
775,310,Zack Steffen
776,551,Zidane Iqbal
777,267,Çaglar Söyüncü
