,Understat_ID,Understat_Name
589,12340,Omari Forson
590,10348,Omari Hutchinson
591,11739,Omari Kellyman
592,6088,Orel Mangala
593,842,Oriol Romeu
594,11903,Oscar Bobb
595,10119,Owen Beck
596,11034,Owen Bevan
597,2335,Pablo Fornals
598,2199,Pablo Sarabia
599,9021,Pape Sarr
600,239,Pascal Groß
601,8717,Pascal Struijk
602,822,Patrick Bamford
603,9738,Patson Daka
604,853,Paul Dummett
605,11360,Paul Onuachu
606,6221,Pau Torres
607,6382,Pedro Neto
608,6912,Pedro Porro
609,11716,Pelly Ruddock Mpanzu
610,488,Philippe Coutinho
611,6034,Philip Billing
612,6055,Phil Foden
613,318,Pierre-Emerick Aubameyang
614,343,Pierre-Emile Højbjerg
615,1801,Pontus Jansson
616,9105,Radu Dragusin
617,618,Raheem Sterling
618,2245,Raphael Varane
619,11055,Rasmus Højlund
620,10750,Rasmus Kristensen
621,6674,Rayan Ait Nouri
622,4105,Raúl Jiménez
623,1771,Reece Burke
624,8067,Reece James
625,6492,Reiss Nelson
626,9834,Remi Matthews
627,1488,Remo Freuler
628,7891,Renan Lodi
629,5569,Rhian Brewster
630,12291,Rhys Norrington-Davies
631,3303,Ricardo Pereira
632,6026,Richarlison
633,9679,Rico Henry
634,10847,Rico Lewis
635,750,Riyad Mahrez
636,482,Roberto Firmino
637,9098,Robert Sánchez
638,6273,Robin Koch
639,6962,Robin Olsen
640,1749,Rob Holding
641,2381,Rodrigo
642,6108,Rodrigo Bentancur
643,10717,Rodrigo Muniz
644,12418,Rodrigo Ribeiro
645,2496,Rodri
646,6420,Romain Faivre
647,6500,Romain Perraud
648,10004,Romeo Lavia
649,592,Ross Barkley
650,688,Ruben Loftus-Cheek
651,10744,Ryan Christie
652,1683,Ryan Fraser
653,6891,Ryan Fredericks
654,10697,Ryan Gravenberch
655,7277,Ryan John Giles
656,12158,Ryan Oné
657,6837,Ryan Sessegnon
658,11003,Ryan Yates
659,8961,Rúben Dias
660,6853,Rúben Neves
661,6856,Rúben Vinagre
662,3585,Said Benrahma
663,813,Salomón Rondón
664,7069,Saman Ghoddos
665,11618,Samuel Amo-Ameyaw
666,10072,Samuel Edozie
667,12465,Sam Curtis
668,9493,Sam Greenwood
669,978,Sam Johnstone
670,5602,Sam Surridge
671,8285,Sander Berge
672,7958,Sandro Tonali
673,10945,Santiago Bueno
674,8812,Sasa Kalajdzic
675,1537,Sasa Lukic
676,10757,Scott McKenna
677,5560,Scott McTominay
678,585,Seamus Coleman
679,7078,Sean Longstaff
680,3600,Serge Aurier
681,6656,Sergio Gómez
682,7187,Sergio Reguilón
683,1078,Sergi Canos
684,9914,Shandon Baptiste
685,6047,Shane Duffy
686,11594,Shea Charles
687,11710,Simon Adingra
688,10749,Siriki Dembélé
689,7927,Sofyan Amrabat
690,6049,Solly March
691,453,Son Heung-Min
692,10723,Stefan Bajcetic
693,8786,Stefan Ortega Moreno
694,458,Steve Cook
695,6893,Stuart Armstrong
696,8635,Sven Botman
697,12251,Sydie Peck
698,8970,Sékou Mara
699,7439,Tahith Chong
700,7814,Taiwo Awoniyi
701,7931,Takehiro Tomiyasu
702,8226,Tariq Lamptey
703,12234,Tawanda Chirewa
704,12073,Teden Mengi
705,10536,Tetê
706,503,Theo Walcott
707,229,Thiago Alcántara
708,3288,Thiago Silva
709,2674,Thilo Kehrer
710,11232,Thomas Cannon
711,11712,Thomas Kaminski
712,2328,Thomas Partey
713,1214,Thomas Strakosha
714,6157,Timothy Castagne
715,65,Timo Werner
716,9554,Tim Iroegbunam
717,7184,Tim Ream
718,8288,Tomas Soucek
719,8496,Tommy Doyle
720,6835,Tom Cairney
721,1042,Tom Davies
722,11714,Tom Lockyer
723,5590,Tosin Adarabioyo
724,10293,Toti
725,1791,Trent Alexander-Arnold
726,6615,Trevoh Chalobah
727,7352,Tyler Adams
728,9287,Tyler Onyango
729,10803,Tyrell Malacia
730,9552,Tyrese Francois
731,8214,Tyrick Mitchell
732,1024,Tyrone Mings
733,Arsenal,understat
734,Villa,understat Aston
735,Bournemouth,understat
736,Brentford,understat
737,Brighton,understat
738,Burnley,understat
739,Chelsea,understat
740,Palace,understat Crystal
741,Everton,understat
742,Fulham,understat
743,Leeds,understat
744,Leicester,understat
745,Liverpool,understat
746,Luton,understat
747,City,understat Manchester
748,United,understat Manchester
749,United,understat Newcastle
750,Forest,understat Nottingham
751,player,understat
752,United,understat Sheffield
753,Southampton,understat
754,Tottenham,understat
755,Ham,understat West
756,Wanderers,understat Wolverhampton
757,9512,Valentino Livramento
758,12498,Valentín Barco
759,2190,Vicente Guaita
760,11367,Victor Kristiansen
761,6080,Victor Lindelöf
762,10872,Vinicius Souza
763,833,Virgil van Dijk
764,10291,Vitalii Mykolenko
765,9680,Vitaly Janelt
766,11700,Vitinho
767,8965,Vladimir Coufal
768,8808,Wataru Endo
769,509,Wayne Hennessey
770,7589,Wesley Fofana
771,5360,Weston McKennie
772,8776,Wes Foderingham
773,5545,Wilfred Ndidi
774,11155,Wilfried Gnonto
775,522,Wilfried Zaha
776,9556,William Osula
777,6888,William Saliba
778,700,Willian
779,6850,Willy Boly
780,12275,Willy Kambwala
781,6104,Will Hughes
782,10822,Wilson Odobert
783,8646,Wout Faes
784,7052,Wout Weghorst
785,7280,Yan Valery
786,11385,Yasin Ayari
787,10041,Yasser Larouci
788,11772,Yehor Yarmolyuk
789,6521,Yerry Mina
790,5786,Yoane Wissa
791,5956,Youri Tielemans
792,11984,Youssef Chermiti
793,5609,Yves Bissouma
794,12188,Zack Nelson
795,6030,Zanka
796,11701,Zeki Amdouni
797,4120,Álex Moreno
