assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,5,0,0.8,611,0.0,0.0,0.0,1.29,55,0,0,0.5,4.6,2022-09-03,28,12,0,0,0,0,6,0,2498,0,0,0,0.0,1,1802,2090,288,5.0,True,0,611,0,0,0.0,26,Everton,Liverpool,0,0,18252,2022,546857,0.0,0,0,0,0.0,0.1290650069713592,0.1290650069713592,668,Everton,Idrissa Gueye,Idrissa Gueye,4,2,6,0.7,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7577796467619848,1.0,0.134,0.197,0.669
0,0,16,1,3.3,611,0.01,0.01,0.0,1.04,75,0,0,2.2,18.2,2022-09-18,90,19,0,0,0,0,8,0,5568,1,0,1,0.0,3,490,814,324,5.0,True,0,611,0,0,0.0,90,Everton,West Ham United,1,0,18277,2022,551387,0.0,0,0,0,0.0,0.2362799942493438,0.2362799942493438,668,Everton,Idrissa Gueye,Idrissa Gueye,2,2,8,2.0,MID,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.5,4.6,0.8,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.7,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.17,1.53,0.27,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.1,0.92,0.16,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.14,3070.0,0.4305799648506151,3.0,0.328,0.292,0.38
0,0,15,0,1.3,611,0.02,0.02,0.0,1.75,89,1,0,1.8,16.4,2022-10-01,90,17,0,0,0,0,9,0,6344,1,2,1,0.0,1,559,1353,794,5.0,False,1,611,0,0,0.0,90,Southampton,Everton,1,2,18290,2022,552322,0.0,0,0,0,0.0,0.4043009877204895,0.4043009877204895,668,Everton,Idrissa Gueye,Idrissa Gueye,2,2,9,2.0,MID,1.0,0.01,0.01,0.0,1.04,0.0,0.0,2.2,18.2,3.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,2.0,0.33,0.0,0.0,0.0,0.78,0.0,0.0,0.9,7.6,1.37,0.0,39.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.9,0.2,0.0,0.0,0.0,0.47,0.0,0.0,0.54,4.56,0.82,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.54,776.0,0.2603632976245924,1.0,0.442,0.279,0.279
0,0,6,0,1.3,611,0.01,0.01,0.0,1.45,96,2,0,0.0,0.0,2022-10-09,75,14,0,0,0,0,10,0,6571,1,2,1,0.0,2,-91,1006,1097,5.0,True,0,611,0,0,0.0,78,Everton,Manchester United,1,2,18297,2022,555238,0.0,0,0,0,0.0,0.1102069988846778,0.1102069988846778,668,Everton,Idrissa Gueye,Idrissa Gueye,3,2,10,2.0,MID,0.0,0.02,0.02,0.0,1.75,1.0,0.0,1.8,16.4,1.3,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,0.33,0.01,0.01,0.0,1.36,0.33,0.0,1.5,13.07,1.8,0.0,69.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,0.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,1.57,0.2,0.01,0.01,0.0,0.82,0.2,0.0,0.9,7.84,1.08,0.0,41.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.94,227.0,-0.0432715168806467,2.0,0.264,0.272,0.464
0,0,11,0,0.9,611,0.0,0.0,0.0,2.04,109,1,0,0.5,4.2,2022-10-15,80,18,0,0,0,0,11,0,6691,1,0,2,0.0,1,-179,665,844,5.0,False,1,611,0,0,0.0,83,Tottenham Hotspur,Everton,2,0,18310,2022,556196,0.0,0,0,0,0.0,0.11302500218153,0.11302500218153,668,Everton,Idrissa Gueye,Idrissa Gueye,2,4,11,1.3,MID,0.0,0.01,0.01,0.0,1.45,2.0,0.0,0.0,0.0,1.3,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2.0,0.33,0.01,0.01,0.0,1.41,1.0,0.0,1.33,11.53,1.97,0.0,85.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.0,0.2,0.01,0.01,0.0,1.11,0.6,0.0,0.9,7.84,1.34,0.0,56.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,1.34,120.0,-0.1186216037110669,1.0,0.639,0.213,0.148
0,0,9,0,1.8,611,0.01,0.01,0.0,1.46,120,1,0,1.6,12.6,2022-10-19,90,15,0,0,0,0,12,0,6712,1,0,1,2.0,1,-148,396,544,5.0,False,1,611,0,0,0.0,90,Newcastle United,Everton,1,0,18319,2022,557571,0.0,0,0,0,0.0,0.0,0.0,668,Everton,Idrissa Gueye,Idrissa Gueye,2,4,12,0.0,MID,0.0,0.0,0.0,0.0,2.04,1.0,0.0,0.5,4.2,0.9,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,1.3,0.0,0.01,0.01,0.0,1.75,1.33,0.0,0.77,6.87,1.17,0.0,81.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,1.77,0.2,0.01,0.01,0.0,1.51,0.8,0.0,1.0,8.68,1.52,0.0,72.6,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.8,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.6,21.0,-0.1574468085106383,1.0,0.588,0.248,0.164
0,0,13,1,13.3,611,0.02,0.02,0.0,0.87,123,0,0,2.4,10.4,2022-10-22,85,7,0,0,0,0,13,0,6786,1,0,3,0.0,3,-52,495,547,5.0,True,0,611,0,0,0.0,89,Everton,Crystal Palace,3,0,18324,2022,558268,0.0373443998396396,0,1,0,0.0,0.5517060160636902,0.5517060160636902,668,Everton,Idrissa Gueye,Idrissa Gueye,2,2,13,1.6,MID,0.0,0.01,0.01,0.0,1.46,1.0,0.0,1.6,12.6,1.8,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,1.65,1.33,0.0,0.7,5.6,1.33,0.67,81.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.67,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,1.1,0.2,0.01,0.01,0.0,1.55,1.0,0.0,1.22,10.28,1.72,0.4,85.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.8,1.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,1.46,74.0,-0.0499040307101727,3.0,0.368,0.299,0.333
0,0,13,1,0.9,611,0.01,0.01,0.0,1.48,136,0,0,1.3,12.2,2022-10-29,64,9,0,0,0,0,14,0,6706,1,0,0,0.0,3,-250,475,725,5.0,False,0,611,0,0,0.0,66,Fulham,Everton,0,0,18337,2022,560367,0.0,0,0,0,0.0,0.6024749875068665,0.6024749875068665,668,Everton,Idrissa Gueye,Idrissa Gueye,2,2,14,1.8,MID,1.0,0.02,0.02,0.0,0.87,0.0,0.0,2.4,10.4,13.3,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.55,0.55,1.6,0.33,0.01,0.01,0.0,1.46,0.67,0.0,1.5,9.07,5.33,0.67,85.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,2.0,1.67,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.22,0.22,0.97,0.2,0.01,0.01,0.0,1.51,1.0,0.0,1.26,8.72,3.72,0.4,84.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.8,1.6,1.6,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.24,0.24,1.38,-80.0,-0.2083333333333333,3.0,0.402,0.28,0.318
0,0,9,0,0.8,611,0.0,0.0,0.0,1.22,143,1,0,1.4,12.8,2022-11-05,45,10,0,0,0,0,15,0,6635,1,2,0,0.0,1,-258,381,639,5.0,True,0,611,0,0,0.0,48,Everton,Leicester,0,2,18344,2022,562162,0.0,0,0,0,0.0,0.3797700107097626,0.3797700107097626,668,Everton,Idrissa Gueye,Idrissa Gueye,3,2,15,1.8,MID,1.0,0.01,0.01,0.0,1.48,0.0,0.0,1.3,12.2,0.9,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.8,0.67,0.01,0.01,0.0,1.27,0.33,0.0,1.77,11.73,5.33,0.67,79.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.0,1.33,2.33,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.38,0.38,1.13,0.4,0.01,0.01,0.0,1.46,0.8,0.0,1.16,7.88,3.64,0.4,78.8,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.4,1.4,2.0,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.28,0.28,1.34,-71.0,-0.2529411764705882,1.0,0.396,0.288,0.317
0,0,10,0,13.7,611,0.02,0.02,0.0,2.45,151,3,0,3.3,18.8,2022-11-12,90,3,0,0,0,0,16,0,5941,1,0,3,0.0,2,-727,102,829,4.9,False,0,611,0,0,0.0,90,Bournemouth,Everton,3,0,18352,2022,564586,0.075422503054142,0,1,0,0.0,0.465936005115509,0.3905139863491058,668,Everton,Idrissa Gueye,Idrissa Gueye,2,2,16,2.5,MID,0.0,0.0,0.0,0.0,1.22,1.0,0.0,1.4,12.8,0.8,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,1.8,0.67,0.01,0.01,0.0,1.19,0.33,0.0,1.7,11.8,5.0,0.0,64.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,2.33,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.51,0.51,1.73,0.4,0.01,0.01,0.0,1.41,0.6,0.0,1.44,10.44,3.54,0.4,72.8,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.4,1.2,1.8,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.33,0.33,1.3,-694.0,-0.7808807733619764,2.0,0.34,0.293,0.366
