assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,6,0,13.5,411,0.01,0.13,0.12,1.93,19,2,0,2.2,5.2,2022-08-13,90,11,0,0,0,0,2,0,53680,1,2,2,3.0,2,-13044,2626,15670,6.4,True,0,0,1,0.0117303999140858,90,Southampton,Leeds,2,2,18215,2022,540595,0.0135605996474623,0,1,0,0.0117303999140858,1.0966099500656128,1.0713200569152832,Southampton,2,2,2,1.5,FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.7129427197201574,2.0,0.422,0.271,0.306
0,3,53,0,0.5,411,0.0,0.47,0.47,0.0,26,0,2,10.3,64.0,2022-08-20,31,10,0,0,0,0,3,0,48946,0,2,1,38.0,12,-7810,3102,10912,6.4,False,0,2,3,0.7928990125656128,30,Leicester,Southampton,1,2,18226,2022,542394,0.0,0,0,2,0.7928990125656128,0.7928990125656128,0.0,Southampton,2,3,3,4.7,FWD,0.0,0.01,0.13,0.12,1.93,2.0,0.0,2.2,5.2,13.5,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.01,0.01,0.0,0.0,1.0,0.0,0.01,1.1,1.07,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4734.0,-0.5572998430141287,9.0,0.522,0.239,0.239
0,0,6,0,12.0,411,0.08,0.59,0.51,1.4,39,1,0,7.9,2.6,2022-08-27,90,14,0,0,0,0,4,0,97472,1,1,0,64.0,2,34038,44314,10276,6.4,True,0,0,5,0.3841739892959595,90,Southampton,Manchester United,0,1,18232,2022,544163,0.5104079842567444,0,1,0,0.3841739892959595,0.4030880033969879,0.0912071019411087,Southampton,3,2,4,3.5,FWD,0.0,0.0,0.47,0.47,0.0,0.0,2.0,10.3,64.0,0.5,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,2.0,3.0,0.79,0.0,0.0,0.0,0.0,2.0,0.79,0.79,0.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48526.0,0.6235207913537278,2.0,0.228,0.24,0.532
0,0,6,0,39.2,411,0.18,0.18,0.0,1.1,50,1,0,6.4,12.8,2022-08-30,90,6,0,0,0,0,5,0,100704,1,1,2,12.0,2,-44,20653,20697,6.4,True,0,0,0,0.0,90,Southampton,Chelsea,2,1,18244,2022,545957,0.1954469978809356,0,3,0,0.0,0.1954469978809356,0.0,Southampton,3,2,5,3.1,FWD,0.0,0.08,0.59,0.51,1.4,1.0,0.0,7.9,2.6,12.0,64.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,0.38,0.51,0.0,0.0,1.0,0.0,0.38,0.4,0.09,3.5,0.0,0.03,0.4,0.37,1.11,1.0,0.67,6.8,23.93,8.67,35.0,70.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.0,5.33,0.67,3.0,0.4,0.17,0.0,0.0,0.67,0.67,0.4,0.76,0.39,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232.0,-0.0010640870616686,2.0,0.179,0.235,0.585
0,0,7,0,35.8,411,0.37,0.75,0.38,0.8,60,1,0,5.9,8.6,2022-09-03,90,20,0,0,0,0,6,0,104364,1,0,1,15.0,2,-1672,25091,26763,6.4,False,0,0,1,0.562129020690918,90,Wolverhampton Wanderers,Southampton,1,0,18256,2022,547207,0.279677003622055,0,3,0,0.562129020690918,0.8771259784698486,0.0353204011917114,Southampton,2,2,6,4.0,FWD,0.0,0.18,0.18,0.0,1.1,1.0,0.0,6.4,12.8,39.2,12.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,0.0,0.0,0.2,0.0,3.1,0.0,0.09,0.41,0.33,0.83,0.67,0.67,8.2,26.47,17.23,38.0,70.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,5.33,0.67,2.67,0.39,0.24,0.0,0.0,1.33,0.67,0.39,0.46,0.03,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.0,-0.0322443784471786,2.0,0.43,0.278,0.291
0,0,7,0,1.8,411,0.01,0.04,0.03,0.88,71,1,0,0.8,1.6,2022-09-16,70,2,0,0,0,0,8,0,103707,1,0,1,5.0,2,1772,9930,8158,6.4,False,0,0,1,0.0176731999963521,74,Aston Villa,Southampton,1,0,18272,2022,550358,0.0,0,0,0,0.0176731999963521,0.0176731999963521,0.0,Southampton,2,2,8,2.0,FWD,0.0,0.37,0.75,0.38,0.8,1.0,0.0,5.9,8.6,35.8,15.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.56,0.28,0.0,0.0,3.0,0.0,0.56,0.88,0.04,4.0,0.0,0.21,0.51,0.3,1.1,1.0,0.0,6.73,8.0,29.0,30.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,2.0,0.0,2.0,0.32,0.33,0.0,0.0,2.33,0.0,0.32,0.49,0.04,3.53,0.0,0.13,0.42,0.3,1.05,1.0,0.4,6.54,18.64,20.2,26.4,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,1.2,4.0,0.4,2.0,0.35,0.2,0.0,0.0,1.6,0.4,0.35,0.67,0.24,3.36,-657.0,0.0979655019902698,2.0,0.455,0.273,0.273
1,0,11,0,38.1,411,0.11,0.35,0.24,1.96,89,2,0,10.1,26.2,2022-10-01,90,8,0,0,0,0,9,0,97332,1,2,1,37.0,5,-8206,7183,15389,6.4,True,0,0,3,0.5880460143089294,90,Southampton,Everton,1,2,18290,2022,552310,0.2191829979419708,1,3,0,0.5880460143089294,0.9304969906806946,0.1918379962444305,Southampton,2,2,9,3.5,FWD,0.0,0.01,0.04,0.03,0.88,1.0,0.0,0.8,1.6,1.8,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,2.0,0.0,0.19,0.32,0.14,0.93,1.0,0.0,4.37,7.67,25.6,10.67,83.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.33,2.0,0.0,0.67,0.19,0.16,0.0,0.0,2.0,0.0,0.19,0.36,0.01,3.03,0.0,0.13,0.41,0.28,0.84,0.8,0.4,6.26,17.92,17.86,26.8,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,4.0,0.4,2.0,0.35,0.2,0.0,0.0,1.4,0.4,0.35,0.46,0.03,3.46,-6375.0,-0.3635477582846004,5.0,0.442,0.279,0.279
0,0,6,0,2.4,411,0.01,0.01,0.0,2.47,97,4,0,1.2,5.6,2022-10-08,90,13,0,0,0,0,10,0,96204,1,0,4,4.0,2,-2397,12170,14567,6.4,False,0,0,0,0.0,90,Manchester City,Southampton,4,0,18298,2022,554144,0.0,0,0,0,0.0,0.0,0.0,Southampton,2,5,10,2.0,FWD,0.0,0.11,0.35,0.24,1.96,2.0,0.0,10.1,26.2,38.1,37.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,3.0,0.59,0.22,1.0,1.0,3.0,0.0,0.59,0.93,0.19,3.5,0.0,0.16,0.38,0.22,1.21,1.33,0.0,5.6,12.13,25.23,19.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,3.0,0.0,1.67,0.39,0.17,0.33,0.33,2.0,0.0,0.39,0.61,0.08,3.17,0.0,0.15,0.38,0.23,1.23,1.2,0.0,6.22,10.36,25.38,26.6,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,2.6,0.0,2.0,0.31,0.24,0.2,0.2,2.0,0.0,0.31,0.48,0.06,3.22,-1128.0,-0.0896510453678423,2.0,0.85,0.094,0.056
0,0,6,0,12.1,411,0.01,0.27,0.26,1.21,108,1,0,8.4,20.4,2022-10-16,73,19,0,0,0,0,11,0,97339,1,1,1,51.0,2,-19,8650,8669,6.4,True,0,0,3,0.31454798579216,77,Southampton,West Ham,1,1,18309,2022,556675,0.0217934995889663,0,1,0,0.31454798579216,0.3363420069217682,0.0,Southampton,2,2,11,3.0,FWD,0.0,0.01,0.01,0.0,2.47,4.0,0.0,1.2,5.6,2.4,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.04,0.13,0.09,1.77,2.33,0.0,4.03,11.13,14.1,15.33,83.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,2.0,3.0,0.0,1.33,0.2,0.07,0.33,0.33,1.0,0.0,0.2,0.32,0.06,2.5,0.0,0.14,0.27,0.13,1.44,1.8,0.0,4.88,10.96,23.46,14.6,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.8,2.6,0.0,1.0,0.23,0.14,0.2,0.2,1.8,0.0,0.23,0.4,0.05,2.92,1135.0,-0.0010970610312373,2.0,0.327,0.279,0.395
0,0,28,1,4.8,411,0.02,0.41,0.39,1.04,112,0,1,7.5,35.6,2022-10-19,90,3,0,0,0,0,12,0,107745,1,1,0,35.0,6,4904,11394,6490,6.4,False,0,1,2,0.255048006772995,90,Bournemouth,Southampton,0,1,18313,2022,557514,0.0,0,0,1,0.255048006772995,0.255048006772995,0.0,Southampton,2,2,12,0.0,FWD,0.0,0.01,0.27,0.26,1.21,1.0,0.0,8.4,20.4,12.1,51.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.31,0.02,0.0,0.0,1.0,0.0,0.31,0.34,0.0,3.0,0.0,0.04,0.21,0.17,1.88,2.33,0.0,6.57,17.4,17.53,30.67,84.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.3,0.08,0.33,0.33,1.33,0.0,0.3,0.42,0.06,2.83,0.0,0.1,0.28,0.18,1.46,1.8,0.0,5.28,12.48,18.04,22.4,82.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.6,2.6,0.0,1.6,0.3,0.1,0.2,0.2,1.4,0.0,0.3,0.43,0.05,2.9,10406.0,0.2742115857749944,6.0,0.358,0.284,0.358
