assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,6,0,0.2,691,0.0,0.08,0.08,0.59,191,0,0,1.2,4.8,2023-01-13,24,2,0,0,0,0,20,0,268,0,1,2,7.0,1,236,245,9,4.5,False,0,691,0,1,0.0505315996706485,16,Aston Villa,Leeds United,2,1,18392,2022,568648,0.0,0,0,0,0.0505315996706485,0.4605909883975982,0.4100599884986877,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,2,20,2.0,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9291338582677166,1.0,0.498,0.264,0.238
0,1,24,1,1.3,691,0.01,0.15,0.14,0.29,205,0,0,1.4,9.4,2023-01-22,90,4,0,0,0,0,21,0,633,1,0,0,3.0,7,278,368,90,4.5,True,0,691,0,2,0.1288580000400543,90,Leeds United,Brentford,0,0,18406,2022,570600,0.0,0,0,0,0.1288580000400543,0.0353634990751743,0.018673600628972,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,3,2,21,4.0,DEF,0.0,0.0,0.08,0.08,0.59,0.0,0.0,1.2,4.8,0.2,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.46,0.41,2.0,0.0,0.0,0.03,0.03,0.2,0.0,0.0,0.4,1.6,0.07,2.33,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.14,0.67,0.0,0.0,0.02,0.02,0.12,0.0,0.0,0.24,0.96,0.04,1.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.4,365.0,0.6069868995633187,6.0,0.402,0.266,0.332
0,0,13,0,2.2,691,0.02,0.02,0.0,0.27,218,1,0,2.0,16.2,2023-02-05,90,16,0,0,0,0,22,0,10719,1,0,1,2.0,1,9082,10041,959,4.5,False,1,691,0,0,0.0,90,Nottingham Forest,Leeds United,1,0,18419,2022,573844,0.0,0,0,0,0.0,0.0257303994148969,0.0257303994148969,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,2,22,5.5,DEF,1.0,0.01,0.15,0.14,0.29,0.0,0.0,1.4,9.4,1.3,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.02,4.0,0.33,0.0,0.08,0.07,0.29,0.0,0.0,0.87,4.73,0.5,3.33,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,2.67,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.14,2.0,0.2,0.0,0.05,0.04,0.18,0.0,0.0,0.52,2.84,0.3,2.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.6,0.0,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.09,1.2,10086.0,0.8256363636363636,1.0,0.361,0.288,0.352
0,0,17,0,10.3,691,0.01,0.15,0.14,2.19,76,2,0,4.9,32.2,2023-02-08,90,14,0,0,0,0,22,0,10719,1,2,2,6.0,1,9082,10041,959,4.5,False,0,691,0,1,0.0639699026942253,90,Manchester United,Leeds United,2,2,18279,2022,574402,0.2142080068588256,0,1,0,0.0639699026942253,0.0,0.0,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,4,22,5.5,DEF,0.0,0.02,0.02,0.0,0.27,1.0,0.0,2.0,16.2,2.2,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,5.5,0.33,0.01,0.08,0.07,0.38,0.33,0.0,1.53,10.13,1.23,4.0,68.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.33,1.0,3.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.15,3.83,0.2,0.01,0.05,0.04,0.23,0.2,0.0,0.92,6.08,0.74,2.4,40.8,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.6,1.8,0.0,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.09,2.3,0.0,0.8256363636363636,1.0,0.653,0.189,0.158
0,0,13,0,14.6,691,0.06,0.25,0.19,1.12,225,2,0,3.2,8.6,2023-02-12,90,14,0,0,0,0,23,0,9106,1,2,0,9.0,1,-999,490,1489,4.5,True,0,691,0,2,0.1040949970483779,90,Leeds United,Manchester United,0,2,18426,2022,575397,0.3163059949874878,0,1,0,0.1040949970483779,0.345346987247467,0.0290409997105598,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,3,2,23,2.5,DEF,0.0,0.01,0.15,0.14,2.19,2.0,0.0,4.9,32.2,10.3,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.06,0.21,0.0,0.0,1.0,0.0,0.06,0.0,0.0,5.5,0.33,0.01,0.11,0.09,0.92,1.0,0.0,2.77,19.27,4.6,3.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.0,3.0,0.0,1.0,0.06,0.07,0.0,0.0,0.33,0.0,0.06,0.02,0.01,5.0,0.2,0.01,0.08,0.07,0.67,0.6,0.0,1.9,12.52,2.8,3.6,58.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.6,1.0,2.0,0.0,0.8,0.05,0.04,0.0,0.0,0.2,0.0,0.05,0.1,0.09,3.4,-1613.0,-0.504800404244568,1.0,0.253,0.25,0.497
0,0,7,0,10.3,691,0.01,0.01,0.0,1.0,235,0,0,2.5,14.6,2023-02-18,45,8,0,0,0,0,24,0,8862,1,0,1,0.0,1,-417,446,863,4.5,False,0,691,0,0,0.0,48,Everton,Leeds United,1,0,18436,2022,576431,0.0508841015398502,0,1,0,0.0,0.0508841015398502,0.0,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,2,24,1.0,DEF,0.0,0.06,0.25,0.19,1.12,2.0,0.0,3.2,8.6,14.6,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.1,0.32,0.0,0.0,1.0,0.0,0.1,0.35,0.03,2.5,0.0,0.03,0.14,0.11,1.19,1.67,0.0,3.37,19.0,9.03,5.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.0,1.0,0.0,1.0,0.06,0.18,0.0,0.0,0.67,0.0,0.06,0.12,0.02,4.5,0.2,0.02,0.13,0.11,0.89,1.0,0.0,2.54,14.24,5.72,5.4,76.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.0,1.0,2.2,0.0,1.2,0.07,0.11,0.0,0.0,0.4,0.0,0.07,0.17,0.1,3.9,-244.0,-0.3185637891520244,1.0,0.396,0.288,0.317
0,1,28,1,10.7,691,0.01,0.04,0.03,0.37,245,0,0,6.1,31.0,2023-02-25,90,17,0,0,0,0,25,0,5741,1,0,1,19.0,7,-2416,133,2549,4.5,True,0,691,0,1,0.01211419980973,90,Leeds United,Southampton,1,0,18446,2022,577828,0.0493998005986213,0,1,0,0.01211419980973,0.2042720019817352,0.1548720002174377,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,2,25,1.4,DEF,0.0,0.01,0.01,0.0,1.0,0.0,0.0,2.5,14.6,10.3,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.05,0.0,1.0,0.0,0.03,0.14,0.11,1.44,1.33,0.0,3.53,18.47,11.73,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,1.0,0.0,1.0,0.06,0.19,0.0,0.0,1.0,0.0,0.06,0.13,0.01,3.0,0.2,0.02,0.12,0.09,0.97,1.0,0.0,2.8,16.2,7.74,4.0,81.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,0.8,2.2,0.0,1.0,0.06,0.12,0.0,0.0,0.6,0.0,0.06,0.09,0.01,3.7,-3121.0,-0.9008202833706188,6.0,0.489,0.272,0.238
0,0,19,0,10.8,691,0.12,0.12,0.0,1.52,255,1,0,3.2,19.2,2023-03-04,90,6,0,0,0,0,26,0,6205,1,0,1,2.0,2,-400,252,652,4.5,False,0,691,0,0,0.0,90,Chelsea,Leeds United,1,0,18456,2022,579559,0.0571881011128425,0,1,0,0.0,0.0744370967149734,0.0744370967149734,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,4,26,2.2,DEF,1.0,0.01,0.04,0.03,0.37,0.0,0.0,6.1,31.0,10.7,19.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,0.01,0.05,0.0,0.0,1.0,0.0,0.01,0.2,0.15,1.4,0.33,0.03,0.1,0.07,0.83,0.67,0.0,3.93,18.07,11.87,9.33,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.67,3.0,0.0,1.0,0.04,0.14,0.0,0.0,1.0,0.0,0.04,0.2,0.06,1.63,0.2,0.02,0.09,0.07,0.99,1.0,0.0,3.74,20.52,9.62,7.2,81.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,1.0,2.2,0.0,0.8,0.04,0.13,0.0,0.0,0.8,0.0,0.04,0.13,0.04,3.18,464.0,-0.4424778761061947,2.0,0.588,0.238,0.173
0,0,15,0,0.3,691,0.01,0.01,0.0,1.63,265,2,0,3.2,29.6,2023-03-11,90,5,0,0,0,0,27,0,6073,1,2,2,2.0,1,-196,395,591,4.5,True,0,691,0,0,0.0,90,Leeds United,Brighton and Hove Albion,2,2,18466,2022,581259,0.0,0,0,0,0.0,0.2458620071411132,0.2458620071411132,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,3,2,27,2.8,DEF,0.0,0.12,0.12,0.0,1.52,1.0,0.0,3.2,19.2,10.8,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.07,0.07,2.2,0.33,0.05,0.06,0.01,0.96,0.33,0.0,3.93,21.6,10.6,7.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.33,0.0,0.33,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.11,0.08,1.53,0.2,0.04,0.11,0.07,1.24,1.0,0.0,3.98,21.12,11.34,7.2,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,2.4,0.0,0.8,0.04,0.14,0.0,0.0,1.0,0.0,0.04,0.13,0.05,2.52,-132.0,-0.1987829614604462,1.0,0.252,0.263,0.485
0,0,15,0,0.5,691,0.0,0.0,0.0,2.86,280,2,0,2.6,25.2,2023-03-18,90,20,0,0,0,0,28,0,6017,1,4,2,0.0,1,-89,376,465,4.5,False,0,691,0,0,0.0,90,Wolverhampton Wanderers,Leeds United,2,4,18481,2022,583122,0.0,0,0,0,0.0,0.0838358029723167,0.0838358029723167,7366,Leeds United,Maximilian Wöber,Maximilian Wöber,2,2,28,2.8,DEF,0.0,0.01,0.01,0.0,1.63,2.0,0.0,3.2,29.6,0.3,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.8,0.33,0.05,0.06,0.01,1.17,1.0,0.0,4.17,26.6,7.27,7.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.33,3.33,0.0,0.33,0.0,0.04,0.0,0.0,0.67,0.0,0.0,0.17,0.16,2.13,0.2,0.04,0.09,0.04,1.13,1.0,0.0,3.64,20.6,9.34,6.4,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,2.4,0.0,0.6,0.02,0.09,0.0,0.0,0.8,0.0,0.02,0.18,0.1,1.98,-56.0,-0.1058263971462544,1.0,0.419,0.295,0.286
