assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.8,372,0.0,0.0,0.0,0.47,84,1,0,0.6,1.0,2022-10-01,7,9,0,0,0,0,9,0,3195,0,4,1,4.0,1,-35,149,184,44,False,0,372,,,0,0,0.0,3,Sub,Fulham,Newcastle United,1,4,18285,2022,552390,0.0,0,0,0,0.0,0.0,0.0,7691,Newcastle United,Jamal Lewis,Jamal Lewis,DEF,3,2,9
0,0,3,0,0.0,372,0.0,0.0,0.0,0.58,374,0,0,0.0,0.0,2023-05-28,2,6,0,0,0,0,38,0,5857,0,1,1,0.0,1,52,104,52,44,False,0,372,,,0,0,0.0,1,Sub,Chelsea,Newcastle United,1,1,18575,2022,600938,0.0,0,0,0,0.0,0.0,0.0,7691,Newcastle United,Jamal Lewis,Jamal Lewis,DEF,3,4,38
