assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.3,575,0.0,0.0,0.0,0.0,18,0,0,0.2,2.0,2022-08-14,5,16,0,0,0,0,2,0,4719,0,0,1,0.0,1,3130,3968,838,60,False,0,575,0,0,0.0,2,MID,Nottingham Forest,West Ham,1,0,18219,2022,541280,0.0,0,0,0,0.0,0.0,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,2,2
0,0,1,0,2.5,575,0.0,0.0,0.0,0.14,30,0,0,0.2,0.0,2022-08-21,15,5,0,0,0,0,3,0,9056,0,2,0,0.0,1,2938,5225,2287,60,True,0,575,0,0,0.0,13,MID,West Ham,Brighton,0,2,18229,2022,542930,0.0,0,0,0,0.0,0.0258616991341114,0.0258616991341114,3278,West Ham,Maxwel Cornet,Maxwel Cornet,3,3,3
0,0,-1,0,0.3,575,0.0,0.17,0.17,0.15,54,1,0,0.3,0.0,2022-09-03,4,6,0,0,0,0,6,0,6743,0,1,2,4.0,1,-1166,695,1861,59,False,0,575,0,1,0.3308790028095245,2,MID,Chelsea,West Ham,2,1,18260,2022,547274,0.0,0,0,0,0.3308790028095245,0.3308790028095245,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,4,6
0,0,2,0,1.5,575,0.01,0.34,0.33,0.05,75,0,0,3.1,5.4,2022-09-18,28,8,0,0,0,0,8,0,14263,0,0,1,24.0,1,3077,4140,1063,59,False,0,575,0,2,0.1308320015668869,27,MID,Everton,West Ham,1,0,18277,2022,551408,0.0,0,0,0,0.1308320015668869,0.1308320015668869,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,2,8
0,0,2,0,0.6,575,0.0,0.03,0.03,0.16,90,0,0,0.3,0.0,2022-10-01,33,20,0,0,0,0,9,0,12722,1,0,2,4.0,1,93,2087,1994,59,True,0,575,0,1,0.0267606992274522,33,MID,West Ham,Wolverhampton Wanderers,2,0,18291,2022,552617,0.0,0,0,0,0.0267606992274522,0.0267606992274522,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,3,9
0,0,-1,0,0.0,575,0.0,0.0,0.0,0.55,270,0,0,0.0,0.2,2023-03-12,4,2,0,0,0,0,27,0,5350,0,1,1,0.0,1,12,62,50,59,True,0,575,0,0,0.0,2,MID,West Ham,Aston Villa,1,1,18471,2022,581942,0.0,0,0,0,0.0,0.0,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,3,27
0,0,5,0,4.9,575,0.01,0.01,0.0,0.65,70,2,0,0.8,3.4,2023-04-05,27,15,0,0,0,0,29,0,5773,0,5,1,0.0,1,135,205,70,59,True,0,575,0,0,0.0,24,MID,West Ham,Newcastle United,1,5,18268,2022,586106,0.0,0,0,0,0.0,0.0,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,3,3,29
0,0,3,0,10.3,575,0.06,0.54,0.48,0.0,293,0,0,3.6,7.0,2023-04-08,1,9,0,0,0,0,30,0,5877,0,1,0,19.0,1,61,149,88,59,False,0,575,0,1,0.3604080080986023,1,MID,Fulham,West Ham,0,1,18494,2022,586804,0.0942045971751213,0,1,0,0.3604080080986023,0.4546130001544952,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,2,30
0,0,2,0,0.3,575,0.0,0.0,0.0,0.06,309,0,0,0.0,0.0,2023-04-16,3,1,0,0,0,0,31,0,5979,0,2,2,0.0,1,4,134,130,59,True,0,575,0,0,0.0,1,MID,West Ham,Arsenal,2,2,18510,2022,589144,0.0,0,0,0,0.0,0.0,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,4,3,31
0,0,2,0,0.8,575,0.01,0.05,0.04,0.35,312,0,0,0.9,1.0,2023-04-23,14,3,0,0,0,0,32,0,6357,0,4,0,7.0,1,246,357,111,59,False,0,575,0,1,0.0420724935829639,11,MID,Bournemouth,West Ham,0,4,18513,2022,590820,0.0,0,0,0,0.0420724935829639,0.1215813159942627,0.079508826136589,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,2,32
0,0,2,0,0.6,575,0.0,0.08,0.08,0.02,326,0,0,0.4,0.0,2023-04-26,20,12,0,0,0,0,33,0,6284,0,2,1,4.0,1,-45,109,154,59,True,0,575,0,1,0.1378524303436279,18,MID,West Ham,Liverpool,1,2,18526,2022,591630,0.0,0,0,0,0.1378524303436279,0.1378524303436279,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,4,3,33
0,0,2,0,0.8,575,0.01,0.01,0.0,0.0,335,0,0,0.1,0.0,2023-04-29,1,7,0,0,0,0,34,0,6431,0,3,4,0.0,1,67,236,169,59,False,0,575,0,0,0.0,1,MID,Crystal Palace,West Ham,4,3,18536,2022,592171,0.0,0,0,0,0.0,0.0,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,2,34
0,0,1,0,5.8,575,0.01,0.01,0.0,2.58,353,2,0,1.4,8.2,2023-05-14,58,4,0,0,0,0,36,0,6435,1,0,2,0.0,1,-44,78,122,59,False,0,575,0,0,0.0,63,MID,Brentford,West Ham,2,0,18554,2022,596917,0.0,0,0,0,0.0,0.0,0.0,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,3,36
0,0,-1,0,0.0,575,0.01,0.14,0.13,0.06,378,0,0,0.0,0.0,2023-05-28,19,10,0,0,0,0,38,0,6778,0,1,2,0.0,1,106,233,127,59,False,0,575,0,2,0.0636748224496841,18,MID,Leicester,West Ham,2,1,18579,2022,601210,0.0,0,0,0,0.0636748224496841,0.2490397989749908,0.1853649765253067,3278,West Ham,Maxwel Cornet,Maxwel Cornet,2,3,38
