assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
0,0,2,0,0.7,725,0.0,0.03,0.03,0.0,216,0,0,0.5,0.0,2023-02-04,8,14,0,0,0,0,22,0,52,0,1,2,6.0,1,40,41,1,45,False,0,725,0,1,0.030528699979186,6,MID,Manchester United,Crystal Palace,2,1,18417,2022,573305,0.0523087009787559,0,1,0,0.030528699979186,0.0,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,2,4,22
0,0,3,0,0.1,725,0.0,0.0,0.0,0.21,223,0,0,0.2,1.4,2023-02-11,6,5,0,0,0,0,23,0,148,0,1,1,0.0,1,58,73,15,45,True,0,725,0,0,0.0,4,MID,Crystal Palace,Brighton,1,1,18424,2022,574855,0.0,0,0,0,0.0,0.0,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,3,2,23
0,0,1,0,0.4,725,0.0,0.07,0.07,0.38,232,1,0,0.3,0.0,2023-02-18,10,4,0,0,0,0,24,0,219,0,1,1,4.0,1,53,76,23,45,False,0,725,0,1,0.0830632969737052,8,MID,Brentford,Crystal Palace,1,1,18433,2022,576472,0.0,0,0,0,0.0830632969737052,0.0830632969737052,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,2,3,24
0,0,1,0,0.2,725,0.0,0.0,0.0,0.11,252,0,0,0.0,0.2,2023-03-04,15,2,0,0,0,0,26,0,352,0,0,1,0.0,0,13,66,53,45,False,1,725,0,0,0.0,12,MID,Aston Villa,Crystal Palace,1,0,18453,2022,579507,0.0,0,0,0,0.0,0.0,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,2,2,26
0,0,6,0,10.3,725,0.01,0.01,0.0,0.98,262,1,0,1.6,5.8,2023-03-11,29,13,0,0,0,0,27,0,411,0,1,0,0.0,1,20,80,60,45,True,0,725,0,0,0.0,28,MID,Crystal Palace,Manchester City,0,1,18463,2022,581452,0.0393777005374431,0,1,0,0.0,0.0644135028123855,0.0250358004122972,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,5,2,27
0,0,2,0,1.5,725,0.01,0.06,0.05,0.1,73,0,0,0.4,0.0,2023-03-15,10,5,0,0,0,0,27,0,411,0,0,1,4.0,1,20,80,60,45,False,0,725,0,1,0.0684584006667137,9,MID,Brighton,Crystal Palace,1,0,18276,2022,582541,0.0,0,0,0,0.0684584006667137,0.0684584006667137,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,2,3,27
0,0,3,0,0.0,725,0.0,0.0,0.0,0.05,271,0,0,0.0,0.0,2023-03-19,8,1,0,0,0,0,28,0,556,0,1,4,0.0,1,42,80,38,45,False,0,725,0,0,0.0,5,MID,Arsenal,Crystal Palace,4,1,18472,2022,583843,0.0,0,0,0,0.0,0.0,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,2,4,28
0,0,2,0,0.0,725,0.0,0.0,0.0,0.0,375,0,0,0.0,0.0,2023-05-28,1,16,0,0,0,0,38,0,609,0,1,1,0.0,1,9,35,26,45,True,0,725,0,0,0.0,1,MID,Crystal Palace,Nottingham Forest,1,1,18576,2022,600950,0.0,0,0,0,0.0,0.0,0.0,9274,Crystal Palace,Naouirou Ahamada,Naouirou Ahamada,2,2,38
