assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0.0,0.0,0.0,0.0,0.1,600.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2024-08-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,1.0,0.0,754.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,False,0.0,600.0,0.0,0.0,0.0,1.0,Everton,Brighton,0.0,3.0,26605.0,2024.0,666351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11385.0,Brighton,3.0,3.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,0.3,600.0,0.03,0.05,0.02,0.1,13.0,0.0,0.0,1.1,5.4,2024-08-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,2.0,0.0,1513.0,0.0,1.0,2.0,5.0,1.0,112.0,282.0,170.0,5.0,True,0.0,600.0,0.0,1.0,0.0492120124399662,1.0,Brighton,Manchester United,2.0,1.0,26612.0,2024.0,667706.0,0.0,0.0,0.0,0.0,0.0492120124399662,0.0512770973145961,0.0512770973145961,11385.0,Brighton,3.0,3.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,754.0
0.0,0.0,8.0,0.0,15.9,600.0,0.06,0.48,0.42,1.87,21.0,1.0,0.0,5.5,14.8,2024-08-31,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1776.0,0.0,1.0,1.0,24.0,2.0,-19.0,270.0,289.0,5.0,False,0.0,600.0,0.0,2.0,0.3777203261852264,74.0,Arsenal,Brighton,1.0,1.0,26622.0,2024.0,671536.0,0.038342211395502,0.0,1.0,0.0,0.3777203261852264,0.7983208894729614,0.3822583556175232,11385.0,Brighton,3.0,4.0,3.0,,,0.0,0.03,0.05,0.02,0.1,0.0,0.0,1.1,5.4,0.4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.05,,2267.0,0.0,0.03,0.05,0.02,0.1,0.0,0.0,1.1,5.4,0.4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.05,,2267.0
0.0,0.0,12.0,1.0,24.8,600.0,0.3,0.38,0.08,0.35,33.0,0.0,0.0,5.9,13.4,2024-09-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,4.0,0.0,2545.0,1.0,0.0,0.0,21.0,3.0,399.0,748.0,349.0,5.0,True,0.0,600.0,0.0,2.0,0.0527373105287551,90.0,Brighton,Ipswich,0.0,0.0,26633.0,2024.0,673648.0,0.0626212507486343,0.0,1.0,0.0,0.0527373105287551,0.1537038385868072,0.1537038385868072,11385.0,Brighton,2.0,3.0,4.0,,,0.0,0.09,0.53,0.44,1.97,1.0,0.0,6.6,20.2,16.3,29.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,3.0,0.43,0.04,0.0,1.0,0.0,0.43,0.85,0.43,,4043.0,0.0,0.09,0.53,0.44,1.97,1.0,0.0,6.6,20.2,16.3,29.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,3.0,0.43,0.04,0.0,1.0,0.0,0.43,0.85,0.43,,4043.0
0.0,0.0,6.0,0.0,1.8,600.0,0.01,0.03,0.02,0.31,54.0,0.0,0.0,1.3,4.8,2024-09-28,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2823.0,0.0,2.0,4.0,6.0,1.0,-218.0,181.0,399.0,5.0,False,0.0,600.0,0.0,1.0,0.0465205796062946,25.0,Chelsea,Brighton,4.0,2.0,26657.0,2024.0,677922.0,0.0,0.0,0.0,0.0,0.0465205796062946,0.133209154009819,0.133209154009819,11385.0,Brighton,3.0,4.0,6.0,-0.5,MID,1.0,0.36,0.86,0.5,2.22,1.0,0.0,11.4,28.2,40.7,45.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,4.0,0.43,0.1,0.0,2.0,0.0,0.43,0.95,0.54,,4321.0,1.0,0.39,0.91,0.52,2.32,1.0,0.0,12.5,33.6,41.1,50.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,7.0,0.0,5.0,0.48,0.1,0.0,2.0,0.0,0.48,1.0,0.59,,6588.0
0.0,0.0,9.0,1.0,33.8,600.0,0.05,0.05,0.0,1.94,76.0,0.0,0.0,4.6,12.0,2024-10-19,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,8.0,0.0,2798.0,1.0,1.0,0.0,0.0,2.0,-87.0,128.0,215.0,5.0,False,1.0,600.0,0.0,0.0,0.0,83.0,Newcastle United,Brighton,0.0,1.0,26676.0,2024.0,681373.0,0.1751626133918762,0.0,2.0,0.0,0.0,0.0,0.0,11385.0,Brighton,3.0,4.0,8.0,,,0.0,0.01,0.03,0.02,0.31,0.0,0.0,1.3,4.8,1.8,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.13,0.13,-0.5,2823.0,1.0,0.37,0.89,0.52,2.53,1.0,0.0,12.7,33.0,42.5,51.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,0.0,5.0,0.48,0.1,0.0,2.0,0.0,0.48,1.09,0.67,,7144.0
0.0,0.0,11.0,0.0,42.5,600.0,0.13,0.18,0.05,1.36,84.0,2.0,0.0,6.5,16.0,2024-10-26,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,9.0,0.0,2939.0,1.0,2.0,2.0,6.0,2.0,70.0,178.0,108.0,5.0,True,0.0,600.0,0.0,1.0,0.0827455148100853,90.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683028.0,0.1448184102773666,0.0,3.0,0.0,0.0827455148100853,0.1492899805307388,0.0368786342442035,11385.0,Brighton,2.0,3.0,9.0,,,1.0,0.06,0.08,0.02,2.25,0.0,0.0,5.9,16.8,35.6,6.0,114.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.05,0.18,0.0,2.0,0.0,0.05,0.13,0.13,,5621.0,2.0,0.36,0.46,0.1,2.6,0.0,0.0,11.8,30.2,60.4,27.0,204.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,6.0,0.0,3.0,0.1,0.24,0.0,3.0,0.0,0.1,0.29,0.29,,8166.0
0.0,0.0,23.0,0.0,25.3,600.0,0.21,0.23,0.02,1.33,94.0,2.0,0.0,6.4,23.4,2024-11-02,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,10.0,0.0,3027.0,1.0,1.0,2.0,15.0,2.0,6.0,194.0,188.0,5.0,False,0.0,600.0,0.0,1.0,0.0090741589665412,78.0,Liverpool,Brighton,2.0,1.0,26696.0,2024.0,685043.0,0.3588289320468902,0.0,2.0,0.0,0.0090741589665412,0.5107154846191406,0.5016413331031799,11385.0,Brighton,3.0,5.0,10.0,,,1.0,0.18,0.23,0.05,3.3,2.0,0.0,11.1,28.0,76.3,6.0,171.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,0.0,1.0,0.08,0.32,0.0,5.0,0.0,0.08,0.15,0.04,,5737.0,1.0,0.19,0.26,0.07,3.61,2.0,0.0,12.4,32.8,78.1,12.0,204.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0,5.0,0.0,2.0,0.13,0.32,0.0,5.0,0.0,0.13,0.28,0.17,,8560.0
0.0,0.0,0.0,0.0,1.7,600.0,0.01,0.01,0.0,1.94,102.0,1.0,0.0,0.2,0.2,2024-11-09,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,11.0,0.0,2971.0,1.0,1.0,2.0,0.0,0.0,-72.0,241.0,313.0,5.0,True,1.0,600.0,0.0,0.0,0.0,48.0,Brighton,Manchester City,2.0,1.0,26703.0,2024.0,686854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11385.0,Brighton,4.0,3.0,11.0,0.5,MID,1.0,0.39,0.46,0.07,4.63,4.0,0.0,17.5,51.4,101.6,21.0,246.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,6.0,0.0,2.0,0.09,0.68,0.0,7.0,0.0,0.09,0.66,0.54,,8764.0,1.0,0.4,0.49,0.09,4.94,4.0,0.0,18.8,56.2,103.4,27.0,279.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,8.0,7.0,0.0,3.0,0.14,0.68,0.0,7.0,0.0,0.14,0.79,0.67,,11587.0
0.0,0.0,15.0,1.0,17.5,600.0,0.03,0.03,0.0,0.73,113.0,0.0,0.0,3.1,13.2,2024-11-23,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,12.0,0.0,3158.0,1.0,2.0,1.0,0.0,3.0,76.0,315.0,239.0,5.0,False,0.0,600.0,0.0,0.0,0.0,81.0,Bournemouth,Brighton,1.0,2.0,26712.0,2024.0,688381.0,0.0166489016264677,0.0,1.0,0.0,0.0,0.5374211668968201,0.5374211668968201,11385.0,Brighton,3.0,3.0,12.0,,,0.0,0.35,0.42,0.07,4.63,5.0,0.0,13.1,39.6,69.5,21.0,210.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,4.0,0.0,2.0,0.09,0.5,0.0,5.0,0.0,0.09,0.66,0.54,,8937.0,1.0,0.4,0.47,0.07,6.57,5.0,0.0,17.7,51.6,103.3,21.0,291.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,6.0,6.0,0.0,2.0,0.09,0.68,0.0,7.0,0.0,0.09,0.66,0.54,,11735.0
