assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,0,0,5,19.8,7,638,0.14,0.14,0.0,2.22,7,3,0,3.7,17.6,2025-08-16,72,False,13,0,0,0,2,0,1,0,225356,1,2,4,0,0.0,1,0,0,0,4.0,True,0,638,,,Ki-Jana Hoever,0,0,0.0,78,DMR,Wolverhampton Wanderers,Manchester City,0,4,28783,2025,732738,0.0795453637838363,0,1,0,0.0,0.0795453637838363,0.0,28783,Wolverhampton Wanderers,Ki-Jana Hoever,Ki-Jana Hoever,4,3,1,0.5,DEF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,1,0,1,14.4,1,638,0.1,0.1,0.0,0.63,12,1,0,2.2,5.2,2025-08-23,34,False,4,0,0,0,0,0,2,0,250342,1,0,0,1,2.0,1,1048,17209,16161,4.0,False,0,638,,,Ki-Jana Hoever,0,0,0.0,34,DMR,Bournemouth,Wolverhampton Wanderers,1,0,28792,2025,733215,0.0587666518986225,0,1,0,0.0,0.0587666518986225,0.0,28792,Wolverhampton Wanderers,Ki-Jana Hoever,Ki-Jana Hoever,2,3,2,1.0,DEF,1,0.0,0.14,0.14,0.0,2.22,3.0,0.0,3.7,17.6,19.8,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.08,0.0,0.5,0.0,0.05,0.05,0.0,0.74,1.0,0.0,1.23,5.87,6.6,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,0.0,0.33,0.0,0.0,0.0,0.03,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.17,0.0,0.03,0.03,0.0,0.44,0.6,0.0,0.74,3.52,3.96,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.1,24986.0,0.03140545400059934
