assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0.0,0.0,1.0,0.0,0.0,43.4,0.0,246.0,0.0,0.31,0.31,0.05,8.0,0.0,0.0,9.8,21.8,2025-08-17,11.0,False,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28493.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,4.5,True,0.0,246.0,,,Andrey Nascimento dos Santos,0.0,2.0,0.4256936907768249,8.0,Sub,Chelsea,Crystal Palace,0.0,0.0,28784.0,2025.0,732231.0,0.0,0.0,0.0,0.0,0.4256936907768249,0.4699513614177704,0.0442576743662357,11808.0,Chelsea,Andrey Nascimento dos Santos,Andrey Santos,3.0,4.0,1.0,1.5,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0.0,0.0,4.0,0.0,1.0,43.4,3.0,246.0,0.01,0.01,0.0,0.55,20.0,0.0,0.0,9.8,21.8,2025-08-22,28.0,False,19.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,37961.0,0.0,0.0,5.0,1.0,32.0,1.0,1371.0,7026.0,5655.0,4.5,False,0.0,246.0,,,Andrey Nascimento dos Santos,0.0,0.0,0.0,22.0,Sub,West Ham,Chelsea,1.0,5.0,28788.0,2025.0,732913.0,0.0529290921986103,0.0,1.0,0.0,0.0,0.0529290921986103,0.0,11808.0,Chelsea,Andrey Nascimento dos Santos,Andrey Santos,3.0,2.0,2.0,1.5,MID,0.0,0.0,0.31,0.31,0.05,0.0,0.0,2.2,0.4,0.3,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.47,0.04,1.5,0.0,0.0,0.1,0.1,0.02,0.0,0.0,0.73,0.13,0.1,7.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.01,0.5,0.0,0.0,0.06,0.06,0.01,0.0,0.0,0.44,0.08,0.06,4.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.01,0.3,9468.0,0.10811450201088242
0.0,0.0,2.0,0.0,0.0,43.4,2.0,246.0,0.01,0.01,0.0,0.68,23.0,0.0,0.0,9.8,21.8,2025-08-30,9.0,False,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,38295.0,0.0,1.0,0.0,2.0,32.0,0.0,-1765.0,5647.0,7412.0,4.5,True,1.0,246.0,,,Andrey Nascimento dos Santos,0.0,0.0,0.0,1.0,Sub,Chelsea,Fulham,2.0,0.0,28798.0,2025.0,734828.0,0.0332765914499759,0.0,1.0,0.0,0.0,0.0332765914499759,0.0,11808.0,Chelsea,Andrey Nascimento dos Santos,Andrey Santos,3.0,4.0,3.0,1.2,MID,0.0,0.01,0.01,0.0,0.55,0.0,0.0,1.8,3.8,11.9,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.05,0.0,1.5,0.0,0.0,0.11,0.1,0.2,0.0,0.0,1.33,1.4,4.07,7.67,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.33,0.67,0.0,0.67,0.14,0.02,0.0,0.0,0.33,0.0,0.14,0.17,0.01,1.0,0.0,0.0,0.06,0.06,0.12,0.0,0.0,0.8,0.84,2.44,4.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4,0.0,0.4,0.09,0.01,0.0,0.0,0.2,0.0,0.09,0.1,0.01,0.6,334.0,-0.13515583122750593
0.0,0.0,17.0,0.0,1.0,43.4,9.0,246.0,0.02,0.12,0.1,0.82,47.0,1.0,0.0,9.8,21.8,2025-09-20,69.0,False,14.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,36390.0,0.0,1.0,1.0,2.0,32.0,2.0,-1475.0,2869.0,4344.0,4.5,False,0.0,246.0,,,Andrey Nascimento dos Santos,0.0,1.0,0.0838379636406898,70.0,Sub,Manchester United,Chelsea,2.0,1.0,28824.0,2025.0,738860.0,0.0,0.0,0.0,0.0,0.0838379636406898,0.0838379636406898,0.0,11808.0,Chelsea,Andrey Nascimento dos Santos,Andrey Santos,3.0,3.0,5.0,1.2,MID,0.0,0.01,0.01,0.0,0.68,0.0,0.0,1.5,2.6,10.6,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.03,0.0,1.2,0.0,0.01,0.11,0.1,0.43,0.0,0.0,1.83,2.27,7.6,8.33,16.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.67,1.0,0.67,0.0,0.67,0.14,0.03,0.0,0.0,0.67,0.0,0.14,0.19,0.01,1.4,0.0,0.0,0.07,0.06,0.26,0.0,0.0,1.1,1.36,4.56,5.0,9.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6,0.4,0.0,0.4,0.09,0.02,0.0,0.0,0.4,0.0,0.09,0.11,0.01,0.84,-1905.0,-0.20449188964369888
,,,,,43.4,,,,,,,,,,9.8,21.8,,,,,,,,,,,,,,,,,32.0,,,,,0.45,,,246.0,,,Andrey Nascimento dos Santos,,,,,,,,,,,,,,,,,,,,11808.0,7,,,,,6.0,,3,0.0,0.02,0.12,0.1,0.82,1.0,0.0,2.5,8.4,9.6,7.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,1.2,0.0,0.01,0.05,0.03,0.68,0.33,0.0,1.93,4.93,10.7,3.67,35.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,2.0,1.67,1.0,0.0,0.33,0.03,0.03,0.0,0.0,0.67,0.0,0.03,0.06,0.0,1.3,0.0,0.01,0.09,0.08,0.42,0.2,0.0,1.6,3.04,6.48,6.4,23.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,1.0,0.8,0.0,0.6,0.1,0.02,0.0,0.0,0.4,0.0,0.1,0.13,0.01,1.08,0.0,0.2740740740740741
