card_names,card_odds,contest
Arthur Masuaku CM,13 - 17,Sunderland v Bournemouth
Daniel Ballard CM,13 - 17,Sunderland v Bournemouth
Wilson Isidor CM,13 - 17,Sunderland v Bournemouth
Trai Hume CM,12 - 16,Sunderland v Bournemouth
Noah Sadiki CM,11 - 15,Sunderland v Bournemouth
Nordi Mukiele CM,11 - 15,Sunderland v Bournemouth
Luke O'Nien CM,10 - 14,Sunderland v Bournemouth
Omar Alderete CM,10 - 14,Sunderland v Bournemouth
Enzo Le Fee CM,8 - 12,Sunderland v Bournemouth
Brian Brobbey CM,8 - 12,Sunderland v Bournemouth
Bertrand Traore CM,7 - 10,Sunderland v Bournemouth
Lutsharel Geertruida CM,7 - 10,Sunderland v Bournemouth
Chris Rigg CM,7 - 10,Sunderland v Bournemouth
Dan Neil CM,5 - 8,Sunderland v Bournemouth
Simon Adingra CM,3 - 6,Sunderland v Bournemouth
Robin Roefs CM,3 - 6,Sunderland v Bournemouth
Anthony Patterson CM,3 - 6,Sunderland v Bournemouth
Chemsdine Talbi CM,2 - 4,Sunderland v Bournemouth
Eliezer Mayenda CM,1 - 3,Sunderland v Bournemouth
Marcos Senesi CM,25 - 29,Sunderland v Bournemouth
Julian Araujo CM,25 - 29,Sunderland v Bournemouth
Tyler Adams CM,17 - 21,Sunderland v Bournemouth
Lewis Cook CM,16 - 20,Sunderland v Bournemouth
Adam Smith CM,15 - 19,Sunderland v Bournemouth
Alejandro Jimenez CM,15 - 19,Sunderland v Bournemouth
Amine Adli CM,13 - 17,Sunderland v Bournemouth
Ryan Christie CM,12 - 16,Sunderland v Bournemouth
Bafode Diakite CM,12 - 16,Sunderland v Bournemouth
David Brooks CM,12 - 16,Sunderland v Bournemouth
Antoine Semenyo CM,11 - 15,Sunderland v Bournemouth
Alex Scott CM,11 - 15,Sunderland v Bournemouth
James Hill CM,10 - 14,Sunderland v Bournemouth
Julio Soler CM,9 - 13,Sunderland v Bournemouth
Adrien Truffert CM,9 - 13,Sunderland v Bournemouth
Veljko Milosavljevic CM,8 - 12,Sunderland v Bournemouth
Enes Unal CM,7 - 11,Sunderland v Bournemouth
Evanilson CM,7 - 10,Sunderland v Bournemouth
Marcus Tavernier CM,7 - 10,Sunderland v Bournemouth
Eli Junior Kroupi CM,5 - 8,Sunderland v Bournemouth
Djordje Petrovic CM,5 - 8,Sunderland v Bournemouth
Will Dennis CM,3 - 6,Sunderland v Bournemouth
Justin Kluivert CM,12 - 16,Sunderland v Bournemouth
Tim Iroegbunam CM,17 - 21,Everton v Newcastle
James Garner CM,15 - 19,Everton v Newcastle
Jack Grealish CM,14 - 18,Everton v Newcastle
Kiernan Dewsbury-Hall CM,12 - 16,Everton v Newcastle
James Tarkowski CM,11 - 15,Everton v Newcastle
Jake O'Brien CM,10 - 14,Everton v Newcastle
Michael Keane CM,9 - 13,Everton v Newcastle
Thierno Barry CM,8 - 12,Everton v Newcastle
Carlos Alcaraz CM,8 - 12,Everton v Newcastle
Vitaliy Mykolenko CM,8 - 12,Everton v Newcastle
Tyler Dibling CM,7 - 10,Everton v Newcastle
Jordan Pickford CM,8 - 12,Everton v Newcastle
Iliman Ndiaye CM,6 - 9,Everton v Newcastle
Seamus Coleman CM,5 - 8,Everton v Newcastle
Adam Aznou CM,3 - 6,Everton v Newcastle
Dwight McNeil CM,3 - 6,Everton v Newcastle
Beto CM,3 - 6,Everton v Newcastle
Joelinton CM,15 - 19,Everton v Newcastle
Anthony Gordon CM,14 - 18,Everton v Newcastle
Dan Burn CM,14 - 18,Everton v Newcastle
Bruno Guimaraes CM,13 - 17,Everton v Newcastle
Kieran Trippier CM,11 - 15,Everton v Newcastle
Fabian Schar CM,11 - 15,Everton v Newcastle
Tino Livramento CM,11 - 15,Everton v Newcastle
Malick Thiaw CM,7 - 10,Everton v Newcastle
Jacob Ramsey CM,7 - 10,Everton v Newcastle
Sandro Tonali CM,7 - 10,Everton v Newcastle
Lewis Miley CM,7 - 10,Everton v Newcastle
Lewis Hall CM,6 - 9,Everton v Newcastle
Nick Woltemade CM,6 - 9,Everton v Newcastle
Jacob Murphy CM,5 - 8,Everton v Newcastle
Sven Botman CM,5 - 8,Everton v Newcastle
Joe Willock CM,5 - 8,Everton v Newcastle
Nick Pope CM,7 - 10,Everton v Newcastle
Harvey Barnes CM,3 - 6,Everton v Newcastle
William Osula CM,3 - 6,Everton v Newcastle
Anthony Elanga CM,2.5 - 5,Everton v Newcastle
Rodrigo Bentancur CM,19 - 23,Tottenham v Fulham
Cristian Romero CM,15 - 19,Tottenham v Fulham
Joao Palhinha CM,14 - 18,Tottenham v Fulham
Destiny Udogie CM,11 - 15,Tottenham v Fulham
Richarlison CM,10 - 14,Tottenham v Fulham
Xavi Simons CM,10 - 14,Tottenham v Fulham
Lucas Bergvall CM,10 - 14,Tottenham v Fulham
Kevin Danso CM,9 - 13,Tottenham v Fulham
Micky van de Ven CM,8 - 12,Tottenham v Fulham
Pape Sarr CM,8 - 12,Tottenham v Fulham
Pedro Porro CM,7 - 11,Tottenham v Fulham
Mohammed Kudus CM,7 - 10,Tottenham v Fulham
Brennan Johnson CM,6 - 9,Tottenham v Fulham
Djed Spence CM,6 - 9,Tottenham v Fulham
Mathys Tel CM,6 - 9,Tottenham v Fulham
Randal Kolo Muani CM,4 - 7,Tottenham v Fulham
Wilson Odobert CM,4 - 7,Tottenham v Fulham
Guglielmo Vicario CM,4 - 7,Tottenham v Fulham
Sasa Lukic CM,23 - 27,Tottenham v Fulham
Joachim Andersen CM,19 - 23,Tottenham v Fulham
Kenny Tete CM,15 - 19,Tottenham v Fulham
Sander Berge CM,13 - 17,Tottenham v Fulham
Jorge Cuenca CM,13 - 17,Tottenham v Fulham
Calvin Bassey CM,12 - 16,Tottenham v Fulham
Harry Wilson CM,11 - 15,Tottenham v Fulham
Kevin CM,11 - 15,Tottenham v Fulham
Ryan Sessegnon CM,9 - 13,Tottenham v Fulham
Raul Jimenez CM,8 - 12,Tottenham v Fulham
Josh King CM,7 - 10,Tottenham v Fulham
Bernd Leno CM,9 - 13,Tottenham v Fulham
Emile Smith Rowe CM,6 - 9,Tottenham v Fulham
Alex Iwobi CM,5 - 8,Tottenham v Fulham
Samuel Chukwueze CM,Suspended,Tottenham v Fulham
Yeremy Pino CM,17 - 21,Crystal Palace v Man Utd
Will Hughes CM,17 - 21,Crystal Palace v Man Utd
Daniel Munoz CM,13 - 17,Crystal Palace v Man Utd
Jefferson Lerma CM,13 - 17,Crystal Palace v Man Utd
Marc Guehi CM,12 - 16,Crystal Palace v Man Utd
Eddie Nketiah CM,11 - 15,Crystal Palace v Man Utd
Christantus Uche CM,11 - 15,Crystal Palace v Man Utd
Chris Richards CM,11 - 15,Crystal Palace v Man Utd
Daichi Kamada CM,9 - 13,Crystal Palace v Man Utd
Maxence Lacroix CM,8 - 12,Crystal Palace v Man Utd
Adam Wharton CM,8 - 12,Crystal Palace v Man Utd
Ismaila Sarr CM,7 - 10,Crystal Palace v Man Utd
Nathaniel Clyne CM,7 - 10,Crystal Palace v Man Utd
Tyrick Mitchell CM,7 - 10,Crystal Palace v Man Utd
Jean-Philippe Mateta CM,6 - 9,Crystal Palace v Man Utd
Jaydee Canvot CM,5 - 8,Crystal Palace v Man Utd
Justin Devenny CM,5 - 8,Crystal Palace v Man Utd
Dean Henderson CM,7 - 10,Crystal Palace v Man Utd
Casemiro CM,22 - 26,Crystal Palace v Man Utd
Manuel Ugarte CM,21 - 25,Crystal Palace v Man Utd
Lisandro Martinez CM,18 - 22,Crystal Palace v Man Utd
Amad Diallo CM,14 - 18,Crystal Palace v Man Utd
Luke Shaw CM,14 - 18,Crystal Palace v Man Utd
Patrick Dorgu CM,14 - 18,Crystal Palace v Man Utd
Bruno Fernandes CM,12 - 16,Crystal Palace v Man Utd
Leny Yoro CM,12 - 16,Crystal Palace v Man Utd
Noussair Mazraoui CM,12 - 16,Crystal Palace v Man Utd
Ayden Heaven CM,10 - 14,Crystal Palace v Man Utd
Matthijs de Ligt CM,8 - 12,Crystal Palace v Man Utd
Kobbie Mainoo CM,8 - 12,Crystal Palace v Man Utd
Diogo Dalot CM,8 - 12,Crystal Palace v Man Utd
Joshua Zirkzee CM,7 - 10,Crystal Palace v Man Utd
Mason Mount CM,7 - 10,Crystal Palace v Man Utd
Bryan Mbeumo CM,5 - 8,Crystal Palace v Man Utd
Senne Lammens CM,3 - 6,Crystal Palace v Man Utd
Morgan Rogers CM,17 - 21,Aston Villa v Wolves
Boubacar Kamara CM,16 - 20,Aston Villa v Wolves
John McGinn CM,14 - 18,Aston Villa v Wolves
Amadou Onana CM,14 - 18,Aston Villa v Wolves
Ross Barkley CM,12 - 16,Aston Villa v Wolves
Youri Tielemans CM,12 - 16,Aston Villa v Wolves
Ian Maatsen CM,12 - 16,Aston Villa v Wolves
Lamare Bogarde CM,11 - 15,Aston Villa v Wolves
Matty Cash CM,11 - 15,Aston Villa v Wolves
Harvey Elliott CM,10 - 14,Aston Villa v Wolves
Ezri Konsa CM,10 - 14,Aston Villa v Wolves
Victor Lindelof CM,8 - 12,Aston Villa v Wolves
Lucas Digne CM,8 - 12,Aston Villa v Wolves
Donyell Malen CM,8 - 12,Aston Villa v Wolves
Emiliano Buendia CM,8 - 12,Aston Villa v Wolves
Evann Guessand CM,7 - 10,Aston Villa v Wolves
Pau Torres CM,7 - 10,Aston Villa v Wolves
Emiliano Martinez CM,10 - 14,Aston Villa v Wolves
Ollie Watkins CM,6 - 9,Aston Villa v Wolves
Jadon Sancho CM,5 - 8,Aston Villa v Wolves
Joao Gomes CM,27 - 31,Aston Villa v Wolves
Andre CM,27 - 31,Aston Villa v Wolves
Toti Gomes CM,21 - 25,Aston Villa v Wolves
Emmanuel Agbadou CM,21 - 25,Aston Villa v Wolves
Ladislav Krejci CM,21 - 25,Aston Villa v Wolves
Ki-Jana Hoever CM,16 - 20,Aston Villa v Wolves
Santiago Bueno CM,13 - 17,Aston Villa v Wolves
David Moller Wolfe CM,11 - 15,Aston Villa v Wolves
Jackson Tchatchoua CM,11 - 15,Aston Villa v Wolves
Jorgen Strand Larsen CM,11 - 15,Aston Villa v Wolves
Marshall Munetsi CM,11 - 15,Aston Villa v Wolves
Fernando Lopez CM,8 - 12,Aston Villa v Wolves
Jhon Arias CM,8 - 12,Aston Villa v Wolves
Jean-Ricner Bellegarde CM,8 - 12,Aston Villa v Wolves
Hwang Hee-chan CM,6 - 9,Aston Villa v Wolves
Sam Johnstone CM,8 - 12,Aston Villa v Wolves
Tolu Arokodare CM,5 - 8,Aston Villa v Wolves
Hugo Bueno CM,5 - 8,Aston Villa v Wolves
Nicolas Dominguez CM,14 - 18,Nottingham Forest v Brighton
Morgan Gibbs-White CM,14 - 18,Nottingham Forest v Brighton
Ryan Yates CM,14 - 18,Nottingham Forest v Brighton
Elliot Anderson CM,14 - 18,Nottingham Forest v Brighton
Ibrahim Sangare CM,14 - 18,Nottingham Forest v Brighton
Morato CM,11 - 15,Nottingham Forest v Brighton
Jair Cunha CM,11 - 15,Nottingham Forest v Brighton
Murillo CM,11 - 15,Nottingham Forest v Brighton
Neco Williams CM,11 - 15,Nottingham Forest v Brighton
Nikola Milenkovic CM,11 - 15,Nottingham Forest v Brighton
Igor Jesus CM,11 - 15,Nottingham Forest v Brighton
Zach Abbott CM,11 - 15,Nottingham Forest v Brighton
Nicolo Savona CM,9 - 13,Nottingham Forest v Brighton
Omari Hutchinson CM,7 - 10,Nottingham Forest v Brighton
James McAtee CM,7 - 10,Nottingham Forest v Brighton
Dan Ndoye CM,7 - 10,Nottingham Forest v Brighton
Arnaud Kalimuendo CM,7 - 10,Nottingham Forest v Brighton
Callum Hudson-Odoi CM,4 - 7,Nottingham Forest v Brighton
Matz Sels CM,6 - 9,Nottingham Forest v Brighton
Carlos Baleba CM,20 - 24,Nottingham Forest v Brighton
Stefanos Tzimas CM,15 - 19,Nottingham Forest v Brighton
Joel Veltman CM,15 - 19,Nottingham Forest v Brighton
Mats Wieffer CM,15 - 19,Nottingham Forest v Brighton
Jan Paul van Hecke CM,15 - 19,Nottingham Forest v Brighton
Diego Coppola CM,12 - 16,Nottingham Forest v Brighton
Yankuba Minteh CM,12 - 16,Nottingham Forest v Brighton
Lewis Dunk CM,12 - 16,Nottingham Forest v Brighton
Georginio Rutter CM,9 - 13,Nottingham Forest v Brighton
Diego Gomez CM,9 - 13,Nottingham Forest v Brighton
Olivier Boscagli CM,9 - 13,Nottingham Forest v Brighton
Jack Hinshelwood CM,9 - 13,Nottingham Forest v Brighton
Yasin Ayari CM,9 - 13,Nottingham Forest v Brighton
Maxime De Cuyper CM,9 - 13,Nottingham Forest v Brighton
Danny Welbeck CM,7 - 10,Nottingham Forest v Brighton
Ferdi Kadioglu CM,7 - 10,Nottingham Forest v Brighton
Charalampos Kostoulas CM,7 - 10,Nottingham Forest v Brighton
Brajan Gruda CM,7 - 10,Nottingham Forest v Brighton
Bart Verbruggen CM,6 - 9,Nottingham Forest v Brighton
Moises Caicedo CM,19 - 23,Chelsea v Arsenal
Andrey Santos CM,16 - 20,Chelsea v Arsenal
Liam Delap CM,16 - 20,Chelsea v Arsenal
Wesley Fofana CM,16 - 20,Chelsea v Arsenal
Tosin Adarabioyo CM,13 - 17,Chelsea v Arsenal
Marc Cucurella CM,13 - 17,Chelsea v Arsenal
Malo Gusto CM,13 - 17,Chelsea v Arsenal
Enzo Fernandez CM,13 - 17,Chelsea v Arsenal
Cole Palmer CM,10 - 14,Chelsea v Arsenal
Pedro Neto CM,10 - 14,Chelsea v Arsenal
Joao Pedro CM,10 - 14,Chelsea v Arsenal
Reece James CM,9 - 13,Chelsea v Arsenal
Trevoh Chalobah CM,9 - 13,Chelsea v Arsenal
Estevao CM,9 - 13,Chelsea v Arsenal
Alejandro Garnacho CM,7 - 11,Chelsea v Arsenal
Jamie Gittens CM,7 - 11,Chelsea v Arsenal
Robert Sanchez CM,8 - 12,Chelsea v Arsenal
Myles Lewis-Skelly CM,20 - 24,Chelsea v Arsenal
Riccardo Calafiori CM,20 - 24,Chelsea v Arsenal
Martin Zubimendi CM,18 - 22,Chelsea v Arsenal
Piero Hincapie CM,18 - 22,Chelsea v Arsenal
Declan Rice CM,12 - 16,Chelsea v Arsenal
Jurrien Timber CM,12 - 16,Chelsea v Arsenal
Cristhian Mosquera CM,10 - 14,Chelsea v Arsenal
Mikel Merino CM,10 - 14,Chelsea v Arsenal
Bukayo Saka CM,7 - 10,Chelsea v Arsenal
William Saliba CM,7 - 10,Chelsea v Arsenal
Viktor Gyokeres CM,6 - 9,Chelsea v Arsenal
Noni Madueke CM,6 - 9,Chelsea v Arsenal
Martin Odegaard CM,6 - 9,Chelsea v Arsenal
Eberechi Eze CM,4 - 7,Chelsea v Arsenal
Leandro Trossard CM,4 - 7,Chelsea v Arsenal
Gabriel Martinelli CM,4 - 7,Chelsea v Arsenal
David Raya CM,6 - 9,Chelsea v Arsenal
