card_names,card_odds,contest
Joshua Zirkzee CM,5 - 8,Man Utd v Everton
Bryan Mbeumo CM,3 - 6,Man Utd v Everton
Senne Lammens CM,3 - 6,Man Utd v Everton
Jack Grealish CM,17 - 21,Man Utd v Everton
Tim Iroegbunam CM,17 - 21,Man Utd v Everton
Idrissa Gueye CM,17 - 21,Man Utd v Everton
James Garner CM,17 - 21,Man Utd v Everton
Carlos Alcaraz CM,16 - 20,Man Utd v Everton
Kiernan Dewsbury-Hall CM,14 - 18,Man Utd v Everton
James Tarkowski CM,14 - 18,Man Utd v Everton
Jake O'Brien CM,14 - 18,Man Utd v Everton
Michael Keane CM,12 - 16,Man Utd v Everton
Adam Aznou CM,12 - 16,Man Utd v Everton
Vitaliy Mykolenko CM,11 - 15,Man Utd v Everton
Tyler Dibling CM,11 - 15,Man Utd v Everton
Jordan Pickford CM,11 - 15,Man Utd v Everton
Thierno Barry CM,9 - 13,Man Utd v Everton
Seamus Coleman CM,9 - 13,Man Utd v Everton
Iliman Ndiaye CM,8 - 12,Man Utd v Everton
Dwight McNeil CM,8 - 12,Man Utd v Everton
Beto CM,7 - 10,Man Utd v Everton
