card_names,card_odds,contest
Malo Gusto CM,Suspended,Nottingham Forest v Chelsea
Josh Acheampong CM,Suspended,Nottingham Forest v Chelsea
Alejandro Garnacho CM,Suspended,Nottingham Forest v Chelsea
Tyrique George CM,Suspended,Nottingham Forest v Chelsea
Jamie Gittens CM,Suspended,Nottingham Forest v Chelsea
Robert Sanchez CM,Suspended,Nottingham Forest v Chelsea
Carlos Baleba CM,17 - 21,Brighton v Newcastle
Jan Paul van Hecke CM,15 - 19,Brighton v Newcastle
Mats Wieffer CM,15 - 19,Brighton v Newcastle
James Milner CM,12 - 16,Brighton v Newcastle
Diego Coppola CM,12 - 16,Brighton v Newcastle
Yasin Ayari CM,9 - 13,Brighton v Newcastle
Lewis Dunk CM,9 - 13,Brighton v Newcastle
Georginio Rutter CM,9 - 13,Brighton v Newcastle
Yankuba Minteh CM,9 - 13,Brighton v Newcastle
Diego Gomez CM,9 - 13,Brighton v Newcastle
Maxime De Cuyper CM,9 - 13,Brighton v Newcastle
Danny Welbeck CM,7 - 10,Brighton v Newcastle
Stefanos Tzimas CM,7 - 10,Brighton v Newcastle
Ferdi Kadioglu CM,7 - 10,Brighton v Newcastle
Brajan Gruda CM,4 - 7,Brighton v Newcastle
Kaoru Mitoma CM,4 - 7,Brighton v Newcastle
Bart Verbruggen CM,6 - 9,Brighton v Newcastle
Joelinton CM,20 - 24,Brighton v Newcastle
Bruno Guimaraes CM,17 - 21,Brighton v Newcastle
Fabian Schar CM,17 - 21,Brighton v Newcastle
Anthony Gordon CM,15 - 19,Brighton v Newcastle
Dan Burn CM,15 - 19,Brighton v Newcastle
Sandro Tonali CM,12 - 16,Brighton v Newcastle
Malick Thiaw CM,9 - 13,Brighton v Newcastle
Nick Woltemade CM,9 - 13,Brighton v Newcastle
Joe Willock CM,9 - 13,Brighton v Newcastle
Kieran Trippier CM,8 - 12,Brighton v Newcastle
Sven Botman CM,8 - 12,Brighton v Newcastle
Lewis Miley CM,7 - 10,Brighton v Newcastle
William Osula CM,7 - 10,Brighton v Newcastle
Nick Pope CM,9 - 13,Brighton v Newcastle
Jacob Murphy CM,4 - 7,Brighton v Newcastle
Anthony Elanga CM,4 - 7,Brighton v Newcastle
Harvey Barnes CM,4 - 7,Brighton v Newcastle
Hannibal Mejbri CM,18 - 22,Burnley v Leeds
Lesley Ugochukwu CM,19 - 23,Burnley v Leeds
Florentino Luis CM,17 - 21,Burnley v Leeds
Josh Cullen CM,16 - 20,Burnley v Leeds
Josh Laurent CM,11 - 15,Burnley v Leeds
Kyle Walker CM,12 - 16,Burnley v Leeds
Joe Worrall CM,12 - 16,Burnley v Leeds
Axel Tuanzebe CM,12 - 16,Burnley v Leeds
Quilindschy Hartman CM,9 - 13,Burnley v Leeds
Loum Tchaouna CM,8 - 12,Burnley v Leeds
Hjalmar Ekdal CM,9 - 13,Burnley v Leeds
Bashir Humphreys CM,9 - 13,Burnley v Leeds
Lyle Foster CM,7 - 10,Burnley v Leeds
Zian Flemming CM,6 - 9,Burnley v Leeds
Maxime Esteve CM,7 - 10,Burnley v Leeds
Marcus Edwards CM,6 - 9,Burnley v Leeds
Jaidon Anthony CM,6 - 9,Burnley v Leeds
Armando Broja CM,5 - 8,Burnley v Leeds
Jacob Bruun Larsen CM,2 - 4,Burnley v Leeds
Martin Dubravka CM,3 - 6,Burnley v Leeds
Ethan Ampadu CM,17 - 21,Burnley v Leeds
Jayden Bogle CM,17 - 21,Burnley v Leeds
Jaka Bijol CM,17 - 21,Burnley v Leeds
Sebastiaan Bornauw CM,16 - 20,Burnley v Leeds
Anton Stach CM,13 - 17,Burnley v Leeds
Ilia Gruev CM,12 - 16,Burnley v Leeds
Ao Tanaka CM,11 - 15,Burnley v Leeds
Gabriel Gudmundsson CM,9 - 13,Burnley v Leeds
Sean Longstaff CM,9 - 13,Burnley v Leeds
Joe Rodon CM,8 - 12,Burnley v Leeds
Pascal Struijk CM,8 - 12,Burnley v Leeds
James Justin CM,8 - 12,Burnley v Leeds
Lukas Nmecha CM,6 - 9,Burnley v Leeds
Noah Okafor CM,6 - 9,Burnley v Leeds
Daniel James CM,6 - 9,Burnley v Leeds
Dominic Calvert-Lewin CM,5 - 8,Burnley v Leeds
Karl Darlow CM,7 - 11,Burnley v Leeds
Brenden Aaronson CM,3 - 6,Burnley v Leeds
Joel Piroe CM,3 - 6,Burnley v Leeds
Jack Harrison CM,3 - 6,Burnley v Leeds
Will Hughes CM,19 - 23,Crystal Palace v Bournemouth
Daniel Munoz CM,18 - 22,Crystal Palace v Bournemouth
Yeremy Pino CM,16 - 20,Crystal Palace v Bournemouth
Jefferson Lerma CM,16 - 20,Crystal Palace v Bournemouth
Chris Richards CM,11 - 15,Crystal Palace v Bournemouth
Maxence Lacroix CM,11 - 15,Crystal Palace v Bournemouth
Eddie Nketiah CM,11 - 15,Crystal Palace v Bournemouth
Daichi Kamada CM,11 - 15,Crystal Palace v Bournemouth
Marc Guehi CM,11 - 15,Crystal Palace v Bournemouth
Christantus Uche CM,9 - 13,Crystal Palace v Bournemouth
Nathaniel Clyne CM,9 - 13,Crystal Palace v Bournemouth
Jaydee Canvot CM,9 - 13,Crystal Palace v Bournemouth
Adam Wharton CM,9 - 13,Crystal Palace v Bournemouth
Borna Sosa CM,8 - 12,Crystal Palace v Bournemouth
Tyrick Mitchell CM,7 - 10,Crystal Palace v Bournemouth
Jean-Philippe Mateta CM,7 - 10,Crystal Palace v Bournemouth
Ismaila Sarr CM,6 - 9,Crystal Palace v Bournemouth
Justin Devenny CM,6 - 9,Crystal Palace v Bournemouth
Dean Henderson CM,6 - 9,Crystal Palace v Bournemouth
Alejandro Jimenez CM,20 - 24,Crystal Palace v Bournemouth
Marcos Senesi CM,20 - 24,Crystal Palace v Bournemouth
Tyler Adams CM,19 - 23,Crystal Palace v Bournemouth
Adam Smith CM,18 - 22,Crystal Palace v Bournemouth
Alex Scott CM,18 - 22,Crystal Palace v Bournemouth
Veljko Milosavljevic CM,16 - 20,Crystal Palace v Bournemouth
Julian Araujo CM,16 - 20,Crystal Palace v Bournemouth
Ryan Christie CM,16 - 20,Crystal Palace v Bournemouth
Ben Doak CM,13 - 17,Crystal Palace v Bournemouth
Lewis Cook CM,13 - 17,Crystal Palace v Bournemouth
Bafode Diakite CM,12 - 16,Crystal Palace v Bournemouth
Amine Adli CM,11 - 15,Crystal Palace v Bournemouth
James Hill CM,11 - 15,Crystal Palace v Bournemouth
Justin Kluivert CM,11 - 15,Crystal Palace v Bournemouth
Antoine Semenyo CM,11 - 15,Crystal Palace v Bournemouth
Julio Soler CM,10 - 14,Crystal Palace v Bournemouth
Marcus Tavernier CM,9 - 13,Crystal Palace v Bournemouth
Adrien Truffert CM,9 - 13,Crystal Palace v Bournemouth
Evanilson CM,9 - 13,Crystal Palace v Bournemouth
Eli Junior Kroupi CM,7 - 11,Crystal Palace v Bournemouth
David Brooks CM,7 - 11,Crystal Palace v Bournemouth
Djordje Petrovic CM,7 - 10,Crystal Palace v Bournemouth
Mateo Kovacic CM,11 - 15,Man City v Everton
Nicolas Gonzalez CM,10 - 14,Man City v Everton
Bernardo Silva CM,8 - 12,Man City v Everton
Matheus Nunes CM,7 - 10,Man City v Everton
Ruben Dias CM,6 - 9,Man City v Everton
John Stones CM,5 - 8,Man City v Everton
Tijani Reijnders CM,5 - 8,Man City v Everton
Nico O'Reilly CM,5 - 8,Man City v Everton
Rico Lewis CM,5 - 8,Man City v Everton
Savinho CM,5 - 8,Man City v Everton
Nathan Ake CM,5 - 8,Man City v Everton
Josko Gvardiol CM,5 - 8,Man City v Everton
Gianluigi Donnarumma CM,4 - 7,Man City v Everton
Rayan Cherki CM,3 - 6,Man City v Everton
Phil Foden CM,3 - 6,Man City v Everton
Jeremy Doku CM,2 - 4,Man City v Everton
Erling Haaland CM,2 - 4,Man City v Everton
Oscar Bobb CM,1 - 3,Man City v Everton
Tim Iroegbunam CM,19 - 23,Man City v Everton
Idrissa Gueye CM,15 - 19,Man City v Everton
James Garner CM,13 - 17,Man City v Everton
Carlos Alcaraz CM,12 - 16,Man City v Everton
Nathan Patterson CM,11 - 15,Man City v Everton
Tyler Dibling CM,11 - 15,Man City v Everton
James Tarkowski CM,11 - 15,Man City v Everton
Vitaliy Mykolenko CM,9 - 13,Man City v Everton
Jake O'Brien CM,9 - 13,Man City v Everton
Michael Keane CM,9 - 13,Man City v Everton
Iliman Ndiaye CM,8 - 12,Man City v Everton
Kiernan Dewsbury-Hall CM,8 - 12,Man City v Everton
Thierno Barry CM,7 - 10,Man City v Everton
Jordan Pickford CM,9 - 13,Man City v Everton
Dwight McNeil CM,6 - 9,Man City v Everton
Seamus Coleman CM,6 - 9,Man City v Everton
Beto CM,4 - 7,Man City v Everton
Granit Xhaka CM,17 - 21,Sunderland v Wolves
Reinildo Mandava CM,15 - 19,Sunderland v Wolves
Dan Ballard CM,13 - 17,Sunderland v Wolves
Nordi Mukiele CM,13 - 17,Sunderland v Wolves
Omar Alderete CM,13 - 17,Sunderland v Wolves
Wilson Isidor CM,12 - 16,Sunderland v Wolves
Brian Brobbey CM,12 - 16,Sunderland v Wolves
Trai Hume CM,12 - 16,Sunderland v Wolves
Noah Sadiki CM,12 - 16,Sunderland v Wolves
Arthur Masuaku CM,12 - 16,Sunderland v Wolves
Enzo Le Fee CM,8 - 12,Sunderland v Wolves
Eliezer Mayenda CM,6 - 9,Sunderland v Wolves
Bertrand Traore CM,6 - 9,Sunderland v Wolves
Simon Adingra CM,4 - 7,Sunderland v Wolves
Chemsdine Talbi CM,4 - 7,Sunderland v Wolves
Joao Gomes CM,19 - 23,Sunderland v Wolves
Ladislav Krejci CM,18 - 22,Sunderland v Wolves
Andre CM,15 - 19,Sunderland v Wolves
Emmanuel Agbadou CM,13 - 17,Sunderland v Wolves
Marshall Munetsi CM,12 - 16,Sunderland v Wolves
David Moller Wolfe CM,9 - 13,Sunderland v Wolves
Jorgen Strand Larsen CM,8 - 12,Sunderland v Wolves
Tolu Arokodare CM,8 - 12,Sunderland v Wolves
Jhon Arias CM,8 - 12,Sunderland v Wolves
Jean-Ricner Bellegarde CM,8 - 12,Sunderland v Wolves
Jackson Tchatchoua CM,8 - 12,Sunderland v Wolves
Santiago Bueno CM,8 - 12,Sunderland v Wolves
Hee-chan Hwang CM,7 - 10,Sunderland v Wolves
Hugo Bueno CM,6 - 9,Sunderland v Wolves
Joachim Andersen CM,14 - 18,Fulham v Arsenal
Issa Diop CM,10 - 14,Fulham v Arsenal
Kevin CM,10 - 14,Fulham v Arsenal
Calvin Bassey CM,10 - 14,Fulham v Arsenal
Sander Berge CM,10 - 14,Fulham v Arsenal
Antonee Robinson CM,9 - 13,Fulham v Arsenal
Jorge Cuenca CM,9 - 13,Fulham v Arsenal
Harry Wilson CM,7 - 10,Fulham v Arsenal
Timothy Castagne CM,7 - 10,Fulham v Arsenal
Tom Cairney CM,7 - 10,Fulham v Arsenal
Raul Jimenez CM,7 - 10,Fulham v Arsenal
Ryan Sessegnon CM,6 - 9,Fulham v Arsenal
Adama Traore CM,6 - 9,Fulham v Arsenal
Joshua King CM,6 - 9,Fulham v Arsenal
Samuel Chukwueze CM,6 - 9,Fulham v Arsenal
Bernd Leno CM,7 - 10,Fulham v Arsenal
Alex Iwobi CM,3 - 6,Fulham v Arsenal
Emile Smith Rowe CM,2.5 - 5,Fulham v Arsenal
Kenny Tete CM,9 - 13,Fulham v Arsenal
Christian Norgaard CM,14 - 18,Fulham v Arsenal
Myles Lewis-Skelly CM,12 - 16,Fulham v Arsenal
Piero Hincapie CM,12 - 16,Fulham v Arsenal
Riccardo Calafiori CM,11 - 15,Fulham v Arsenal
Ben White CM,10 - 14,Fulham v Arsenal
Mikel Merino CM,10 - 14,Fulham v Arsenal
Declan Rice CM,10 - 14,Fulham v Arsenal
Martin Zubimendi CM,10 - 14,Fulham v Arsenal
Jurrien Timber CM,9 - 13,Fulham v Arsenal
Gabriel Magalhaes CM,8 - 12,Fulham v Arsenal
Cristhian Mosquera CM,7 - 10,Fulham v Arsenal
Bukayo Saka CM,7 - 10,Fulham v Arsenal
William Saliba CM,7 - 10,Fulham v Arsenal
Viktor Gyokeres CM,6 - 9,Fulham v Arsenal
Leandro Trossard CM,5 - 8,Fulham v Arsenal
Max Dowman CM,5 - 8,Fulham v Arsenal
Gabriel Martinelli CM,4 - 7,Fulham v Arsenal
Eberechi Eze CM,4 - 7,Fulham v Arsenal
David Raya CM,5 - 8,Fulham v Arsenal
Ethan Nwaneri CM,3 - 6,Fulham v Arsenal
Soungoutou Magassa CM,16 - 20,West Ham v Brentford
Guido Rodriguez CM,14 - 18,West Ham v Brentford
Lucas Paqueta CM,15 - 19,West Ham v Brentford
Igor CM,16 - 20,West Ham v Brentford
Mateus Fernandes CM,12 - 16,West Ham v Brentford
Freddie Potts CM,11 - 15,West Ham v Brentford
Tomas Soucek CM,11 - 15,West Ham v Brentford
Konstantinos Mavropanos CM,11 - 15,West Ham v Brentford
El Hadji Malick Diouf CM,10 - 14,West Ham v Brentford
Crysencio Summerville CM,8 - 12,West Ham v Brentford
Max Kilman CM,9 - 13,West Ham v Brentford
Callum Wilson CM,7 - 11,West Ham v Brentford
Jean-Clair Todibo CM,9 - 13,West Ham v Brentford
James Ward-Prowse CM,8 - 12,West Ham v Brentford
Kyle Walker-Peters CM,7 - 11,West Ham v Brentford
Aaron Wan-Bissaka CM,6 - 9,West Ham v Brentford
Callum Marshall CM,3 - 6,West Ham v Brentford
Luis Guilherme CM,3 - 6,West Ham v Brentford
Jarrod Bowen CM,2 - 4,West Ham v Brentford
Alphonse Areola CM,3 - 6,West Ham v Brentford
Aaron Hickey CM,15 - 19,West Ham v Brentford
Frank Onyeka CM,12 - 16,West Ham v Brentford
Yehor Yarmolyuk CM,11 - 15,West Ham v Brentford
Jordan Henderson CM,11 - 15,West Ham v Brentford
Igor Thiago CM,10 - 14,West Ham v Brentford
Nathan Collins CM,10 - 14,West Ham v Brentford
Rico Henry CM,9 - 13,West Ham v Brentford
Michael Kayode CM,9 - 13,West Ham v Brentford
Kristoffer Ajer CM,8 - 12,West Ham v Brentford
Keane Lewis-Potter CM,8 - 12,West Ham v Brentford
Vitaly Janelt CM,8 - 12,West Ham v Brentford
Sepp van den Berg CM,8 - 12,West Ham v Brentford
Mathias Jensen CM,7 - 10,West Ham v Brentford
Mikkel Damsgaard CM,7 - 10,West Ham v Brentford
Fabio Carvalho CM,6 - 9,West Ham v Brentford
Dango Ouattara CM,6 - 9,West Ham v Brentford
Kevin Schade CM,6 - 9,West Ham v Brentford
Ethan Pinnock CM,6 - 9,West Ham v Brentford
Reiss Nelson CM,5 - 8,West Ham v Brentford
Caoimhin Kelleher CM,5 - 8,West Ham v Brentford
