card_names,card_odds,contest
Moises Caicedo CM,18 - 22,Chelsea v Brighton
Enzo Fernandez CM,17 - 21,Chelsea v Brighton
Andrey Santos CM,15 - 19,Chelsea v Brighton
Jorrel Hato CM,15 - 19,Chelsea v Brighton
Tosin Adarabioyo CM,12 - 16,Chelsea v Brighton
Joao Pedro CM,10 - 14,Chelsea v Brighton
Pedro Neto CM,10 - 14,Chelsea v Brighton
Marc Cucurella CM,10 - 14,Chelsea v Brighton
Malo Gusto CM,9 - 13,Chelsea v Brighton
Estevao CM,9 - 13,Chelsea v Brighton
Trevoh Chalobah CM,9 - 13,Chelsea v Brighton
Reece James CM,9 - 13,Chelsea v Brighton
Cole Palmer CM,7 - 11,Chelsea v Brighton
Jamie Gittens CM,7 - 11,Chelsea v Brighton
Tyrique George CM,6 - 9,Chelsea v Brighton
Marc Guiu CM,5 - 8,Chelsea v Brighton
Alejandro Garnacho CM,5 - 8,Chelsea v Brighton
Filip Jorgensen CM,5 - 8,Chelsea v Brighton
Carlos Baleba CM,24 - 28,Chelsea v Brighton
Jan Paul van Hecke CM,19 - 23,Chelsea v Brighton
Joel Veltman CM,17 - 21,Chelsea v Brighton
James Milner CM,17 - 21,Chelsea v Brighton
Stefanos Tzimas CM,16 - 20,Chelsea v Brighton
Mats Wieffer CM,16 - 20,Chelsea v Brighton
Diego Coppola CM,12 - 16,Chelsea v Brighton
Diego Gomez CM,12 - 16,Chelsea v Brighton
Yasin Ayari CM,11 - 15,Chelsea v Brighton
Maxime De Cuyper CM,11 - 15,Chelsea v Brighton
Danny Welbeck CM,9 - 13,Chelsea v Brighton
Lewis Dunk CM,9 - 13,Chelsea v Brighton
Georginio Rutter CM,9 - 13,Chelsea v Brighton
Yankuba Minteh CM,8 - 12,Chelsea v Brighton
Brajan Gruda CM,7 - 10,Chelsea v Brighton
Ferdi Kadioglu CM,7 - 10,Chelsea v Brighton
Kaoru Mitoma CM,5 - 8,Chelsea v Brighton
Bart Verbruggen CM,7 - 10,Chelsea v Brighton
Will Hughes CM,20 - 24,Crystal Palace v Liverpool
Daniel Munoz CM,19 - 23,Crystal Palace v Liverpool
Jefferson Lerma CM,18 - 22,Crystal Palace v Liverpool
Yeremy Pino CM,17 - 21,Crystal Palace v Liverpool
Christantus Uche CM,16 - 20,Crystal Palace v Liverpool
Chris Richards CM,12 - 16,Crystal Palace v Liverpool
Eddie Nketiah CM,11 - 15,Crystal Palace v Liverpool
Daichi Kamada CM,11 - 15,Crystal Palace v Liverpool
Maxence Lacroix CM,11 - 15,Crystal Palace v Liverpool
Marc Guehi CM,11 - 15,Crystal Palace v Liverpool
Nathaniel Clyne CM,10 - 14,Crystal Palace v Liverpool
Adam Wharton CM,9 - 13,Crystal Palace v Liverpool
Romaine Esse CM,7 - 11,Crystal Palace v Liverpool
Tyrick Mitchell CM,7 - 11,Crystal Palace v Liverpool
Borna Sosa CM,7 - 11,Crystal Palace v Liverpool
Jean-Philippe Mateta CM,7 - 10,Crystal Palace v Liverpool
Ismaila Sarr CM,7 - 10,Crystal Palace v Liverpool
Dean Henderson CM,7 - 10,Crystal Palace v Liverpool
Justin Devenny CM,5 - 8,Crystal Palace v Liverpool
Conor Bradley CM,17 - 21,Crystal Palace v Liverpool
Alexis MacAllister CM,15 - 19,Crystal Palace v Liverpool
Ryan Gravenberch CM,14 - 18,Crystal Palace v Liverpool
Joe Gomez CM,13 - 17,Crystal Palace v Liverpool
Milos Kerkez CM,13 - 17,Crystal Palace v Liverpool
Ibrahima Konate CM,12 - 16,Crystal Palace v Liverpool
Andrew Robertson CM,10 - 14,Crystal Palace v Liverpool
Florian Wirtz CM,9 - 13,Crystal Palace v Liverpool
Virgil van Dijk CM,9 - 13,Crystal Palace v Liverpool
Wataru Endo CM,9 - 13,Crystal Palace v Liverpool
Jeremie Frimpong CM,9 - 13,Crystal Palace v Liverpool
Dominik Szoboszlai CM,8 - 12,Crystal Palace v Liverpool
Cody Gakpo CM,7 - 11,Crystal Palace v Liverpool
Rio Ngumoha CM,7 - 11,Crystal Palace v Liverpool
Federico Chiesa CM,6 - 9,Crystal Palace v Liverpool
Alexander Isak CM,4 - 7,Crystal Palace v Liverpool
Mohamed Salah CM,3 - 6,Crystal Palace v Liverpool
Alisson CM,3 - 6,Crystal Palace v Liverpool
Jayden Bogle CM,22 - 26,Leeds v Bournemouth
Ethan Ampadu CM,17 - 21,Leeds v Bournemouth
Sam Byram CM,17 - 21,Leeds v Bournemouth
Gnonto Wilfried CM,17 - 21,Leeds v Bournemouth
Jaka Bijol CM,15 - 19,Leeds v Bournemouth
James Justin CM,12 - 16,Leeds v Bournemouth
Anton Stach CM,12 - 16,Leeds v Bournemouth
Pascal Struijk CM,11 - 15,Leeds v Bournemouth
Dominic Calvert-Lewin CM,9 - 13,Leeds v Bournemouth
Ilia Gruev CM,9 - 13,Leeds v Bournemouth
Sean Longstaff CM,9 - 13,Leeds v Bournemouth
Joe Rodon CM,9 - 13,Leeds v Bournemouth
Ao Tanaka CM,9 - 13,Leeds v Bournemouth
Gabriel Gudmundsson CM,8 - 12,Leeds v Bournemouth
Lukas Nmecha CM,8 - 12,Leeds v Bournemouth
Jack Harrison CM,6 - 9,Leeds v Bournemouth
Brenden Aaronson CM,6 - 9,Leeds v Bournemouth
Joel Piroe CM,6 - 9,Leeds v Bournemouth
Noah Okafor CM,4 - 7,Leeds v Bournemouth
Karl Darlow CM,6 - 9,Leeds v Bournemouth
Alex Jimenez CM,19 - 23,Leeds v Bournemouth
Marcos Senesi CM,17 - 21,Leeds v Bournemouth
Tyler Adams CM,15 - 19,Leeds v Bournemouth
Veljko Milosavljevic CM,15 - 19,Leeds v Bournemouth
Ryan Christie CM,13 - 17,Leeds v Bournemouth
Alex Scott CM,13 - 17,Leeds v Bournemouth
Julio Soler CM,12 - 16,Leeds v Bournemouth
Bafode Diakite CM,11 - 15,Leeds v Bournemouth
Antoine Semenyo CM,11 - 15,Leeds v Bournemouth
Amine Adli CM,11 - 15,Leeds v Bournemouth
Ben Doak CM,11 - 15,Leeds v Bournemouth
Justin Kluivert CM,9 - 13,Leeds v Bournemouth
James Hill CM,8 - 12,Leeds v Bournemouth
Evanilson CM,8 - 12,Leeds v Bournemouth
Marcus Tavernier CM,7 - 10,Leeds v Bournemouth
David Brooks CM,7 - 10,Leeds v Bournemouth
Adrien Truffert CM,7 - 10,Leeds v Bournemouth
Eli Junior Kroupi CM,4 - 7,Leeds v Bournemouth
Djordje Petrovic CM,6 - 9,Leeds v Bournemouth
Morgan Gibbs-White CM,15 - 19,Nottingham Forest v Sunderland
Ryan Yates CM,12 - 16,Nottingham Forest v Sunderland
Elliot Anderson CM,10 - 14,Nottingham Forest v Sunderland
Douglas Luiz CM,9 - 13,Nottingham Forest v Sunderland
Neco Williams CM,8 - 12,Nottingham Forest v Sunderland
Oleksandr Zinchenko CM,8 - 12,Nottingham Forest v Sunderland
Dilane Bakwa CM,8 - 12,Nottingham Forest v Sunderland
Morato CM,8 - 12,Nottingham Forest v Sunderland
Igor Jesus CM,7 - 10,Nottingham Forest v Sunderland
Nikola Milenkovic CM,7 - 10,Nottingham Forest v Sunderland
Ibrahim Sangare CM,7 - 10,Nottingham Forest v Sunderland
Murillo CM,7 - 10,Nottingham Forest v Sunderland
Dan Ndoye CM,6 - 9,Nottingham Forest v Sunderland
James McAtee CM,5 - 8,Nottingham Forest v Sunderland
Arnaud Kalimuendo CM,5 - 8,Nottingham Forest v Sunderland
Willy Boly CM,5 - 8,Nottingham Forest v Sunderland
Omari Hutchinson CM,4 - 7,Nottingham Forest v Sunderland
Callum Hudson-Odoi CM,2 - 4,Nottingham Forest v Sunderland
Chris Wood CM,2 - 4,Nottingham Forest v Sunderland
Nordi Mukiele CM,17 - 21,Nottingham Forest v Sunderland
Wilson Isidor CM,15 - 19,Nottingham Forest v Sunderland
Granit Xhaka CM,15 - 19,Nottingham Forest v Sunderland
Habib Diarra CM,15 - 19,Nottingham Forest v Sunderland
Arthur Masuaku CM,15 - 19,Nottingham Forest v Sunderland
Trai Hume CM,14 - 18,Nottingham Forest v Sunderland
Daniel Ballard CM,12 - 16,Nottingham Forest v Sunderland
Brian Brobbey CM,11 - 15,Nottingham Forest v Sunderland
Noah Sadiki CM,9 - 13,Nottingham Forest v Sunderland
Omar Alderete CM,9 - 13,Nottingham Forest v Sunderland
Enzo Le Fee CM,8 - 12,Nottingham Forest v Sunderland
Bertrand Traore CM,8 - 12,Nottingham Forest v Sunderland
Dan Neil CM,7 - 10,Nottingham Forest v Sunderland
Chris Rigg CM,7 - 10,Nottingham Forest v Sunderland
Chemsdine Talbi CM,6 - 9,Nottingham Forest v Sunderland
Lutsharel Geertruida CM,6 - 9,Nottingham Forest v Sunderland
Simon Adingra CM,4 - 7,Nottingham Forest v Sunderland
Eliezer Mayenda CM,4 - 7,Nottingham Forest v Sunderland
Lamare Bogarde CM,15 - 19,Aston Villa v Fulham
Morgan Rogers CM,13 - 17,Aston Villa v Fulham
Ian Maatsen CM,13 - 17,Aston Villa v Fulham
John McGinn CM,12 - 16,Aston Villa v Fulham
Matty Cash CM,12 - 16,Aston Villa v Fulham
Boubacar Kamara CM,12 - 16,Aston Villa v Fulham
Tyrone Mings CM,10 - 14,Aston Villa v Fulham
Lucas Digne CM,10 - 14,Aston Villa v Fulham
Harvey Elliott CM,9 - 13,Aston Villa v Fulham
Evann Guessand CM,7 - 10,Aston Villa v Fulham
Emiliano Buendia CM,7 - 10,Aston Villa v Fulham
Ezri Konsa CM,7 - 10,Aston Villa v Fulham
Donyell Malen CM,6 - 9,Aston Villa v Fulham
Emiliano Martinez CM,8 - 12,Aston Villa v Fulham
Ollie Watkins CM,5 - 8,Aston Villa v Fulham
Jadon Sancho CM,5 - 8,Aston Villa v Fulham
Sasa Lukic CM,26 - 30,Aston Villa v Fulham
Joachim Andersen CM,18 - 22,Aston Villa v Fulham
Sander Berge CM,14 - 18,Aston Villa v Fulham
Kenny Tete CM,12 - 16,Aston Villa v Fulham
Calvin Bassey CM,11 - 15,Aston Villa v Fulham
Harry Wilson CM,9 - 13,Aston Villa v Fulham
Timothy Castagne CM,9 - 13,Aston Villa v Fulham
Kevin CM,9 - 13,Aston Villa v Fulham
Antonee Robinson CM,9 - 13,Aston Villa v Fulham
Raul Jimenez CM,8 - 12,Aston Villa v Fulham
Ryan Sessegnon CM,8 - 12,Aston Villa v Fulham
Joshua King CM,8 - 12,Aston Villa v Fulham
Rodrigo Muniz CM,8 - 12,Aston Villa v Fulham
Adama Traore CM,7 - 10,Aston Villa v Fulham
Bernd Leno CM,10 - 14,Aston Villa v Fulham
Emile Smith Rowe CM,4 - 7,Aston Villa v Fulham
Alex Iwobi CM,4 - 7,Aston Villa v Fulham
Joelinton CM,18 - 22,Newcastle v Arsenal
Sandro Tonali CM,17 - 21,Newcastle v Arsenal
Bruno Guimaraes CM,17 - 21,Newcastle v Arsenal
Dan Burn CM,15 - 19,Newcastle v Arsenal
Fabian Schar CM,15 - 19,Newcastle v Arsenal
Anthony Gordon CM,12 - 16,Newcastle v Arsenal
Malick Thiaw CM,9 - 13,Newcastle v Arsenal
Lewis Hall CM,9 - 13,Newcastle v Arsenal
Nick Woltemade CM,7 - 11,Newcastle v Arsenal
Joe Willock CM,7 - 11,Newcastle v Arsenal
Sven Botman CM,7 - 10,Newcastle v Arsenal
Nick Pope CM,10 - 14,Newcastle v Arsenal
William Osula CM,7 - 10,Newcastle v Arsenal
Jacob Murphy CM,6 - 9,Newcastle v Arsenal
Tino Livramento CM,5 - 8,Newcastle v Arsenal
Kieran Trippier CM,5 - 8,Newcastle v Arsenal
Lewis Miley CM,5 - 8,Newcastle v Arsenal
Harvey Barnes CM,2.5 - 5,Newcastle v Arsenal
Anthony Elanga CM,2 - 4,Newcastle v Arsenal
Christian Norgaard CM,19 - 23,Newcastle v Arsenal
Piero Hincapie CM,17 - 21,Newcastle v Arsenal
Myles Lewis-Skelly CM,15 - 19,Newcastle v Arsenal
Martin Zubimendi CM,14 - 18,Newcastle v Arsenal
Riccardo Calafiori CM,14 - 18,Newcastle v Arsenal
Ben White CM,13 - 17,Newcastle v Arsenal
Declan Rice CM,12 - 16,Newcastle v Arsenal
Jurrien Timber CM,12 - 16,Newcastle v Arsenal
Mikel Merino CM,12 - 16,Newcastle v Arsenal
Gabriel Magalhaes CM,11 - 15,Newcastle v Arsenal
Bukayo Saka CM,9 - 13,Newcastle v Arsenal
Cristhian Mosquera CM,9 - 13,Newcastle v Arsenal
Viktor Gyokeres CM,8 - 12,Newcastle v Arsenal
Leandro Trossard CM,7 - 11,Newcastle v Arsenal
William Saliba CM,7 - 10,Newcastle v Arsenal
David Raya CM,9 - 13,Newcastle v Arsenal
Eberechi Eze CM,6 - 9,Newcastle v Arsenal
Martin Odegaard CM,6 - 9,Newcastle v Arsenal
Gabriel Martinelli CM,5 - 8,Newcastle v Arsenal
Ethan Nwaneri CM,2.5 - 5,Newcastle v Arsenal
Tim Iroegbunam CM,15 - 19,Everton v West Ham
Idrissa Gueye CM,13 - 17,Everton v West Ham
Jack Grealish CM,11 - 15,Everton v West Ham
Carlos Alcaraz CM,10 - 14,Everton v West Ham
Kiernan Dewsbury-Hall CM,10 - 14,Everton v West Ham
James Garner CM,10 - 14,Everton v West Ham
Nathan Patterson CM,10 - 14,Everton v West Ham
Jake O'Brien CM,10 - 14,Everton v West Ham
James Tarkowski CM,10 - 14,Everton v West Ham
Michael Keane CM,8 - 12,Everton v West Ham
Tyler Dibling CM,7 - 11,Everton v West Ham
Merlin Rohl CM,7 - 11,Everton v West Ham
Jarrad Branthwaite CM,7 - 11,Everton v West Ham
Vitaliy Mykolenko CM,7 - 10,Everton v West Ham
Thierno Barry CM,7 - 10,Everton v West Ham
Jordan Pickford CM,7 - 11,Everton v West Ham
Iliman Ndiaye CM,5 - 8,Everton v West Ham
Adam Aznou CM,5 - 8,Everton v West Ham
Seamus Coleman CM,5 - 8,Everton v West Ham
Dwight McNeil CM,4 - 7,Everton v West Ham
Beto CM,2.5 - 5,Everton v West Ham
Lucas Paqueta CM,19 - 23,Everton v West Ham
Soungoutou Magassa CM,14 - 18,Everton v West Ham
Freddie Potts CM,14 - 18,Everton v West Ham
Luis Guilherme CM,13 - 17,Everton v West Ham
El Hadji Malick Diouf CM,11 - 15,Everton v West Ham
Konstantinos Mavropanos CM,11 - 15,Everton v West Ham
Mateus Fernandes CM,10 - 14,Everton v West Ham
Jean-Clair Todibo CM,10 - 14,Everton v West Ham
Crysencio Summerville CM,9 - 13,Everton v West Ham
Callum Wilson CM,8 - 12,Everton v West Ham
Aaron Wan-Bissaka CM,8 - 12,Everton v West Ham
James Ward Prowse CM,7 - 11,Everton v West Ham
Kyle Walker-Peters CM,7 - 10,Everton v West Ham
Max Kilman CM,6 - 9,Everton v West Ham
Jarrod Bowen CM,5 - 8,Everton v West Ham
Alphonse Areola CM,5 - 8,Everton v West Ham
Niclas Fullkrug CM,3 - 6,Everton v West Ham
