card_names,card_odds,contest
Oliver Sonne CM,9 - 13,Man Utd v Burnley
Bashir Humphreys CM,9 - 13,Man Utd v Burnley
Hjalmar Ekdal CM,9 - 13,Man Utd v Burnley
Zian Flemming CM,8 - 12,Man Utd v Burnley
Joe Worrall CM,8 - 12,Man Utd v Burnley
Jaydon Banel CM,8 - 12,Man Utd v Burnley
Jaidon Anthony CM,7 - 10,Man Utd v Burnley
Kyle Walker CM,7 - 10,Man Utd v Burnley
Loum Tchaouna CM,6 - 9,Man Utd v Burnley
Maxime Esteve CM,6 - 9,Man Utd v Burnley
Marcus Edwards CM,6 - 9,Man Utd v Burnley
Mike Tresor CM,5 - 8,Man Utd v Burnley
Aaron Ramsey CM,3 - 6,Man Utd v Burnley
Max Weiss CM,5 - 8,Man Utd v Burnley
Armando Broja CM,2.5 - 5,Man Utd v Burnley
Martin Dubravka CM,3 - 6,Man Utd v Burnley
Jacob Bruun Larsen CM,2 - 4,Man Utd v Burnley
Vaclav Hladky CM,2.5 - 5,Man Utd v Burnley
Granit Xhaka CM,15 - 19,Sunderland v Brentford
Arthur Masuaku CM,15 - 19,Sunderland v Brentford
Nordi Mukiele CM,14 - 18,Sunderland v Brentford
Trai Hume CM,13 - 17,Sunderland v Brentford
Omar Alderete CM,12 - 16,Sunderland v Brentford
Reinildo Mandava CM,12 - 16,Sunderland v Brentford
Wilson Isidor CM,11 - 15,Sunderland v Brentford
Habib Diarra CM,11 - 15,Sunderland v Brentford
Chris Rigg CM,10 - 14,Sunderland v Brentford
Jenson Seelt CM,10 - 14,Sunderland v Brentford
Noah Sadiki CM,9 - 13,Sunderland v Brentford
Marc Guiu CM,8 - 12,Sunderland v Brentford
Patrick Roberts CM,7 - 11,Sunderland v Brentford
Dan Neil CM,7 - 11,Sunderland v Brentford
Simon Adingra CM,6 - 9,Sunderland v Brentford
Chemsdine Talbi CM,5 - 8,Sunderland v Brentford
Eliezer Mayenda CM,4 - 7,Sunderland v Brentford
Robin Roefs CM,4 - 7,Sunderland v Brentford
Aaron Hickey CM,16 - 20,Sunderland v Brentford
Frank Onyeka CM,16 - 20,Sunderland v Brentford
Jordan Henderson CM,14 - 18,Sunderland v Brentford
Paris Maghoma CM,14 - 18,Sunderland v Brentford
Igor Thiago CM,13 - 17,Sunderland v Brentford
Keane Lewis-Potter CM,13 - 17,Sunderland v Brentford
Kristoffer Ajer CM,11 - 15,Sunderland v Brentford
Michael Kayode CM,11 - 15,Sunderland v Brentford
Yoane Wissa CM,11 - 15,Sunderland v Brentford
Yehor Yarmolyuk CM,10 - 14,Sunderland v Brentford
Sepp Van den Berg CM,10 - 14,Sunderland v Brentford
Mathias Jensen CM,10 - 14,Sunderland v Brentford
Dango Ouattara CM,9 - 13,Sunderland v Brentford
Nathan Collins CM,9 - 13,Sunderland v Brentford
Rico Henry CM,8 - 12,Sunderland v Brentford
Fabio Carvalho CM,8 - 12,Sunderland v Brentford
Mikkel Damsgaard CM,7 - 10,Sunderland v Brentford
Kevin Schade CM,7 - 10,Sunderland v Brentford
Antoni Milambo CM,7 - 10,Sunderland v Brentford
Ethan Pinnock CM,5 - 8,Sunderland v Brentford
Caoimhin Kelleher CM,4 - 7,Sunderland v Brentford
Jayden Bogle CM,20 - 24,Leeds v Newcastle
Anton Stach CM,19 - 23,Leeds v Newcastle
Jaka Bijol CM,17 - 21,Leeds v Newcastle
Wilfried Gnonto CM,16 - 20,Leeds v Newcastle
Ilia Gruev CM,16 - 20,Leeds v Newcastle
Sam Byram CM,16 - 20,Leeds v Newcastle
Sebastiaan Bornauw CM,12 - 16,Leeds v Newcastle
Pascal Struijk CM,11 - 15,Leeds v Newcastle
Joe Rodon CM,10 - 14,Leeds v Newcastle
Lukas Nmecha CM,10 - 14,Leeds v Newcastle
Gabriel Gudmundsson CM,9 - 13,Leeds v Newcastle
Daniel James CM,8 - 12,Leeds v Newcastle
Sean Longstaff CM,8 - 12,Leeds v Newcastle
Noah Okafor CM,7 - 10,Leeds v Newcastle
Joel Piroe CM,7 - 10,Leeds v Newcastle
Lucas Perri CM,5 - 8,Leeds v Newcastle
Jack Harrison CM,2.5 - 5,Leeds v Newcastle
Brenden Aaronson CM,2.5 - 5,Leeds v Newcastle
Joelinton CM,22 - 26,Leeds v Newcastle
Bruno Guimaraes CM,18 - 22,Leeds v Newcastle
Sandro Tonali CM,15 - 19,Leeds v Newcastle
Dan Burn CM,15 - 19,Leeds v Newcastle
Jamaal Lascelles CM,12 - 16,Leeds v Newcastle
Jacob Ramsey CM,10 - 14,Leeds v Newcastle
Emil Krafth CM,9 - 13,Leeds v Newcastle
Joe Willock CM,9 - 13,Leeds v Newcastle
Malick Thiaw CM,9 - 13,Leeds v Newcastle
Kieran Trippier CM,8 - 12,Leeds v Newcastle
Lewis Hall CM,8 - 12,Leeds v Newcastle
Tino Livramento CM,7 - 11,Leeds v Newcastle
Sven Botman CM,7 - 10,Leeds v Newcastle
Nick Pope CM,8 - 12,Leeds v Newcastle
Lewis Miley CM,6 - 9,Leeds v Newcastle
Jacob Murphy CM,6 - 9,Leeds v Newcastle
Harvey Barnes CM,3 - 6,Leeds v Newcastle
Anthony Elanga CM,3 - 6,Leeds v Newcastle
William Osula CM,8 - 12,Leeds v Newcastle
Morgan Gibbs-White CM,15 - 19,Nottingham Forest v West Ham
Douglas Luiz CM,13 - 17,Nottingham Forest v West Ham
Ryan Yates CM,13 - 17,Nottingham Forest v West Ham
Elliot Anderson CM,12 - 16,Nottingham Forest v West Ham
Morato CM,9 - 13,Nottingham Forest v West Ham
Neco Williams CM,9 - 13,Nottingham Forest v West Ham
Nikola Milenkovic CM,8 - 12,Nottingham Forest v West Ham
Ola Aina CM,8 - 12,Nottingham Forest v West Ham
Ibrahim Sangare CM,8 - 12,Nottingham Forest v West Ham
Igor Jesus CM,7 - 10,Nottingham Forest v West Ham
Arnaud Kalimuendo CM,7 - 10,Nottingham Forest v West Ham
Dan Ndoye CM,7 - 10,Nottingham Forest v West Ham
Omari Hutchinson CM,7 - 10,Nottingham Forest v West Ham
Murillo CM,7 - 10,Nottingham Forest v West Ham
James McAtee CM,6 - 9,Nottingham Forest v West Ham
Willy Boly CM,6 - 9,Nottingham Forest v West Ham
Matz Sels CM,5 - 8,Nottingham Forest v West Ham
Callum Hudson-Odoi CM,3 - 6,Nottingham Forest v West Ham
Chris Wood CM,2.5 - 5,Nottingham Forest v West Ham
Lucas Paqueta CM,27 - 31,Nottingham Forest v West Ham
El Hadji Malick Diouf CM,20 - 24,Nottingham Forest v West Ham
Tomas Soucek CM,15 - 19,Nottingham Forest v West Ham
Freddie Potts CM,15 - 19,Nottingham Forest v West Ham
Konstantinos Mavropanos CM,13 - 17,Nottingham Forest v West Ham
Callum Wilson CM,10 - 14,Nottingham Forest v West Ham
Guido Rodriguez CM,10 - 14,Nottingham Forest v West Ham
James Ward Prowse CM,10 - 14,Nottingham Forest v West Ham
Oliver Scarles CM,10 - 14,Nottingham Forest v West Ham
Nayef Aguerd CM,9 - 13,Nottingham Forest v West Ham
Jean-Clair Todibo CM,9 - 13,Nottingham Forest v West Ham
Kyle Walker-Peters CM,9 - 13,Nottingham Forest v West Ham
Andy Irving CM,7 - 11,Nottingham Forest v West Ham
Max Kilman CM,7 - 11,Nottingham Forest v West Ham
Aaron Wan-Bissaka CM,6 - 9,Nottingham Forest v West Ham
Jarrod Bowen CM,5 - 8,Nottingham Forest v West Ham
Niclas Fullkrug CM,3 - 6,Nottingham Forest v West Ham
Mads Hermansen CM,5 - 8,Nottingham Forest v West Ham
Alexis Mac Allister CM,15 - 19,Liverpool v Arsenal
Ryan Gravenberch CM,14 - 18,Liverpool v Arsenal
Ibrahima Konate CM,13 - 17,Liverpool v Arsenal
Conor Bradley CM,12 - 16,Liverpool v Arsenal
Milos Kerkez CM,12 - 16,Liverpool v Arsenal
Harvey Elliott CM,11 - 15,Liverpool v Arsenal
Florian Wirtz CM,11 - 15,Liverpool v Arsenal
Virgil Van Dijk CM,11 - 15,Liverpool v Arsenal
Joe Gomez CM,9 - 13,Liverpool v Arsenal
Wataru Endo CM,9 - 13,Liverpool v Arsenal
Andy Robertson CM,8 - 12,Liverpool v Arsenal
Dominik Szoboszlai CM,8 - 12,Liverpool v Arsenal
Curtis Jones CM,7 - 11,Liverpool v Arsenal
Cody Gakpo CM,6 - 9,Liverpool v Arsenal
Rio Ngumoha CM,6 - 9,Liverpool v Arsenal
Hugo Ekitike CM,6 - 9,Liverpool v Arsenal
Federico Chiesa CM,5 - 8,Liverpool v Arsenal
Mohamed Salah CM,3 - 6,Liverpool v Arsenal
Alisson CM,3 - 6,Liverpool v Arsenal
Christian Norgaard CM,22 - 26,Liverpool v Arsenal
Mikel Merino CM,16 - 20,Liverpool v Arsenal
Myles Lewis-Skelly CM,16 - 20,Liverpool v Arsenal
Jurrien Timber CM,13 - 17,Liverpool v Arsenal
Riccardo Calafiori CM,13 - 17,Liverpool v Arsenal
Ben White CM,11 - 15,Liverpool v Arsenal
Martin Zubimendi CM,11 - 15,Liverpool v Arsenal
Declan Rice CM,11 - 15,Liverpool v Arsenal
Gabriel CM,8 - 12,Liverpool v Arsenal
Leandro Trossard CM,8 - 12,Liverpool v Arsenal
Cristhian Mosquera CM,8 - 12,Liverpool v Arsenal
Jakub Kiwior CM,7 - 11,Liverpool v Arsenal
William Saliba CM,7 - 11,Liverpool v Arsenal
Viktor Gyokeres CM,7 - 11,Liverpool v Arsenal
Eberechi Eze CM,7 - 11,Liverpool v Arsenal
Gabriel Martinelli CM,6 - 9,Liverpool v Arsenal
Max Dowman CM,6 - 9,Liverpool v Arsenal
Noni Madueke CM,6 - 9,Liverpool v Arsenal
David Raya CM,8 - 12,Liverpool v Arsenal
Ethan Nwaneri CM,5 - 8,Liverpool v Arsenal
Martin Odegaard CM,5 - 8,Liverpool v Arsenal
Morgan Rogers CM,15 - 19,Aston Villa v Crystal Palace
Lamare Bogarde CM,13 - 17,Aston Villa v Crystal Palace
John McGinn CM,13 - 17,Aston Villa v Crystal Palace
Ian Maatsen CM,13 - 17,Aston Villa v Crystal Palace
Amadou Onana CM,11 - 15,Aston Villa v Crystal Palace
Matty Cash CM,11 - 15,Aston Villa v Crystal Palace
Tyrone Mings CM,11 - 15,Aston Villa v Crystal Palace
Lucas Digne CM,10 - 14,Aston Villa v Crystal Palace
Ross Barkley CM,10 - 14,Aston Villa v Crystal Palace
Andres Garcia CM,8 - 12,Aston Villa v Crystal Palace
Youri Tielemans CM,8 - 12,Aston Villa v Crystal Palace
Ezri Konsa CM,8 - 12,Aston Villa v Crystal Palace
Samuel Iling-Junior CM,7 - 11,Aston Villa v Crystal Palace
Pau Torres CM,7 - 10,Aston Villa v Crystal Palace
Emiliano Martinez CM,8 - 12,Aston Villa v Crystal Palace
Donyell Malen CM,6 - 9,Aston Villa v Crystal Palace
Evann Guessand CM,6 - 9,Aston Villa v Crystal Palace
Emiliano Buendia CM,5 - 8,Aston Villa v Crystal Palace
Ollie Watkins CM,4 - 7,Aston Villa v Crystal Palace
Will Hughes CM,23 - 27,Aston Villa v Crystal Palace
Daniel Munoz CM,22 - 26,Aston Villa v Crystal Palace
Jefferson Lerma CM,18 - 22,Aston Villa v Crystal Palace
Odsonne Edouard CM,15 - 19,Aston Villa v Crystal Palace
Chris Richards CM,15 - 19,Aston Villa v Crystal Palace
Marc Guehi CM,14 - 18,Aston Villa v Crystal Palace
Maxence Lacroix CM,13 - 17,Aston Villa v Crystal Palace
Romaine Esse CM,13 - 17,Aston Villa v Crystal Palace
Daichi Kamada CM,11 - 15,Aston Villa v Crystal Palace
Adam Wharton CM,10 - 14,Aston Villa v Crystal Palace
Nathaniel Clyne CM,9 - 13,Aston Villa v Crystal Palace
Tyrick Mitchell CM,9 - 13,Aston Villa v Crystal Palace
Jean-Philippe Mateta CM,8 - 12,Aston Villa v Crystal Palace
Borna Sosa CM,9 - 13,Aston Villa v Crystal Palace
Justin Devenny CM,9 - 13,Aston Villa v Crystal Palace
Ismaila Sarr CM,7 - 11,Aston Villa v Crystal Palace
Matheus Franca CM,7 - 11,Aston Villa v Crystal Palace
Dean Henderson CM,8 - 12,Aston Villa v Crystal Palace
