card_names,card_odds,contest
Brenden Aaronson CM,5 - 8,Sunderland v Leeds
Lukas Nmecha CM,5 - 8,Sunderland v Leeds
Jack Harrison CM,5 - 8,Sunderland v Leeds
Lucas Perri CM,3 - 6,Sunderland v Leeds
Will Hughes CM,17 - 21,Crystal Palace v Tottenham
Yeremi Pino CM,12 - 16,Crystal Palace v Tottenham
Jefferson Lerma CM,12 - 16,Crystal Palace v Tottenham
Chrisantus Uche CM,11 - 15,Crystal Palace v Tottenham
Eddie Nketiah CM,11 - 15,Crystal Palace v Tottenham
Marc Guehi CM,10 - 14,Crystal Palace v Tottenham
Nathaniel Clyne CM,9 - 13,Crystal Palace v Tottenham
Jaydee Canvot CM,9 - 13,Crystal Palace v Tottenham
Borna Sosa CM,8 - 12,Crystal Palace v Tottenham
Maxence Lacroix CM,7 - 10,Crystal Palace v Tottenham
Chris Richards CM,7 - 10,Crystal Palace v Tottenham
Romain Esse CM,6 - 9,Crystal Palace v Tottenham
Justin Devenny CM,6 - 9,Crystal Palace v Tottenham
Tyrick Mitchell CM,6 - 9,Crystal Palace v Tottenham
Adam Wharton CM,6 - 9,Crystal Palace v Tottenham
Jean-Philippe Mateta CM,5 - 8,Crystal Palace v Tottenham
Dean Henderson CM,7 - 10,Crystal Palace v Tottenham
Joao Palhinha CM,21 - 25,Crystal Palace v Tottenham
Rodrigo Bentancur CM,21 - 25,Crystal Palace v Tottenham
Brennan Johnson CM,15 - 19,Crystal Palace v Tottenham
Richarlison CM,15 - 19,Crystal Palace v Tottenham
Kevin Danso CM,12 - 16,Crystal Palace v Tottenham
Micky van de Ven CM,12 - 16,Crystal Palace v Tottenham
Pedro Porro CM,12 - 16,Crystal Palace v Tottenham
Djed Spence CM,10 - 14,Crystal Palace v Tottenham
Mohammed Kudus CM,9 - 13,Crystal Palace v Tottenham
Lucas Bergvall CM,9 - 13,Crystal Palace v Tottenham
Ben Davies CM,9 - 13,Crystal Palace v Tottenham
Randal Kolo Muani CM,7 - 11,Crystal Palace v Tottenham
Mathys Tel CM,7 - 11,Crystal Palace v Tottenham
Archie Gray CM,7 - 10,Crystal Palace v Tottenham
Wilson Odobert CM,5 - 8,Crystal Palace v Tottenham
Guglielmo Vicario CM,6 - 9,Crystal Palace v Tottenham
