assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,4,0,0.2,594,0.0,0.04,0.04,2.03,111,3,0,1.4,5.2,2023-11-11,79,1,0,0,0,0,12,0,19555,1,1,3,9.0,2,-1339,1715,3054,54,False,0,594,,,0,1,0.0221723821014165,84,FW,Arsenal,Burnley,3,1,22006,2023,623283,0.0,0,0,0,0.0221723821014165,0.036893144249916,0.0147207602858543,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,5,12,0.7,FWD
0,0,6,1,12.1,594,0.05,0.15,0.1,0.38,122,0,0,4.6,11.2,2023-11-25,72,19,0,0,0,0,13,0,19658,1,2,1,23.0,2,-98,2557,2655,53,True,0,594,,,0,2,0.1068196073174476,74,FW,Burnley,West Ham,1,2,22016,2023,624847,0.0887795984745025,0,1,0,0.1068196073174476,0.1955992132425308,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,13,1.5,FWD
1,2,40,1,26.8,594,0.11,0.36,0.25,0.36,134,0,1,12.4,62.8,2023-12-02,76,17,0,0,0,0,14,0,21044,1,0,5,34.0,11,1028,3498,2470,53,True,0,594,,,1,2,0.4464438855648041,82,FW,Burnley,Sheffield United,5,0,22028,2023,626476,0.179061084985733,1,2,1,0.4464438855648041,1.123125433921814,0.4976204931735992,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,14,4.2,FWD
0,0,4,0,14.3,594,0.01,0.11,0.1,0.83,149,1,0,3.6,10.0,2023-12-05,90,20,0,0,0,0,15,0,25500,1,0,1,12.0,2,4168,6295,2127,53,False,0,594,,,0,2,0.0850225612521171,90,FW,Wolverhampton Wanderers,Burnley,1,0,22042,2023,627895,0.0288562290370464,0,1,0,0.0850225612521171,0.0586180314421653,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,15,3.7,FWD
0,0,6,0,13.3,594,0.04,0.13,0.09,1.61,152,1,0,4.2,11.4,2023-12-09,81,5,0,0,0,0,16,0,24686,1,1,1,17.0,2,-685,2583,3268,53,False,0,594,,,0,1,0.0915458872914314,84,FW,Brighton,Burnley,1,1,22046,2023,628715,0.0969514474272728,0,1,0,0.0915458872914314,0.2513257265090942,0.06282839179039,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,3,16,3.3,FWD
0,0,5,0,14.1,594,0.09,0.13,0.04,1.34,164,2,0,3.7,5.4,2023-12-16,90,9,0,0,0,0,17,0,22659,1,2,0,17.0,2,-2252,1753,4005,53,True,0,594,,,0,2,0.0715224891901016,90,FW,Burnley,Everton,0,2,22058,2023,630488,0.0841428041458129,0,1,0,0.0715224891901016,0.3256113231182098,0.3144922852516174,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,17,3.3,FWD
0,0,6,1,7.8,594,0.04,0.13,0.09,1.18,173,0,0,2.5,7.0,2023-12-23,79,10,0,0,0,0,18,0,25069,1,2,0,10.0,2,2199,4166,1967,53,False,0,594,,,0,1,0.0637822225689888,84,FW,Fulham,Burnley,0,2,22067,2023,632721,0.0,0,0,0,0.0637822225689888,0.0959032699465751,0.032121043652296,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,3,18,3.0,FWD
0,0,4,0,2.2,594,0.0,0.09,0.09,1.33,185,1,0,0.9,0.0,2023-12-26,84,11,0,0,0,0,19,0,23235,1,2,0,7.0,2,-1879,1818,3697,53,True,0,594,,,0,1,0.0529809258878231,87,FW,Burnley,Liverpool,0,2,22079,2023,633013,0.0,0,0,0,0.0529809258878231,0.0529809258878231,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,4,2,19,2.5,FWD
0,2,30,0,14.4,594,0.12,0.65,0.53,1.13,191,2,1,11.1,44.2,2023-12-30,58,2,0,0,0,0,20,0,21473,1,2,3,52.0,7,-1897,1419,3316,53,False,0,594,,,1,2,0.6467139720916748,66,FW,Aston Villa,Burnley,3,2,22085,2023,633541,0.1065576672554016,0,1,1,0.6467139720916748,0.2504269778728485,0.2030949145555496,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,4,20,2.3,FWD
0,3,28,1,26.1,594,0.02,0.35,0.33,0.72,205,0,1,8.5,40.0,2024-01-12,82,12,0,0,0,0,21,0,34767,1,1,1,19.0,9,11398,17168,5770,53,True,0,594,,,1,1,0.5467406511306763,86,FW,Burnley,Luton,1,1,22096,2023,634537,0.0627795904874801,0,2,1,0.5467406511306763,0.773040235042572,0.1635200232267379,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,21,6.5,FWD
0,0,-4,0,0.8,594,0.0,0.22,0.22,1.38,220,3,0,0.7,0.0,2024-01-31,58,13,0,0,0,0,22,0,30540,1,1,3,9.0,1,-3983,5313,9296,53,False,0,594,,,0,2,0.3229617476463318,61,FW,Manchester City,Burnley,3,1,22114,2023,637950,0.0,0,0,0,0.3229617476463318,0.4350806474685669,0.1121188998222351,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,5,22,4.0,FWD
0,0,6,0,0.7,594,0.0,0.02,0.02,0.84,225,2,0,1.6,8.0,2024-02-03,62,10,0,0,0,0,23,0,34850,1,2,2,7.0,2,4120,7215,3095,53,True,0,594,,,0,1,0.0233193933963775,67,FW,Burnley,Fulham,2,2,22119,2023,638582,0.0,0,0,0,0.0233193933963775,0.0233193933963775,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,23,4.0,FWD
0,0,6,0,24.6,594,0.24,0.56,0.32,2.14,234,3,0,7.5,14.0,2024-02-10,85,11,0,0,0,0,24,0,26795,1,1,3,36.0,2,-7997,1054,9051,53,False,0,594,,,0,2,0.371194988489151,89,FW,Liverpool,Burnley,3,1,22128,2023,640111,0.2941026389598846,0,2,0,0.371194988489151,0.5963927507400513,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,5,24,1.2,FWD
0,0,3,0,0.4,594,0.0,0.0,0.0,0.95,242,2,0,0.9,8.4,2024-02-17,45,1,0,0,0,0,25,0,26705,1,5,0,0.0,1,-158,3621,3779,53,True,0,594,,,0,0,0.0,49,FW,Burnley,Arsenal,0,5,22136,2023,641739,0.0,0,0,0,0.0,0.0,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,5,2,25,1.0,FWD
0,0,1,0,0.7,594,0.0,0.0,0.0,0.32,256,0,0,0.0,0.0,2024-02-24,36,8,0,0,0,0,26,0,32624,1,0,3,0.0,1,4436,7514,3078,53,False,0,594,,,0,0,0.0,36,FW,Crystal Palace,Burnley,3,0,22150,2023,643259,0.0,0,0,0,0.0,0.0,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,26,0.0,FWD
0,0,4,0,0.8,594,0.02,0.02,0.0,0.2,262,1,0,0.9,4.2,2024-03-03,21,3,0,0,0,0,27,0,29442,0,2,0,4.0,1,-2083,2103,4186,53,True,0,594,,,0,0,0.0,15,Sub,Burnley,Bournemouth,0,2,22156,2023,645469,0.0,0,0,0,0.0,0.0,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,27,0.7,FWD
0,0,-3,0,5.3,594,0.01,0.05,0.04,0.45,283,1,0,3.4,2.2,2024-03-16,25,4,0,0,0,0,29,0,38218,0,1,2,26.0,0,2898,4461,1563,53,True,1,594,,,0,2,0.0550803430378437,15,Sub,Burnley,Brentford,2,1,22177,2023,648344,0.0,0,0,0,0.0550803430378437,0.0550803430378437,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,29,0.0,FWD
0,0,1,0,0.9,594,0.0,0.05,0.05,2.07,294,1,0,0.6,0.4,2024-03-30,44,7,0,0,0,0,30,0,26713,1,2,2,5.0,1,-2347,1014,3361,53,False,0,594,,,0,1,0.0546199604868888,44,FW,Chelsea,Burnley,2,2,22188,2023,649790,0.0,0,0,0,0.0546199604868888,0.1447700411081314,0.1447700411081314,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,3,30,0.0,FWD
0,0,3,0,0.3,594,0.0,0.0,0.0,0.04,314,0,0,0.3,2.2,2024-04-06,6,9,0,0,0,0,32,0,24668,0,0,1,0.0,1,-1174,423,1597,52,False,0,594,,,0,0,0.0,3,Sub,Everton,Burnley,1,0,22208,2023,651735,0.0,0,0,0,0.0,0.0,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,32,-0.1,FWD
0,0,3,0,1.3,594,0.0,0.0,0.0,0.17,338,0,0,0.2,0.2,2024-04-20,5,17,0,0,0,0,34,0,22931,0,4,1,0.0,1,-908,750,1658,52,False,0,594,,,0,0,0.0,3,Sub,Sheffield United,Burnley,1,4,22232,2023,654889,0.0,0,0,0,0.0,0.0,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,34,0.6,FWD
0,2,28,0,0.3,594,0.0,0.93,0.93,0.89,345,1,1,6.6,40.0,2024-04-27,33,14,0,0,0,0,35,0,22237,0,1,1,26.0,7,-782,470,1252,51,False,0,594,,,1,3,0.8596326112747192,31,Sub,Manchester United,Burnley,1,1,22239,2023,657003,0.0,0,0,0,0.0984637737274169,0.0984637737274169,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,4,35,1.7,FWD
0,0,2,0,1.3,594,0.0,0.02,0.02,0.35,354,0,0,0.3,0.0,2024-05-04,5,15,0,0,0,0,36,0,22636,0,4,1,2.0,1,272,1070,798,51,True,0,594,,,0,1,0.0174981132149696,1,Sub,Burnley,Newcastle United,1,4,22248,2023,658878,0.0,0,0,0,0.0174981132149696,0.0174981132149696,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,3,2,36,1.7,FWD
0,0,3,0,0.0,594,0.0,0.0,0.0,0.0,368,0,0,0.0,0.0,2024-05-11,2,18,0,0,0,0,37,0,21239,0,1,2,0.0,1,-1335,221,1556,51,False,0,594,,,0,0,0.0,1,Sub,Tottenham,Burnley,2,1,22262,2023,660654,0.0,0,0,0,0.0,0.0,0.0,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,4,37,1.5,FWD
0,0,-2,0,14.3,594,0.04,0.51,0.47,1.41,374,2,0,2.7,0.0,2024-05-19,74,16,0,0,0,0,38,0,22121,1,2,1,16.0,2,695,1490,795,51,True,0,594,,,0,4,0.4729348421096802,79,FW,Burnley,Nottingham Forest,1,2,22268,2023,663153,0.0220085326582193,0,1,0,0.4729348421096802,0.5799580216407776,0.1559158414602279,11701,Burnley,Zeki Amdouni,Zeki Amdouni,2,2,38,2.3,FWD
