assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
1,0,24,0,14.9,805,0.16,0.16,0.0,1.28,225,2,0,4.0,25.0,2024-02-03,89,10,0,0,0,0,23,0,50,1,2,2,0.0,4,36,38,2,40,True,0,0,0,0.0,90,Burnley,Fulham,2,2,22119,2023,638573,0.4565720558166504,1,1,0,0.0,0.013242888264358,0.013242888264358,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,23,1.4,DEF
0,0,7,0,1.0,805,0.0,0.03,0.03,2.86,234,3,0,2.4,20.6,2024-02-10,90,11,0,0,0,0,24,0,3061,1,1,3,2.0,1,2762,3143,381,40,False,0,0,1,0.0135682364925742,90,Liverpool,Burnley,3,1,22128,2023,640103,0.0,0,0,0,0.0135682364925742,0.0,0.0,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,5,24,2.0,DEF
0,0,3,0,0.8,805,0.0,0.0,0.0,2.23,242,5,0,0.7,4.4,2024-02-17,79,1,0,0,0,0,25,0,5521,1,5,0,2.0,-1,1659,2326,667,40,True,1,0,0,0.0,83,Burnley,Arsenal,0,5,22136,2023,641731,0.0,0,0,0,0.0,0.0667940825223922,0.0667940825223922,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,5,2,25,0.8,DEF
0,0,5,0,15.3,805,0.06,0.06,0.0,2.39,256,3,0,3.6,20.2,2024-02-24,90,8,0,0,0,0,26,0,6158,1,0,3,0.0,1,793,1472,679,40,False,0,0,0,0.0,90,Crystal Palace,Burnley,3,0,22150,2023,643251,0.0380685739219188,0,1,0,0.0,0.0380685739219188,0.0,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,26,0.0,DEF
0,0,8,0,37.5,805,0.07,0.07,0.0,1.1,262,2,0,6.1,21.2,2024-03-03,90,3,0,0,0,0,27,0,5836,1,2,0,2.0,1,39,753,714,40,True,0,0,0,0.0,90,Burnley,Bournemouth,0,2,22156,2023,645457,0.1392862200736999,0,3,0,0.0,0.1392862200736999,0.0139463050290942,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,27,0.0,DEF
0,0,5,0,0.7,805,0.0,0.0,0.0,1.82,279,2,0,1.9,14.6,2024-03-10,90,19,0,0,0,0,28,0,5709,1,2,2,4.0,0,-226,284,510,40,False,1,0,0,0.0,90,West Ham,Burnley,2,2,22173,2023,647321,0.0,0,0,0,0.0,0.0217197258025407,0.0217197258025407,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,3,28,-0.3,DEF
0,0,16,0,43.2,805,0.56,0.59,0.03,1.07,283,1,0,7.0,14.0,2024-03-16,90,4,0,0,0,0,29,0,14062,1,1,2,13.0,2,711,1019,308,40,True,0,0,1,0.1008105427026748,90,Burnley,Brentford,2,1,22177,2023,648333,0.8046190142631531,0,4,0,0.1008105427026748,1.3275270462036133,1.14567768573761,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,29,0.5,DEF
0,0,-10,0,0.6,805,0.01,0.01,0.0,6.94,294,2,0,0.0,0.0,2024-03-30,39,7,0,0,0,1,30,0,6465,1,2,2,0.0,-3,-167,514,681,40,False,0,0,0,0.0,39,Chelsea,Burnley,2,2,22188,2023,649781,0.0,0,0,0,0.0,0.0175080262124538,0.0175080262124538,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,3,30,-0.5,DEF
0,0,5,0,1.1,805,0.02,0.02,0.0,0.79,314,1,0,1.6,6.6,2024-04-06,83,9,0,0,0,0,32,0,5574,1,0,1,8.0,2,-93,253,346,40,False,0,0,0,0.0,87,Everton,Burnley,1,0,22208,2023,651724,0.0,0,0,0,0.0,0.0946695506572723,0.0946695506572723,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,32,-0.3,DEF
0,0,10,0,16.8,805,0.31,0.34,0.03,0.91,324,1,0,4.4,20.4,2024-04-13,90,5,0,0,0,0,33,0,6291,1,1,1,7.0,2,612,954,342,40,True,0,0,1,0.0308495108038187,90,Burnley,Brighton,1,1,22218,2023,653230,0.078040100634098,0,1,0,0.0308495108038187,0.6053206920623779,0.4964310824871063,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,33,-0.3,DEF
1,3,40,0,26.2,805,0.28,0.47,0.19,2.43,338,1,1,13.8,76.0,2024-04-20,90,17,0,0,0,0,34,0,7162,1,4,1,36.0,14,788,1409,621,40,False,0,1,2,0.1700429320335388,90,Sheffield United,Burnley,1,4,22232,2023,654878,0.4992229640483856,1,2,1,0.1700429320335388,0.6692659258842468,0.4460296630859375,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,34,3.0,DEF
0,0,11,0,1.6,805,0.04,0.07,0.03,2.71,345,1,0,3.1,13.0,2024-04-27,90,14,0,0,0,0,35,0,12831,1,1,1,16.0,2,5124,6640,1516,40,False,0,0,1,0.0175671316683292,90,Manchester United,Burnley,1,1,22239,2023,656992,0.0,0,0,0,0.0175671316683292,0.1728362143039703,0.1552690863609314,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,4,35,4.5,DEF
0,0,14,0,12.8,805,0.02,0.12,0.1,3.58,354,4,0,6.0,22.8,2024-05-04,90,15,0,0,0,0,36,0,18119,1,4,1,24.0,0,5082,6557,1475,40,True,0,0,2,0.0634202808141708,90,Burnley,Newcastle United,1,4,22248,2023,658866,0.0593788065016269,0,1,0,0.0634202808141708,0.6119567155838013,0.5485364198684692,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,3,2,36,4.0,DEF
0,0,-1,0,0.4,805,0.0,0.0,0.0,2.5,368,2,0,0.9,8.8,2024-05-11,90,18,0,0,0,0,37,0,23080,1,1,2,0.0,0,3956,8118,4162,40,False,1,0,0,0.0,90,Tottenham,Burnley,2,1,22262,2023,660642,0.0,0,0,0,0.0,0.072248063981533,0.072248063981533,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,4,37,3.0,DEF
0,0,3,0,3.1,805,0.02,0.03,0.01,1.01,374,2,0,1.1,2.6,2024-05-19,45,16,0,0,0,0,38,0,27032,1,2,1,5.0,0,4248,6432,2184,40,True,0,0,1,0.012331779114902,50,Burnley,Nottingham Forest,1,2,22268,2023,663144,0.0,0,0,0,0.012331779114902,0.0995529219508171,0.0995529219508171,805,8973,Burnley,Lorenz Assignon,Lorenz Assignon,2,2,38,0.0,DEF
