assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,1,31,1,0.4,330,0.01,0.01,0.0,0.88,214,0,0,1.7,14.6,2024-01-30,90,5,0,0,0,0,22,0,3818,1,0,4,2.0,7,-302,389,691,44,True,0,330,,,0,0,0.0,90,DC,Luton,Brighton,4,0,22107,2023,637806,0.0,0,0,0,0.0,1.0319373607635498,1.0319373607635498,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,22,4.0,DEF
0,0,17,0,0.4,330,0.0,0.48,0.48,2.28,229,4,1,8.5,51.8,2024-02-03,90,15,0,0,0,0,23,0,4566,1,4,4,33.0,5,637,1024,387,44,False,1,330,,,1,1,0.4703249633312225,90,DC,Newcastle United,Luton,4,4,22123,2023,638618,0.0,0,0,1,0.4703249633312225,0.0,0.0,12151,Luton,Gabriel Osho,Gabriel Osho,2,4,23,3.7,DEF
0,0,9,0,1.2,330,0.01,0.16,0.15,1.81,235,3,0,2.7,15.6,2024-02-10,90,17,0,0,0,0,24,0,17672,1,3,1,10.0,1,12455,14111,1656,44,True,0,330,,,0,2,0.153211236000061,90,DC,Luton,Sheffield United,1,3,22129,2023,640150,0.0,0,0,0,0.153211236000061,0.0181482005864381,0.0181482005864381,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,24,4.3,DEF
0,0,4,0,1.8,330,0.01,0.23,0.22,2.81,245,2,0,2.5,10.2,2024-02-18,90,14,0,0,0,0,25,0,31659,1,2,1,13.0,0,4297,10172,5875,44,True,1,330,,,0,3,0.228618249297142,90,DC,Luton,Manchester United,1,2,22139,2023,642536,0.0,0,0,0,0.228618249297142,0.0737474411725997,0.0737474411725997,12151,Luton,Gabriel Osho,Gabriel Osho,3,2,25,3.7,DEF
0,0,8,0,10.1,330,0.0,0.0,0.0,3.31,257,4,0,4.2,29.8,2024-02-21,90,11,0,0,0,0,25,0,31659,1,1,4,2.0,0,4297,10172,5875,44,False,0,330,,,0,0,0.0,90,DC,Liverpool,Luton,4,1,22151,2023,642851,0.0462465025484561,0,1,0,0.0,0.0462465025484561,0.0,12151,Luton,Gabriel Osho,Gabriel Osho,2,5,25,3.7,DEF
0,0,10,0,0.6,330,0.01,0.03,0.02,2.37,276,1,0,1.9,12.2,2024-03-09,80,8,0,0,0,0,28,0,12860,1,1,1,6.0,2,-3722,217,3939,44,False,0,330,,,0,1,0.0325529836118221,85,DC,Crystal Palace,Luton,1,1,22170,2023,646671,0.0,0,0,0,0.0325529836118221,0.0,0.0,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,28,-0.1,DEF
0,0,17,0,14.5,330,0.08,0.08,0.0,3.14,336,5,0,3.6,21.4,2024-04-20,90,4,0,0,0,0,34,0,6565,1,5,1,0.0,0,-694,57,751,44,True,0,330,,,0,0,0.0,90,DC,Luton,Brentford,1,5,22230,2023,654801,0.0491122342646122,0,1,0,0.0,0.1099995151162147,0.1099995151162147,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,34,0.0,DEF
0,0,15,0,2.2,330,0.01,0.01,0.0,1.21,350,2,0,2.1,14.8,2024-04-27,90,20,0,0,0,0,35,0,6535,1,1,2,4.0,1,-138,169,307,44,False,0,330,,,0,0,0.0,90,DC,Wolverhampton Wanderers,Luton,2,1,22244,2023,658296,0.0,0,0,0,0.0,0.1675809323787689,0.1675809323787689,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,35,-0.3,DEF
0,0,13,0,1.4,330,0.01,0.05,0.04,1.43,358,1,0,2.2,17.4,2024-05-03,90,9,0,0,0,0,36,0,6654,1,1,1,3.0,2,68,325,257,44,True,0,330,,,0,1,0.0288616567850112,90,DC,Luton,Everton,1,1,22252,2023,658558,0.0,0,0,0,0.0288616567850112,0.3372659385204315,0.308404266834259,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,36,0.3,DEF
0,0,12,0,0.3,330,0.0,0.0,0.0,3.24,369,3,0,2.7,24.4,2024-05-11,90,19,0,0,0,0,37,0,6490,1,1,3,2.0,1,-175,194,369,44,False,0,330,,,0,0,0.0,90,DC,West Ham,Luton,3,1,22263,2023,660612,0.0,0,0,0,0.0,0.0,0.0,12151,Luton,Gabriel Osho,Gabriel Osho,2,3,37,0.5,DEF
0,0,4,0,0.1,330,0.0,0.02,0.02,1.06,378,4,0,0.7,4.2,2024-05-19,90,10,0,0,0,0,38,0,6621,1,4,2,3.0,0,51,344,293,44,True,0,330,,,0,1,0.013161851093173,90,DC,Luton,Fulham,2,4,22272,2023,663018,0.0,0,0,0,0.013161851093173,0.086904227733612,0.0737423822283744,12151,Luton,Gabriel Osho,Gabriel Osho,2,2,38,0.5,DEF
