assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,5,0,12.4,168,0.04,0.18,0.14,2.09,1,3,0,3.3,7.8,2023-08-11,90,13,0,0,0,0,1,0,20128,1,3,0,13.0,2,0,0,0,50,True,0,168,,,Lyle Foster,0,2,0.1147281676530838,90,ML,Burnley,Manchester City,0,3,22275,2023,603612,0.0639837458729744,0,1,0,0.1147281676530838,0.2367667406797409,0.1220385655760765,22275,Burnley,Lyle Foster,Lyle Foster,5,2,1,-0.1,FWD,2
0,1,23,0,2.2,168,0.0,0.13,0.13,2.49,25,3,1,5.7,34.0,2023-08-27,80,2,0,0,0,0,3,0,29467,1,3,1,21.0,7,-1880,2542,4422,50,True,0,168,,,Lyle Foster,1,1,0.0798927545547485,84,FW,Burnley,Aston Villa,1,3,22302,2023,607446,0.0,0,0,1,0.0798927545547485,0.0955215469002723,0.0156287904828786,22302,Burnley,Lyle Foster,Lyle Foster,3,2,3,4.0,FWD,6
0,0,25,0,13.2,168,0.05,0.59,0.54,2.27,34,5,1,9.5,40.2,2023-09-02,90,18,0,0,0,0,4,0,41532,1,5,2,42.0,6,8353,12259,3906,50,True,0,168,,,Lyle Foster,1,2,0.9348651170730592,90,FW,Burnley,Tottenham,2,5,21929,2023,608683,0.020989840850234,0,1,1,0.9348651170730592,1.212151288986206,0.2562962770462036,21929,Burnley,Lyle Foster,Lyle Foster,3,2,4,4.5,FWD,6
1,0,5,0,11.9,168,0.01,0.16,0.15,0.75,47,1,0,5.4,22.0,2023-09-18,90,16,0,0,0,1,5,0,92421,1,1,1,20.0,2,43638,54209,10571,50,False,0,168,,,Lyle Foster,0,2,0.3868247866630554,90,FW,Nottingham Forest,Burnley,1,1,21944,2023,611607,0.0594777837395668,1,1,0,0.3868247866630554,0.0749008506536483,0.0,21944,Burnley,Lyle Foster,Lyle Foster,2,2,5,4.5,FWD,2
0,3,28,1,3.3,168,0.04,0.51,0.47,1.12,15,0,1,6.3,37.8,2023-10-03,79,12,0,0,0,0,7,0,59280,1,2,1,22.0,9,-15950,2509,18459,50,False,0,168,,,Lyle Foster,1,2,0.349583625793457,84,FW,Luton,Burnley,1,2,22289,2023,615891,0.0,0,0,1,0.349583625793457,0.4008245766162872,0.0512409321963787,22289,Burnley,Lyle Foster,Lyle Foster,2,2,2,0.0,FWD,6
1,0,14,0,13.0,168,0.09,0.22,0.13,1.58,73,4,0,4.0,22.6,2023-10-07,90,7,0,0,0,0,8,0,86161,1,4,1,4.0,5,23436,34513,11077,50,True,0,168,,,Lyle Foster,0,1,0.0786694809794426,90,FW,Burnley,Chelsea,1,4,21967,2023,616379,0.1047139540314674,1,1,0,0.0786694809794426,0.18338343501091,0.0,21967,Burnley,Lyle Foster,Lyle Foster,3,2,8,3.0,FWD,5
0,0,5,0,23.5,168,0.25,0.25,0.0,3.24,83,3,0,3.5,3.8,2023-10-21,90,4,0,0,0,0,9,0,146586,1,0,3,8.0,2,57099,69983,12884,50,False,0,168,,,Lyle Foster,0,0,0.0,90,FW,Brentford,Burnley,3,0,21977,2023,618117,0.5296838283538818,0,2,0,0.0,0.6007806062698364,0.0918160378932952,21977,Burnley,Lyle Foster,Lyle Foster,2,2,9,3.5,FWD,2
0,0,2,0,3.9,168,0.0,0.07,0.07,0.37,164,0,0,3.2,5.0,2023-12-16,45,9,0,0,0,0,17,0,58962,0,2,0,23.0,1,-7955,94,8049,49,True,0,168,,,Lyle Foster,0,2,0.1529762595891952,40,Sub,Burnley,Everton,0,2,22058,2023,630493,0.0,0,0,0,0.1529762595891952,0.0648293644189834,0.0111190415918827,22058,Burnley,Lyle Foster,Lyle Foster,2,2,17,-0.1,FWD,1
1,0,14,1,22.4,168,0.02,0.09,0.07,0.91,173,0,0,5.5,23.4,2023-12-23,64,10,0,0,0,0,18,0,59418,1,2,0,9.0,5,-377,2191,2568,48,False,0,168,,,Lyle Foster,0,1,0.0916734188795089,69,FW,Fulham,Burnley,0,2,22067,2023,632720,0.0959032699465751,1,2,0,0.0916734188795089,0.1875766813755035,0.0637822225689888,22067,Burnley,Lyle Foster,Lyle Foster,2,3,18,0.5,FWD,5
0,0,7,0,11.7,168,0.01,0.01,0.0,1.33,185,1,0,1.9,7.6,2023-12-26,84,11,0,0,0,0,19,0,59234,1,2,0,0.0,2,-440,2279,2719,48,True,0,168,,,Lyle Foster,0,0,0.0,87,FW,Burnley,Liverpool,0,2,22079,2023,633012,0.0315666683018207,0,1,0,0.0,0.0315666683018207,0.0315666683018207,22079,Burnley,Lyle Foster,Lyle Foster,4,2,19,0.3,FWD,2
