assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,10,0,0.7,316,0.0,0.0,0.0,4.1,4,4,0,2.2,21.2,2023-08-12,90,5,0,0,0,0,1,0,773157,1,1,4,0.0,0,0,0,0,40,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Brighton,Luton,4,1,22278,2023,603773,0.0,0,0,0,0.0,0.0,0.0,22278,Luton,Amari'i Bell,Amari&#039;i Bell,2,3,1,0.5,DEF,0
0,0,14,0,0.9,316,0.01,0.01,0.0,2.09,26,3,0,3.1,30.4,2023-08-25,90,7,0,0,0,0,3,0,709311,1,0,3,0.0,1,-43829,15992,59821,40,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Chelsea,Luton,3,0,22295,2023,606598,0.0,0,0,0,0.0,0.1148169115185737,0.1148169115185737,22295,Luton,Amari'i Bell,Amari&#039;i Bell,2,3,3,0.0,DEF,1
0,0,15,0,1.4,316,0.03,0.03,0.0,1.06,38,2,0,1.5,13.8,2023-09-01,90,19,0,0,0,0,4,0,650293,1,2,1,0.0,1,-60354,8086,68440,40,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,West Ham,1,2,21925,2023,608276,0.0,0,0,0,0.0,0.5723549723625183,0.5723549723625183,21925,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,4,0.2,DEF,1
0,0,4,0,0.0,316,0.0,0.37,0.37,0.98,44,1,0,4.5,12.4,2023-09-16,90,10,0,0,0,0,5,0,623741,1,0,1,33.0,2,-30976,17822,48798,40,False,0,316,,,Amari'i Bell,0,1,0.4917406141757965,90,DL,Fulham,Luton,1,0,21939,2023,610419,0.0,0,0,0,0.4917406141757965,0.8483845591545105,0.356643944978714,21939,Luton,Amari'i Bell,Amari&#039;i Bell,2,3,5,0.8,DEF,2
0,0,14,0,13.1,316,0.02,0.02,0.0,0.59,58,1,0,3.2,19.2,2023-09-23,90,20,0,0,0,0,6,0,607684,1,1,1,0.0,2,-17732,16095,33827,40,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Wolverhampton Wanderers,1,1,21945,2023,612178,0.0153027353808283,0,1,0,0.0,0.1575977057218551,0.1422949731349945,21945,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,6,1.2,DEF,2
0,0,8,0,0.6,316,0.01,0.01,0.0,2.9,63,1,0,0.8,7.2,2023-09-30,90,9,0,0,0,0,7,0,604496,1,2,1,0.0,2,-4827,26648,31475,40,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Everton,Luton,1,2,21956,2023,614585,0.0,0,0,0,0.0,0.0,0.0,21956,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,7,3.1,DEF,2
0,0,10,0,29.0,316,0.2,0.21,0.01,1.68,125,1,0,6.7,29.2,2023-11-25,90,8,0,0,0,0,13,0,316847,1,1,2,9.0,2,-13110,2082,15192,39,True,0,316,,,Amari'i Bell,0,1,0.0076373196206986,90,DML,Luton,Crystal Palace,2,1,22019,2023,624870,0.1948056370019912,0,2,0,0.0076373196206986,0.1948056370019912,0.0,22019,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,13,0.2,DEF,2
0,0,18,0,0.8,316,0.0,0.0,0.0,3.47,133,3,0,2.4,23.0,2023-12-02,90,4,0,0,0,0,14,0,318215,1,1,3,0.0,1,-322,4770,5092,39,False,0,316,,,Amari'i Bell,0,0,0.0,90,DML,Brentford,Luton,3,1,22027,2023,626518,0.0,0,0,0,0.0,0.0225258432328701,0.0225258432328701,22027,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,14,0.3,DEF,1
0,0,11,0,13.3,316,0.0,0.0,0.0,2.44,146,4,0,3.4,20.4,2023-12-05,90,1,0,0,0,0,15,0,326286,1,4,3,0.0,0,6806,10671,3865,39,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Arsenal,3,4,22039,2023,627902,0.014213053509593,0,1,0,0.0,0.0460235141217708,0.031810462474823,22039,Luton,Amari'i Bell,Amari&#039;i Bell,5,2,15,-0.2,DEF,0
0,0,7,0,10.8,316,0.01,0.01,0.0,1.6,156,2,0,1.9,7.8,2023-12-10,90,13,0,0,0,0,16,0,326214,1,2,1,0.0,1,149,5587,5438,39,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Manchester City,1,2,22050,2023,629326,0.0246841944754123,0,1,0,0.0,0.0246841944754123,0.0,22050,Luton,Amari'i Bell,Amari&#039;i Bell,5,2,16,-0.7,DEF,1
0,1,29,1,11.3,316,0.01,0.01,0.0,1.24,175,0,0,2.6,14.8,2023-12-23,75,15,0,0,0,0,18,0,317449,1,0,1,0.0,7,-4980,2315,7295,39,True,0,316,,,Amari'i Bell,0,0,0.0,79,DC,Luton,Newcastle United,1,0,22069,2023,632635,0.0265244431793689,0,1,0,0.0,0.5942808985710144,0.5677564144134521,22069,Luton,Amari'i Bell,Amari&#039;i Bell,3,2,18,1.2,DEF,6
0,0,9,0,0.8,316,0.01,0.01,0.0,2.59,190,2,0,2.2,21.4,2023-12-26,90,17,0,0,0,0,19,0,329744,1,3,2,0.0,1,9501,13185,3684,39,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Sheffield United,Luton,2,3,22084,2023,632959,0.0,0,0,0,0.0,0.1182882636785507,0.1182882636785507,22084,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,19,1.5,DEF,1
0,0,12,0,12.5,316,0.01,0.01,0.0,1.5,195,3,0,2.6,13.4,2023-12-30,90,7,0,0,0,0,20,0,340517,1,3,2,0.0,1,10293,19624,9331,39,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Chelsea,2,3,22089,2023,633365,0.0377736538648605,0,1,0,0.0,0.1531338542699813,0.1153601929545402,22089,Luton,Amari'i Bell,Amari&#039;i Bell,3,2,20,1.5,DEF,1
