assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,18,0,0.6,611,0.0,0.0,0.0,2.9,115,4,0,2.4,23.4,2023-11-12,90,13,0,0,0,0,12,0,462990,1,4,4,0.0,0,-21848,5789,27637,50,True,0,611,,,0,0,0.0,90,DC,Chelsea,Manchester City,4,4,22009,2023,624144,0.0,0,0,0,0.0,0.586574912071228,0.586574912071228,6885,Chelsea,Axel Disasi,Axel Disasi,5,3,12,0.3,DEF
0,0,13,0,1.8,611,0.0,0.0,0.0,1.02,135,2,0,2.2,20.2,2023-12-03,90,5,0,0,0,0,14,0,430917,1,2,3,0.0,1,-23393,3046,26439,50,True,0,611,,,0,0,0.0,90,DR,Chelsea,Brighton,3,2,22029,2023,627237,0.0,0,0,0,0.0,0.0226736757904291,0.0226736757904291,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,14,0.8,DEF
0,0,12,0,3.5,611,0.0,0.0,0.0,4.07,150,2,0,1.5,11.2,2023-12-06,90,14,0,0,0,0,15,0,414950,1,1,2,0.0,1,-16594,1433,18027,50,False,0,611,,,0,0,0.0,90,DC,Manchester United,Chelsea,2,1,22044,2023,628099,0.0,0,0,0,0.0,0.0779343619942665,0.0779343619942665,6885,Chelsea,Axel Disasi,Axel Disasi,3,4,15,0.0,DEF
0,0,15,0,3.3,611,0.07,0.07,0.0,1.08,154,2,0,2.7,19.4,2023-12-10,90,9,0,0,0,0,16,0,408187,1,0,2,4.0,1,-7422,6487,13909,49,False,0,611,,,0,0,0.0,90,DC,Everton,Chelsea,2,0,22048,2023,629279,0.0,0,0,0,0.0,0.1606839895248413,0.1606839895248413,6885,Chelsea,Axel Disasi,Axel Disasi,3,2,16,0.6,DEF
0,0,24,1,6.0,611,0.02,0.02,0.0,0.37,165,0,0,2.6,19.6,2023-12-16,90,17,0,0,0,0,17,0,419316,1,0,2,0.0,6,7977,20796,12819,49,True,0,611,,,0,0,0.0,90,DR,Chelsea,Sheffield United,2,0,22059,2023,630269,0.0,0,0,0,0.0,0.6388901472091675,0.6388901472091675,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,17,2.3,DEF
0,1,18,0,2.6,611,0.05,0.05,0.0,1.31,180,2,0,2.6,23.8,2023-12-24,90,20,0,0,0,0,18,0,422071,1,1,2,0.0,2,2577,11791,9214,49,False,0,611,,,0,0,0.0,90,DC,Wolverhampton Wanderers,Chelsea,2,1,22073,2023,632898,0.0,0,0,0,0.0,0.6890219449996948,0.6890219449996948,6885,Chelsea,Axel Disasi,Axel Disasi,3,2,18,1.8,DEF
0,0,18,0,1.8,611,0.01,0.01,0.0,1.08,186,1,0,2.2,20.4,2023-12-27,90,8,0,0,0,0,19,0,420499,1,1,2,0.0,2,-548,7921,8469,49,True,0,611,,,0,0,0.0,90,DC,Chelsea,Crystal Palace,2,1,22080,2023,633067,0.0,0,0,0,0.0,0.8032397031784058,0.8032397031784058,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,19,2.2,DEF
0,0,12,0,0.6,611,0.0,0.0,0.0,2.53,195,2,0,1.9,18.8,2023-12-30,90,12,0,0,0,0,20,0,421318,1,3,2,0.0,0,-162,11827,11989,49,False,1,611,,,0,0,0.0,90,DC,Luton,Chelsea,2,3,22089,2023,633382,0.0,0,0,0,0.0,1.052615761756897,1.052615761756897,6885,Chelsea,Axel Disasi,Axel Disasi,3,2,20,2.5,DEF
0,0,21,1,1.4,611,0.01,0.11,0.1,0.86,206,0,0,1.9,14.0,2024-01-13,90,10,0,0,0,0,21,0,404870,1,0,1,4.0,5,-17225,12278,29503,49,True,1,611,,,0,1,0.0542607866227626,90,DC,Chelsea,Fulham,1,0,22097,2023,634559,0.0,0,0,0,0.0542607866227626,0.2111375033855438,0.2111375033855438,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,21,2.2,DEF
0,0,13,0,2.0,611,0.01,0.01,0.0,2.93,219,4,0,2.0,18.2,2024-01-31,90,11,0,0,0,0,22,0,398082,1,1,4,0.0,-1,-7772,5486,13258,49,False,1,611,,,0,0,0.0,90,DR,Liverpool,Chelsea,4,1,22113,2023,638036,0.0,0,0,0,0.0,0.4279510974884033,0.4279510974884033,6885,Chelsea,Axel Disasi,Axel Disasi,3,5,22,1.5,DEF
0,0,12,0,7.7,611,0.02,0.02,0.0,1.93,226,4,0,2.6,12.0,2024-02-04,90,20,1,0,0,0,23,0,392202,1,4,2,6.0,-2,-6312,3547,9859,49,True,0,611,,,0,0,0.0,90,DC,Chelsea,Wolverhampton Wanderers,2,4,22120,2023,639041,0.0,0,0,0,0.0,0.445427805185318,0.445427805185318,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,23,0.7,DEF
0,0,10,0,2.6,611,0.01,0.11,0.1,0.55,232,1,0,3.6,16.0,2024-02-12,90,8,0,0,0,0,24,0,373363,1,3,1,17.0,1,-19091,1950,21041,49,False,1,611,,,0,1,0.0632997080683708,90,DC,Crystal Palace,Chelsea,1,3,22126,2023,641281,0.0,0,0,0,0.0632997080683708,0.2196071892976761,0.2196071892976761,6885,Chelsea,Axel Disasi,Axel Disasi,3,2,24,-0.7,DEF
0,0,15,0,0.2,611,0.0,0.0,0.0,2.91,246,1,0,4.6,45.4,2024-02-17,90,13,0,0,0,0,25,0,353660,1,1,1,0.0,2,-17029,1800,18829,49,False,0,611,,,0,0,0.0,90,DC,Manchester City,Chelsea,1,1,22140,2023,641990,0.0,0,0,0,0.0,1.141901612281799,1.141901612281799,6885,Chelsea,Axel Disasi,Axel Disasi,3,5,25,-1.0,DEF
0,2,27,0,2.0,611,0.01,0.29,0.28,1.83,261,2,1,8.6,47.2,2024-03-02,90,4,0,0,0,0,27,0,357642,1,2,2,37.0,9,2289,7451,5162,49,False,0,611,,,1,2,0.5344379544258118,90,DC,Brentford,Chelsea,2,2,22155,2023,644824,0.0,0,0,1,0.5344379544258118,0.9673070311546326,0.4657885134220123,6885,Chelsea,Axel Disasi,Axel Disasi,3,2,27,4.0,DEF
0,0,18,0,0.3,611,0.0,0.0,0.0,0.8,275,2,0,1.8,17.4,2024-03-11,90,15,0,0,0,0,28,0,369155,1,2,3,0.0,1,9969,14350,4381,49,True,0,611,,,0,0,0.0,90,DC,Chelsea,Newcastle United,3,2,22169,2023,647834,0.0,0,0,0,0.0,0.1532486081123352,0.1532486081123352,6885,Chelsea,Axel Disasi,Axel Disasi,3,3,28,4.0,DEF
0,0,15,0,3.5,611,0.05,0.05,0.0,1.58,294,2,0,3.0,24.6,2024-03-30,90,6,0,0,0,0,30,0,414316,1,2,2,2.0,1,44666,50731,6065,49,True,0,611,,,0,0,0.0,90,DC,Chelsea,Burnley,2,2,22188,2023,649768,0.0,0,0,0,0.0,1.1652727127075195,1.1652727127075195,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,30,4.2,DEF
0,0,10,0,11.2,611,0.02,0.19,0.17,1.57,307,3,0,3.6,8.2,2024-04-04,74,14,0,0,0,0,31,0,410260,1,3,4,17.0,1,-3432,10281,13713,49,True,0,611,,,0,3,0.2762687802314758,80,DC,Chelsea,Manchester United,4,3,22201,2023,651273,0.0376789271831512,0,1,0,0.2762687802314758,0.2518909871578216,0.2518909871578216,6885,Chelsea,Axel Disasi,Axel Disasi,3,3,31,1.0,DEF
0,0,10,0,2.2,611,0.0,0.0,0.0,1.36,318,2,0,1.0,7.6,2024-04-07,90,17,0,0,0,0,32,0,431163,1,2,2,0.0,1,19716,27010,7294,49,False,0,611,,,0,0,0.0,90,DR,Sheffield United,Chelsea,2,2,22212,2023,652587,0.0,0,0,0,0.0,0.0697312355041503,0.0697312355041503,6885,Chelsea,Axel Disasi,Axel Disasi,3,2,32,1.5,DEF
0,0,13,0,3.3,611,0.01,0.93,0.92,3.37,281,5,0,2.8,17.2,2024-04-23,90,1,0,0,0,0,34,0,378092,1,0,5,7.0,0,-31086,1369,32455,49,False,0,611,,,0,1,0.8748882412910461,90,DC,Arsenal,Chelsea,5,0,22175,2023,656047,0.0,0,0,0,0.8748882412910461,0.0,0.0,6885,Chelsea,Axel Disasi,Axel Disasi,3,5,34,-0.4,DEF
0,0,3,0,0.0,611,0.0,0.0,0.0,0.1,341,0,0,0.0,0.2,2024-04-27,1,2,0,0,0,0,35,0,406570,0,2,2,0.0,1,23402,34995,11593,49,False,0,611,,,0,0,0.0,1,Sub,Aston Villa,Chelsea,2,2,22236,2023,657270,0.0,0,0,0,0.0,0.0,0.0,6885,Chelsea,Axel Disasi,Axel Disasi,3,4,35,0.0,DEF
0,0,3,0,0.0,611,0.0,0.0,0.0,0.06,355,0,0,0.2,2.4,2024-05-05,8,19,0,0,0,0,36,0,382837,0,0,5,0.0,1,-22615,6216,28831,49,True,0,611,,,0,0,0.0,5,Sub,Chelsea,West Ham,5,0,22249,2023,659338,0.0,0,0,0,0.0,0.021399138495326,0.021399138495326,6885,Chelsea,Axel Disasi,Axel Disasi,2,3,36,0.1,DEF
