assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,5,0,14.5,706,0.1,0.15,0.05,0.13,47,0,0,1.9,0.4,2023-09-18,14,16,0,0,0,0,5,0,368,0,1,1,4.0,1,155,178,23,55,False,0,706,,,Mike Trésor,0,1,0.0486378744244575,12,Sub,Nottingham Forest,Burnley,1,1,21944,2023,611609,0.3714017271995544,0,1,0,0.0486378744244575,0.0486378744244575,0.0,21944,Burnley,Mike Trésor,Mike Trésor,2,2,5,1.6,MID
0,0,10,0,16.5,706,0.03,0.03,0.0,0.75,54,1,0,2.5,8.6,2023-09-23,70,14,0,0,0,0,6,0,645,0,1,0,0.0,2,109,190,81,55,True,0,706,,,Mike Trésor,0,0,0.0,71,Sub,Burnley,Manchester United,0,1,21950,2023,612525,0.0366384163498878,0,1,0,0.0,0.0588519722223281,0.0588519722223281,21950,Burnley,Mike Trésor,Mike Trésor,3,2,6,0.5,MID
0,0,-1,0,0.1,706,0.0,0.21,0.21,1.19,73,2,0,1.1,3.4,2023-10-07,60,7,0,0,0,0,8,0,2394,1,4,1,7.0,2,-876,211,1087,55,True,0,706,,,Mike Trésor,0,1,0.4783159494400024,64,FWR,Burnley,Chelsea,1,4,21967,2023,616378,0.0,0,0,0,0.4783159494400024,0.5830299258232117,0.1047139540314674,21967,Burnley,Mike Trésor,Mike Trésor,3,2,8,0.5,MID
0,0,6,0,23.1,706,0.04,0.08,0.04,2.79,83,2,0,3.3,1.6,2023-10-21,65,4,0,0,0,0,9,0,2285,1,0,3,8.0,2,-362,103,465,55,False,0,706,,,Mike Trésor,0,1,0.0710967555642128,70,AMR,Brentford,Burnley,3,0,21977,2023,618114,0.0729261711239814,0,2,0,0.0710967555642128,0.1158733516931533,0.0,21977,Burnley,Mike Trésor,Mike Trésor,2,2,9,0.5,MID
0,0,3,0,0.3,706,0.0,0.0,0.0,0.01,93,0,0,0.0,0.0,2023-10-28,9,3,0,0,0,0,10,0,2228,0,1,2,0.0,1,-196,139,335,55,False,0,706,,,Mike Trésor,0,0,0.0,6,Sub,Bournemouth,Burnley,2,1,21985,2023,619891,0.0,0,0,0,0.0,0.0,0.0,21985,Burnley,Mike Trésor,Mike Trésor,2,2,10,0.7,MID
0,0,3,0,0.5,706,0.03,0.03,0.0,0.35,102,1,0,0.1,0.4,2023-11-04,4,8,0,0,0,0,11,0,2172,0,2,0,0.0,1,-191,131,322,55,True,0,706,,,Mike Trésor,0,0,0.0,2,Sub,Burnley,Crystal Palace,0,2,21996,2023,621561,0.0,0,0,0,0.0,0.0,0.0,21996,Burnley,Mike Trésor,Mike Trésor,2,2,11,0.8,MID
0,0,4,0,4.6,706,0.23,0.23,0.0,0.03,134,0,0,0.9,2.2,2023-12-02,14,17,0,0,0,0,14,0,2264,0,0,5,2.0,1,-84,129,213,55,True,0,706,,,Mike Trésor,0,0,0.0,8,Sub,Burnley,Sheffield United,5,0,22028,2023,626478,0.0,0,0,0,0.0,0.0769781842827797,0.0769781842827797,22028,Burnley,Mike Trésor,Mike Trésor,2,2,14,0.5,MID
0,0,2,0,2.1,706,0.0,0.06,0.06,0.01,149,0,0,1.1,6.4,2023-12-05,20,20,0,0,0,0,15,0,2305,0,0,1,2.0,1,-2,125,127,54,False,0,706,,,Mike Trésor,0,1,0.0567403957247734,16,Sub,Wolverhampton Wanderers,Burnley,1,0,22042,2023,627897,0.0,0,0,0,0.0567403957247734,0.0,0.0,22042,Burnley,Mike Trésor,Mike Trésor,2,2,15,0.0,MID
0,0,7,0,0.8,706,0.01,0.01,0.0,1.11,152,0,0,0.5,4.2,2023-12-09,12,5,0,0,0,0,16,0,2303,0,1,1,0.0,1,-32,118,150,54,False,0,706,,,Mike Trésor,0,0,0.0,10,Sub,Brighton,Burnley,1,1,22046,2023,628717,0.0,0,0,0,0.0,0.0,0.0,22046,Burnley,Mike Trésor,Mike Trésor,2,3,16,0.1,MID
0,0,2,0,0.1,706,0.0,0.01,0.01,0.27,164,0,0,0.1,0.0,2023-12-16,3,9,0,0,0,0,17,0,2215,0,2,0,1.0,1,-136,60,196,54,True,0,706,,,Mike Trésor,0,1,0.0068078828044235,1,Sub,Burnley,Everton,0,2,22058,2023,630491,0.0,0,0,0,0.0068078828044235,0.0068078828044235,0.0068078828044235,22058,Burnley,Mike Trésor,Mike Trésor,2,2,17,0.3,MID
