assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,1,0,1.0,120,0.0,0.09,0.09,0.0,83,0,0,1.0,1.4,2023-10-21,14,6,0,0,0,0,9,0,66566,0,0,3,8.0,1,-2044,1584,3628,44,True,0,120,,,Yegor Yarmoliuk,0,1,0.114970676600933,10,Sub,Brentford,Burnley,3,0,21977,2023,618105,0.0,0,0,0,0.114970676600933,0.114970676600933,0.0,21977,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,2,9,0.8,MID
0,0,-2,0,0.8,120,0.0,0.49,0.49,0.92,95,0,0,2.1,3.2,2023-10-28,14,7,0,0,0,0,10,0,65586,0,2,0,17.0,1,-1229,2298,3527,44,False,0,120,,,Yegor Yarmoliuk,0,1,0.5723902583122253,11,Sub,Chelsea,Brentford,0,2,21989,2023,619584,0.0,0,0,0,0.5723902583122253,0.5723902583122253,0.0,21989,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,3,10,0.7,MID
0,0,2,0,0.0,120,0.0,0.0,0.0,0.23,101,0,0,0.4,0.2,2023-11-04,12,19,0,0,0,0,11,0,64639,0,2,3,4.0,1,-1105,1532,2637,44,True,0,120,,,Yegor Yarmoliuk,0,0,0.0,5,Sub,Brentford,West Ham,3,2,21995,2023,621536,0.0,0,0,0,0.0,0.1167565584182739,0.1167565584182739,21995,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,2,11,1.0,MID
0,0,7,0,0.5,120,0.01,0.04,0.03,0.1,117,1,0,1.3,7.0,2023-11-12,18,11,0,0,0,0,12,0,62570,0,0,3,5.0,1,-2030,713,2743,44,False,0,120,,,Yegor Yarmoliuk,0,1,0.0309537108987569,12,Sub,Liverpool,Brentford,3,0,22011,2023,623866,0.0,0,0,0,0.0309537108987569,0.0309537108987569,0.0,22011,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,5,12,0.5,MID
0,0,5,1,2.1,120,0.01,0.04,0.03,0.99,121,0,0,1.3,3.8,2023-11-25,71,1,0,0,0,0,13,0,61322,1,1,0,7.0,3,-1372,845,2217,44,True,0,120,,,Yegor Yarmoliuk,0,1,0.0206544324755668,75,MC,Brentford,Arsenal,0,1,22015,2023,625123,0.0,0,0,0,0.0206544324755668,0.0913409739732742,0.0706865414977073,22015,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,5,2,13,1.2,MID
0,0,14,1,23.8,120,0.02,0.06,0.04,0.04,133,0,0,4.1,10.0,2023-12-02,69,12,0,0,0,0,14,0,62529,1,1,3,7.0,3,849,2159,1310,44,True,0,120,,,Yegor Yarmoliuk,0,1,0.0378949120640754,72,MC,Brentford,Luton,3,1,22027,2023,626505,0.0514804199337959,0,2,0,0.0378949120640754,0.2501569986343384,0.198676586151123,22027,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,2,14,2.5,MID
0,0,7,0,2.8,120,0.01,0.01,0.0,0.65,142,1,0,1.2,9.0,2023-12-06,45,5,0,0,0,0,15,0,64046,1,1,2,0.0,1,1406,2478,1072,44,False,0,120,,,Yegor Yarmoliuk,0,0,0.0,53,MC,Brighton,Brentford,2,1,22036,2023,628015,0.0,0,0,0,0.0,0.0,0.0,22036,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,3,15,2.0,MID
0,0,5,0,1.1,120,0.01,0.03,0.02,0.76,158,0,0,2.8,10.0,2023-12-09,45,17,0,0,0,0,16,0,63578,0,0,1,17.0,1,-426,1248,1674,44,False,0,120,,,Yegor Yarmoliuk,0,1,0.0433161668479442,41,Sub,Sheffield United,Brentford,1,0,22052,2023,628778,0.0,0,0,0,0.0433161668479442,0.0433161668479442,0.0,22052,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,2,16,2.3,MID
0,0,-1,0,0.0,120,0.0,0.0,0.0,0.03,163,0,0,0.0,0.0,2023-12-17,2,2,0,0,0,0,17,0,61419,0,2,1,0.0,0,-2023,652,2675,44,True,1,120,,,Yegor Yarmoliuk,0,0,0.0,1,Sub,Brentford,Aston Villa,1,2,22057,2023,630835,0.0,0,0,0,0.0,0.0,0.0,22057,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,3,2,17,1.6,MID
0,0,5,0,4.2,120,0.01,0.01,0.0,1.78,183,3,0,0.8,4.0,2023-12-27,45,20,0,0,0,0,19,0,58503,1,4,1,0.0,1,-957,235,1192,44,True,0,120,,,Yegor Yarmoliuk,0,0,0.0,54,MC,Brentford,Wolverhampton Wanderers,1,4,22077,2023,633128,0.0,0,0,0,0.0,0.1179084181785583,0.1179084181785583,22077,Brentford,Yegor Yarmoliuk,Yehor Yarmolyuk,2,2,19,1.2,MID
