assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,12,0,0.1,173,0.0,0.0,0.0,2.21,1,3,0,1.6,15.6,2023-08-11,90,13,0,0,0,0,1,0,13663,1,3,0,0.0,1,0,0,0,45,True,0,173,,,Dara O'Shea,0,0,0.0,90,DC,Burnley,Manchester City,0,3,22275,2023,603607,0.0,0,0,0,0.0,0.1220385655760765,0.1220385655760765,22275,Burnley,Dara O'Shea,Dara O&#039;Shea,5,2,1,0.5,DEF
0,0,19,0,15.3,173,0.02,0.02,0.0,2.51,25,3,0,5.1,35.4,2023-08-27,90,2,0,0,0,0,3,0,19989,1,3,1,0.0,1,-1232,388,1620,45,True,0,173,,,Dara O'Shea,0,0,0.0,90,DC,Burnley,Aston Villa,1,3,22302,2023,607440,0.0199539549648761,0,1,0,0.0,0.0355827473104,0.0355827473104,22302,Burnley,Dara O'Shea,Dara O&#039;Shea,3,2,3,0.5,DEF
0,0,17,0,0.3,173,0.0,0.04,0.04,2.27,34,5,0,4.1,29.6,2023-09-02,90,18,0,0,0,0,4,0,20241,1,5,2,11.0,0,-422,987,1409,45,True,0,173,,,Dara O'Shea,0,1,0.052018154412508,90,DC,Burnley,Tottenham,2,5,21929,2023,608677,0.0,0,0,0,0.052018154412508,0.0659446194767952,0.0659446194767952,21929,Burnley,Dara O'Shea,Dara O&#039;Shea,3,2,4,0.2,DEF
0,0,4,0,0.3,173,0.0,0.0,0.0,1.26,73,3,0,0.4,3.8,2023-10-07,45,7,0,0,0,0,8,0,18008,0,4,1,0.0,0,-745,204,949,44,True,0,173,,,Dara O'Shea,0,0,0.0,41,Sub,Burnley,Chelsea,1,4,21967,2023,616382,0.0,0,0,0,0.0,0.0603160932660102,0.0603160932660102,21967,Burnley,Dara O'Shea,Dara O&#039;Shea,3,2,8,-0.5,DEF
0,0,18,0,1.3,173,0.01,0.01,0.0,3.24,83,3,0,3.6,34.6,2023-10-21,90,4,0,0,0,0,9,0,17612,1,0,3,0.0,1,-549,208,757,44,False,0,173,,,Dara O'Shea,0,0,0.0,90,DC,Brentford,Burnley,3,0,21977,2023,618110,0.0,0,0,0,0.0,0.0,0.0,21977,Burnley,Dara O'Shea,Dara O&#039;Shea,2,2,9,-0.3,DEF
1,1,26,0,11.0,173,0.01,0.01,0.0,1.08,93,2,0,5.8,44.6,2023-10-28,90,3,0,0,0,0,10,0,17602,1,1,2,2.0,5,-89,471,560,44,False,0,173,,,Dara O'Shea,0,0,0.0,90,DC,Bournemouth,Burnley,2,1,21985,2023,619883,0.0110965026542544,1,1,0,0.0,0.0360427126288414,0.0360427126288414,21985,Burnley,Dara O'Shea,Dara O&#039;Shea,2,2,10,1.0,DEF
0,0,12,0,15.8,173,0.06,0.14,0.08,1.32,102,2,0,6.0,22.8,2023-11-04,90,8,0,0,0,0,11,0,18519,1,2,0,21.0,1,697,1228,531,44,True,0,173,,,Dara O'Shea,0,1,0.0541953444480896,90,DC,Burnley,Crystal Palace,0,2,21996,2023,621553,0.0277292300015687,0,1,0,0.0541953444480896,0.3811486959457397,0.3811486959457397,21996,Burnley,Dara O'Shea,Dara O&#039;Shea,2,2,11,1.8,DEF
0,0,10,0,1.6,173,0.01,0.04,0.03,2.03,111,3,0,2.3,10.2,2023-11-11,90,1,0,0,0,0,12,0,18239,1,1,3,11.0,1,-333,635,968,44,False,0,173,,,Dara O'Shea,0,1,0.0404005460441112,90,DC,Arsenal,Burnley,3,1,22006,2023,623277,0.0,0,0,0,0.0404005460441112,0.198753148317337,0.198753148317337,22006,Burnley,Dara O'Shea,Dara O&#039;Shea,2,5,12,1.3,DEF
0,0,8,0,10.4,173,0.01,0.08,0.07,1.03,122,2,0,5.0,19.0,2023-11-25,90,19,1,0,0,0,13,0,19049,1,2,1,21.0,-1,612,1392,780,44,True,0,173,,,Dara O'Shea,0,2,0.2605676054954529,90,DC,Burnley,West Ham,1,2,22016,2023,624841,0.0105684846639633,0,1,0,0.2605676054954529,0.0324705615639686,0.0324705615639686,22016,Burnley,Dara O'Shea,Dara O&#039;Shea,2,2,13,-0.2,DEF
1,0,31,1,12.0,173,0.18,0.2,0.02,0.36,134,0,0,4.2,23.8,2023-12-02,82,17,0,0,0,0,14,0,19990,1,0,5,6.0,8,782,1841,1059,44,True,1,173,,,Dara O'Shea,0,1,0.0159628130495548,88,DC,Burnley,Sheffield United,5,0,22028,2023,626470,0.2925771176815033,1,1,0,0.0159628130495548,0.430527776479721,0.430527776479721,22028,Burnley,Dara O'Shea,Dara O&#039;Shea,2,2,14,2.2,DEF
