assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,2,0,0.3,321,0.02,0.02,0.0,2.55,4,3,0,0.1,1.0,2023-08-12,26,5,0,0,0,0,1,0,15179,0,1,4,0.0,0,0,0,0,45,False,0,321,,,Alfie Doughty,0,0,0.0,25,Sub,Brighton,Luton,4,1,22278,2023,603787,0.0,0,0,0,0.0,0.0,0.0,11723,Luton,Alfie Doughty,Alfie Doughty,2,3,1,1.5,DEF
0,0,2,0,0.5,321,0.09,0.09,0.0,0.57,26,1,0,0.5,2.4,2023-08-25,20,7,0,0,0,0,3,0,13058,0,0,3,2.0,1,-1295,360,1655,45,False,0,321,,,Alfie Doughty,0,0,0.0,18,Sub,Chelsea,Luton,3,0,22295,2023,606610,0.0,0,0,0,0.0,0.0,0.0,11723,Luton,Alfie Doughty,Alfie Doughty,2,3,3,0.0,DEF
0,0,9,0,16.5,321,0.08,0.1,0.02,0.86,38,1,0,3.9,16.2,2023-09-01,77,19,0,0,0,0,4,0,12293,1,2,1,6.0,2,-1056,390,1446,44,True,0,321,,,Alfie Doughty,0,1,0.0207945276051759,80,DR,Luton,West Ham,1,2,21925,2023,608275,0.1073350086808204,0,1,0,0.0207945276051759,0.1749723106622696,0.0468427762389183,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,4,0.5,DEF
0,0,2,0,0.3,321,0.22,0.22,0.0,0.05,44,0,0,0.0,0.0,2023-09-16,16,10,0,0,0,0,5,0,11274,0,0,1,0.0,1,-1163,584,1747,44,False,0,321,,,Alfie Doughty,0,0,0.0,15,Sub,Fulham,Luton,1,0,21939,2023,610428,0.0,0,0,0,0.0,0.0,0.0,11723,Luton,Alfie Doughty,Alfie Doughty,2,3,5,0.8,DEF
0,1,17,0,77.4,321,0.29,0.37,0.08,0.59,58,1,0,11.3,13.4,2023-09-23,71,20,0,0,0,0,6,0,11031,1,1,1,22.0,3,-339,465,804,44,True,0,321,,,Alfie Doughty,0,3,0.1262540370225906,77,DML,Luton,Wolverhampton Wanderers,1,1,21945,2023,612182,0.2618588507175445,0,5,0,0.1262540370225906,0.3438997268676758,0.1305650025606155,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,6,1.5,DEF
1,3,31,0,81.5,321,0.19,0.19,0.0,2.77,63,1,0,12.3,37.6,2023-09-30,82,9,0,0,0,0,7,0,17867,1,2,1,4.0,8,5703,6856,1153,44,False,0,321,,,Alfie Doughty,0,0,0.0,89,DML,Everton,Luton,1,2,21956,2023,614589,0.7082653641700745,1,6,0,0.0,0.0906350165605545,0.0906350165605545,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,7,5.9,DEF
0,0,14,0,100.3,321,0.34,0.36,0.02,1.04,15,2,0,12.5,18.8,2023-10-03,90,6,0,0,0,0,7,0,17867,1,2,1,6.0,1,5703,6856,1153,44,True,0,321,,,Alfie Doughty,0,1,0.0240478701889514,90,DML,Luton,Burnley,1,2,22289,2023,615873,0.3073864877223968,0,7,0,0.0240478701889514,0.2141883820295334,0.1664460003376007,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,2,5.9,DEF
0,0,10,0,28.8,321,0.15,0.32,0.17,1.99,77,1,0,5.9,15.6,2023-10-07,90,18,0,0,0,0,8,0,23072,1,1,0,15.0,2,5390,8293,2903,44,True,0,321,,,Alfie Doughty,0,2,0.318843126296997,90,DL,Luton,Tottenham,0,1,21971,2023,616120,0.1191427633166313,0,2,0,0.318843126296997,0.4652481973171234,0.1912277042865753,11723,Luton,Alfie Doughty,Alfie Doughty,3,2,8,3.0,DEF
0,0,15,0,10.5,321,0.1,0.13,0.03,2.97,88,2,0,2.4,11.8,2023-10-21,90,16,0,0,0,0,9,0,26325,1,2,2,2.0,1,2984,6388,3404,44,False,0,321,,,Alfie Doughty,0,1,0.0101780351251363,90,DL,Nottingham Forest,Luton,2,2,21982,2023,618080,0.0,0,0,0,0.0101780351251363,0.3107914328575134,0.3006133735179901,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,9,2.5,DEF
0,0,6,0,21.0,321,0.03,0.03,0.0,2.12,92,3,0,3.1,7.6,2023-10-29,78,2,0,0,0,0,10,0,26507,1,1,3,2.0,0,270,3232,2962,44,False,1,321,,,Alfie Doughty,0,0,0.0,80,DL,Aston Villa,Luton,3,1,21987,2023,620461,0.0520927421748638,0,2,0,0.0,0.0,0.0,11723,Luton,Alfie Doughty,Alfie Doughty,2,4,10,0.5,DEF
0,0,16,0,19.1,321,0.02,0.02,0.0,3.04,105,1,0,3.7,18.2,2023-11-05,90,11,0,0,0,0,11,0,24821,1,1,1,0.0,2,-1690,920,2610,44,True,0,321,,,Alfie Doughty,0,0,0.0,90,DML,Luton,Liverpool,1,1,21999,2023,622353,0.0169811230152845,0,1,0,0.0,0.0169811230152845,0.0,11723,Luton,Alfie Doughty,Alfie Doughty,4,2,11,0.0,DEF
0,0,10,0,15.4,321,0.02,0.02,0.0,1.82,118,1,0,2.7,11.2,2023-11-11,72,14,0,0,0,0,12,0,24977,1,0,1,0.0,2,-11,1495,1506,44,False,0,321,,,Alfie Doughty,0,0,0.0,75,DML,Manchester United,Luton,1,0,22012,2023,623248,0.071742407977581,0,1,0,0.0,0.1543009728193283,0.1543009728193283,11723,Luton,Alfie Doughty,Alfie Doughty,2,4,12,0.3,DEF
0,0,9,0,20.8,321,0.1,0.1,0.0,0.58,125,1,0,4.0,11.6,2023-11-25,78,8,0,0,0,0,13,0,24035,1,1,2,8.0,2,-989,1819,2808,44,True,0,321,,,Alfie Doughty,0,0,0.0,81,DMR,Luton,Crystal Palace,2,1,22019,2023,624869,0.0189434699714183,0,1,0,0.0,0.0282259453088045,0.0282259453088045,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,13,1.5,DEF
2,1,30,0,28.8,321,0.29,0.29,0.0,2.35,146,3,0,7.9,48.0,2023-12-05,87,1,0,0,0,0,15,0,22199,1,4,3,2.0,8,-2765,279,3044,44,True,0,321,,,Alfie Doughty,0,0,0.0,90,DML,Luton,Arsenal,3,4,22039,2023,627906,0.4024227559566498,2,2,0,0.0,0.0628287568688392,0.0628287568688392,11723,Luton,Alfie Doughty,Alfie Doughty,5,2,15,1.5,DEF
0,0,4,0,1.3,321,0.01,0.01,0.0,1.6,156,2,0,1.7,11.2,2023-12-10,90,13,0,0,0,0,16,0,23549,1,2,1,4.0,0,1099,2575,1476,44,True,1,321,,,Alfie Doughty,0,0,0.0,90,DMR,Luton,Manchester City,1,2,22050,2023,629329,0.0,0,0,0,0.0,0.5863338112831116,0.5863338112831116,11723,Luton,Alfie Doughty,Alfie Doughty,5,2,16,0.9,DEF
0,3,30,1,34.9,321,0.18,0.18,0.0,1.68,175,0,0,5.5,14.2,2023-12-23,90,15,0,0,0,0,18,0,26270,1,0,1,6.0,9,-1214,1824,3038,44,True,0,321,,,Alfie Doughty,0,0,0.0,90,DML,Luton,Newcastle United,1,0,22069,2023,632639,0.1537583470344543,0,2,0,0.0,0.2323395758867263,0.134836733341217,11723,Luton,Alfie Doughty,Alfie Doughty,3,2,18,2.8,DEF
0,0,24,0,20.3,321,0.06,0.17,0.11,2.46,190,2,1,9.1,43.0,2023-12-26,78,17,0,0,0,0,19,0,56063,1,3,2,28.0,7,27917,29237,1320,44,False,0,321,,,Alfie Doughty,1,2,0.1407563835382461,80,DMR,Sheffield United,Luton,2,3,22084,2023,632962,0.0227961521595716,0,1,1,0.1407563835382461,0.1894422471523285,0.048685859888792,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,19,4.8,DEF
2,2,44,0,63.1,321,0.37,0.5,0.13,1.5,195,3,0,13.1,43.0,2023-12-30,90,7,0,0,0,0,20,0,90622,1,3,2,25.0,9,32756,38700,5944,44,True,0,321,,,Alfie Doughty,0,1,0.110029399394989,90,DML,Luton,Chelsea,2,3,22089,2023,633369,0.611793577671051,1,4,0,0.110029399394989,0.2188451737165451,0.1448766887187957,11723,Luton,Alfie Doughty,Alfie Doughty,3,2,20,6.1,DEF
1,0,21,0,22.2,321,0.16,0.16,0.0,0.99,205,1,0,6.1,29.0,2024-01-12,90,6,0,0,0,0,21,0,419655,1,1,1,10.0,5,304636,340429,35793,45,False,0,321,,,Alfie Doughty,0,0,0.0,90,DML,Burnley,Luton,1,1,22096,2023,634547,0.3316190838813782,1,1,0,0.0,0.6427145600318909,0.3110954463481903,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,21,6.5,DEF
0,0,23,1,20.9,321,0.07,0.07,0.0,0.88,214,0,0,3.7,11.8,2024-01-30,90,5,0,0,0,0,22,0,470239,1,0,4,4.0,6,64150,83623,19473,45,True,0,321,,,Alfie Doughty,0,0,0.0,90,DML,Luton,Brighton,4,0,22107,2023,637809,0.0477611497044563,0,1,0,0.0,1.0358966588974,1.0358966588974,11723,Luton,Alfie Doughty,Alfie Doughty,2,2,22,5.0,DEF
