assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,15,0,0.0,520,0.0,0.0,0.0,2.02,8,2,0,3.6,36.0,2023-08-13,90,4,0,0,0,0,1,4,36625,1,2,2,0.0,1,0,0,0,50,False,1,520,,,Guglielmo Vicario,0,0,0,90,GK,Brentford,Tottenham,2,2,22282,2023,604199,0.0,0,0,0,0,0.1389056295156479,0.1389056295156479,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,2,1,3.2,GK
0,3,41,1,0.0,520,0.0,0.0,0.0,1.99,18,0,0,4.5,45.0,2023-08-19,90,14,0,0,0,0,2,6,41355,1,0,2,0.0,11,-2543,1767,4310,50,True,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Tottenham,Manchester United,2,0,22290,2023,605244,0.0,0,0,0,0,0.5789341926574707,0.5789341926574707,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,4,2,5.5,GK
0,0,28,1,0.0,520,0.0,0.0,0.0,0.67,22,0,0,2.0,20.4,2023-08-26,90,3,0,0,0,0,3,3,162814,1,2,0,0.0,7,86937,102459,15522,50,False,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Bournemouth,Tottenham,0,2,22296,2023,606657,0.0,0,0,0,0,0.0990522801876068,0.0990522801876068,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,2,3,6.3,GK
0,0,16,0,0.0,520,0.0,0.0,0.0,1.35,34,2,0,2.4,24.4,2023-09-02,90,6,0,0,0,0,4,3,433241,1,5,2,0.0,2,217895,243852,25957,51,False,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Burnley,Tottenham,2,5,21929,2023,608690,0.0,0,0,0,0,0.5281224250793457,0.5281224250793457,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,2,4,5.7,GK
0,0,17,0,0.0,520,0.0,0.0,0.0,0.58,48,1,0,3.3,32.6,2023-09-16,90,17,0,0,0,0,5,4,569963,1,1,2,0.0,3,105529,147722,42193,51,True,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Tottenham,Sheffield United,2,1,21936,2023,611520,0.0,0,0,0,0,0.3426216542720794,0.3426216542720794,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,2,4,5,4.5,GK
0,0,20,0,0.0,520,0.0,0.0,0.0,2.08,51,2,0,3.0,30.2,2023-09-24,90,1,0,0,0,0,6,4,554210,1,2,2,0.0,2,-15983,37105,53088,51,False,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Arsenal,Tottenham,2,2,21952,2023,612780,0.0,0,0,0,0,0.0,0.0,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,5,6,3.0,GK
0,0,14,0,0.0,520,0.0,0.0,0.0,1.34,68,1,0,2.2,22.4,2023-09-30,90,11,0,0,0,0,7,3,545275,1,1,2,0.0,3,-11981,28079,40060,51,True,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Tottenham,Liverpool,2,1,21962,2023,614961,0.0,0,0,0,0,0.1104209646582603,0.1104209646582603,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,4,4,7,2.2,GK
0,1,26,1,0.0,520,0.0,0.0,0.0,0.82,77,0,0,2.0,19.6,2023-10-07,90,12,0,0,0,0,8,2,638078,1,1,0,0.0,7,69420,109679,40259,51,False,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Luton,Tottenham,0,1,21971,2023,616132,0.0,0,0,0,0,0.1245848014950752,0.1245848014950752,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,2,8,4.5,GK
0,0,23,1,0.0,520,0.0,0.0,0.0,1.03,90,0,0,2.6,26.2,2023-10-23,90,10,0,0,0,0,9,3,702949,1,0,2,0.0,6,58737,80534,21797,52,True,1,520,,,Guglielmo Vicario,0,0,0,90,GK,Tottenham,Fulham,2,0,21984,2023,619275,0.0,0,0,0,0,0.0,0.0,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,2,4,9,5.3,GK
0,1,18,0,0.0,520,0.0,0.0,0.0,0.64,96,1,0,2.6,25.8,2023-10-27,90,8,0,0,0,0,10,2,773584,1,2,1,0.0,3,62263,84419,22156,52,False,0,520,,,Guglielmo Vicario,0,0,0,90,GK,Crystal Palace,Tottenham,1,2,21990,2023,619479,0.0,0,0,0,0,0.0234990790486335,0.0234990790486335,8858,Tottenham,Guglielmo Vicario,Guglielmo Vicario,3,2,10,5.3,GK
