assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,3,0,0.2,581,0.0,0.0,0.0,0.0,127,0,0,0.3,3.0,2023-11-25,4,7,0,0,0,0,13,0,39625,0,1,4,0.0,1,380,2304,1924,39,True,0,581,,,0,0,0.0,1,Sub,Newcastle United,Chelsea,4,1,22021,2023,624910,0.0,0,0,0,0.0,0.0,0.0,853,Newcastle United,Paul Dummett,Paul Dummett,3,4,13,0.8,DEF
0,0,-2,0,0.9,581,0.0,0.02,0.02,0.86,310,1,0,0.0,0.0,2024-04-02,11,9,0,0,0,0,31,0,33651,0,1,1,4.0,1,2,260,258,39,True,0,581,,,0,0,0.0,7,Sub,Newcastle United,Everton,1,1,22202,2023,651017,0.0,0,0,0,0.0,0.0359654761850833,0.0359654761850833,853,Newcastle United,Paul Dummett,Paul Dummett,2,4,31,0.3,DEF
0,0,3,0,0.0,581,0.0,0.0,0.0,0.04,315,0,0,0.0,0.0,2024-04-06,1,10,0,0,0,0,32,0,33764,0,1,0,0.0,1,68,389,321,39,False,0,581,,,0,0,0.0,1,Sub,Fulham,Newcastle United,0,1,22209,2023,651769,0.0,0,0,0,0.0,0.0,0.0,853,Newcastle United,Paul Dummett,Paul Dummett,3,3,32,0.5,DEF
0,0,3,0,0.0,581,0.0,0.0,0.0,0.0,328,0,0,0.2,2.0,2024-04-13,1,18,0,0,0,0,33,0,34255,0,0,4,0.0,1,408,757,349,39,True,0,581,,,0,0,0.0,1,Sub,Newcastle United,Tottenham,4,0,22222,2023,652928,0.0,0,0,0,0.0,0.0,0.0,853,Newcastle United,Paul Dummett,Paul Dummett,3,4,33,0.3,DEF
0,0,3,0,0.0,581,0.0,0.0,0.0,0.03,372,0,0,0.0,0.2,2024-05-19,1,4,0,0,0,0,38,0,33639,0,4,2,0.0,1,-412,210,622,39,False,0,581,,,0,0,0.0,1,Sub,Brentford,Newcastle United,2,4,22266,2023,663237,0.0,0,0,0,0.0,0.0,0.0,853,Newcastle United,Paul Dummett,Paul Dummett,3,2,38,0.2,DEF
