assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,12,0,12.6,584,0.02,0.02,0.0,2.36,6,3,0,3.1,18.2,2023-08-12,59,15,0,0,0,0,1,0,222078,0,1,5,0.0,0,0,0,0,45,False,0,584,,,Pau Torres,0,0,0.0,60,Sub,Newcastle United,Aston Villa,5,1,22281,2023,603935,0.0131146712228655,0,1,0,0.0,0.1202460452914238,0.1202460452914238,22281,Aston Villa,Pau Torres,Pau Torres,3,4,1,1.5,DEF,0
0,0,22,1,0.7,584,0.0,0.0,0.0,0.68,11,0,0,1.2,11.4,2023-08-20,90,9,0,0,0,0,2,0,239720,1,0,4,0.0,6,505,17942,17437,45,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Everton,4,0,22292,2023,605740,0.0,0,0,0,0.0,0.0232784561812877,0.0232784561812877,22292,Aston Villa,Pau Torres,Pau Torres,2,4,2,3.0,DEF,6
0,0,18,0,0.8,584,0.01,0.01,0.0,0.73,25,1,0,1.2,11.0,2023-08-27,90,6,0,0,0,0,3,0,246178,1,3,1,0.0,2,-33,13126,13159,45,False,0,584,,,Pau Torres,0,0,0.0,90,DC,Burnley,Aston Villa,1,3,22302,2023,607455,0.0,0,0,0,0.0,1.4556097984313965,1.4556097984313965,22302,Aston Villa,Pau Torres,Pau Torres,3,2,3,3.2,DEF,2
0,0,12,0,1.2,584,0.0,0.03,0.03,2.47,37,3,0,2.8,9.6,2023-09-03,90,11,0,0,0,0,4,0,230493,1,0,3,17.0,1,-17028,4272,21300,45,False,0,584,,,Pau Torres,0,1,0.0432030744850635,90,DC,Liverpool,Aston Villa,3,0,21933,2023,609384,0.0,0,0,0,0.0432030744850635,0.1001569107174873,0.1001569107174873,21933,Aston Villa,Pau Torres,Pau Torres,3,5,4,1.7,DEF,1
0,0,16,0,6.5,584,0.04,0.04,0.0,1.17,41,1,0,2.9,22.2,2023-09-16,90,8,0,0,0,0,5,0,221342,1,1,3,0.0,2,-13457,5903,19360,45,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Crystal Palace,3,1,21938,2023,610464,0.0,0,0,0,0.0,0.2158488482236862,0.2158488482236862,21938,Aston Villa,Pau Torres,Pau Torres,2,4,5,1.7,DEF,2
0,2,31,1,11.4,584,0.0,0.0,0.0,1.35,55,0,0,2.8,15.0,2023-09-24,90,7,0,0,0,0,6,0,207600,1,1,0,2.0,8,-14657,3223,17880,45,False,0,584,,,Pau Torres,0,0,0.0,90,DC,Chelsea,Aston Villa,0,1,21947,2023,612751,0.0241869520395994,0,1,0,0.0,0.3366280496120453,0.3366280496120453,21947,Aston Villa,Pau Torres,Pau Torres,3,3,6,3.2,DEF,6
0,0,9,0,1.1,584,0.0,0.0,0.0,1.71,61,1,0,0.7,5.8,2023-09-30,90,5,0,0,0,0,7,0,213332,1,1,6,0.0,2,3813,15479,11666,45,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Brighton,6,1,21955,2023,614290,0.0,0,0,0,0.0,0.0662653148174285,0.0662653148174285,21955,Aston Villa,Pau Torres,Pau Torres,2,4,7,4.0,DEF,2
0,2,20,0,11.3,584,0.03,0.35,0.32,1.19,80,1,1,7.7,40.6,2023-10-08,90,20,0,0,0,0,8,0,222290,1,1,1,25.0,10,7089,26732,19643,45,False,0,584,,,Pau Torres,1,2,0.6472218632698059,90,DC,Wolverhampton Wanderers,Aston Villa,1,1,21974,2023,616994,0.0558284260332584,0,1,1,0.6472218632698059,0.3193039298057556,0.2634755074977875,21974,Aston Villa,Pau Torres,Pau Torres,3,2,8,6.7,DEF,8
0,0,12,0,1.1,584,0.01,0.01,0.0,1.15,81,1,0,1.7,15.4,2023-10-22,90,19,0,0,0,0,9,0,290047,1,1,4,0.0,2,62655,74812,12157,45,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,West Ham,4,1,21976,2023,618967,0.0,0,0,0,0.0,0.1762439161539077,0.1762439161539077,21976,Aston Villa,Pau Torres,Pau Torres,2,4,9,4.7,DEF,2
0,0,17,0,7.5,584,0.11,0.18,0.07,0.48,92,1,0,3.8,20.4,2023-10-29,90,12,0,0,0,0,10,0,366026,1,1,3,10.0,2,73657,92316,18659,45,True,0,584,,,Pau Torres,0,2,0.0964957177639007,90,DC,Aston Villa,Luton,3,1,21987,2023,620442,0.0,0,0,0,0.0964957177639007,1.305664300918579,1.2913233041763306,21987,Aston Villa,Pau Torres,Pau Torres,2,4,10,5.2,DEF,2
0,0,16,0,5.4,584,0.06,0.06,0.0,0.41,108,2,0,2.8,20.8,2023-11-05,90,16,0,0,0,0,11,0,399696,1,0,2,2.0,1,32435,47318,14883,45,False,0,584,,,Pau Torres,0,0,0.0,90,DC,Nottingham Forest,Aston Villa,2,0,22002,2023,622085,0.0,0,0,0,0.0,1.0257225036621094,1.0257225036621094,22002,Aston Villa,Pau Torres,Pau Torres,3,2,11,1.7,DEF,1
0,0,16,0,11.2,584,0.01,0.05,0.04,0.93,112,1,0,3.0,16.2,2023-11-12,90,10,0,0,0,0,12,0,406490,1,1,3,3.0,2,6945,23451,16506,46,True,0,584,,,Pau Torres,0,1,0.038697000592947,90,DC,Aston Villa,Fulham,3,1,22007,2023,623898,0.0879653245210647,0,1,0,0.038697000592947,0.7610052227973938,0.6730398535728455,22007,Aston Villa,Pau Torres,Pau Torres,2,4,12,1.7,DEF,2
0,0,24,0,0.6,584,0.0,0.38,0.38,2.32,130,1,1,6.9,47.2,2023-11-26,90,18,0,0,0,0,13,0,397466,1,2,1,21.0,8,-8919,13720,22639,46,False,0,584,,,Pau Torres,1,2,0.5505530834197998,90,DC,Tottenham,Aston Villa,1,2,22024,2023,625566,0.0,0,0,1,0.5505530834197998,0.0,0.0,22024,Aston Villa,Pau Torres,Pau Torres,3,4,13,3.7,DEF,8
0,0,11,0,12.3,584,0.04,0.04,0.0,2.02,132,2,0,2.5,11.0,2023-12-03,90,3,0,0,0,0,14,0,464460,1,2,2,2.0,0,58719,66625,7906,46,False,1,584,,,Pau Torres,0,0,0.0,90,DC,Bournemouth,Aston Villa,2,2,22025,2023,627162,0.05141481757164,0,1,0,0.0,0.1691958904266357,0.1177810654044151,22025,Aston Villa,Pau Torres,Pau Torres,3,2,14,2.8,DEF,0
0,0,21,1,2.3,584,0.03,0.07,0.04,0.83,141,0,0,3.4,11.0,2023-12-06,90,13,0,0,0,0,15,0,437267,1,0,1,21.0,6,-23581,11108,34689,46,True,0,584,,,Pau Torres,0,1,0.0428873933851718,90,DC,Aston Villa,Manchester City,1,0,22035,2023,628056,0.0,0,0,0,0.0428873933851718,0.2568839490413666,0.2568839490413666,22035,Aston Villa,Pau Torres,Pau Torres,5,4,15,3.0,DEF,6
0,0,25,1,1.1,584,0.01,0.01,0.0,1.36,151,0,0,1.6,15.0,2023-12-09,90,1,0,0,0,0,16,0,485674,1,0,1,0.0,6,45204,55324,10120,46,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Arsenal,1,0,22045,2023,628932,0.0,0,0,0,0.0,0.2149906456470489,0.2149906456470489,22045,Aston Villa,Pau Torres,Pau Torres,5,4,16,3.9,DEF,6
0,0,19,0,33.6,584,0.17,0.17,0.0,0.51,163,1,0,5.4,20.0,2023-12-17,80,4,0,0,0,0,17,0,728131,1,2,1,0.0,2,220299,229394,9095,47,False,0,584,,,Pau Torres,0,0,0.0,84,DC,Brentford,Aston Villa,1,2,22057,2023,630838,0.3606863915920257,0,2,0,0.0,0.8371906876564026,0.8371906876564026,22057,Aston Villa,Pau Torres,Pau Torres,3,2,17,4.4,DEF,2
0,0,7,0,1.5,584,0.0,0.0,0.0,0.08,191,1,0,0.4,2.4,2023-12-30,28,6,0,0,0,0,20,0,609084,0,2,3,0.0,1,21667,51080,29413,47,True,0,584,,,Pau Torres,0,0,0.0,21,Sub,Aston Villa,Burnley,3,2,22085,2023,633530,0.0,0,0,0,0.0,0.0132042961195111,0.0132042961195111,22085,Aston Villa,Pau Torres,Pau Torres,2,4,20,3.0,DEF,1
0,0,12,0,0.8,584,0.01,0.01,0.0,1.4,244,1,0,2.0,19.2,2024-02-17,90,10,0,0,0,0,25,0,331352,1,2,1,0.0,2,-4021,15631,19652,46,False,0,584,,,Pau Torres,0,0,0.0,90,DC,Fulham,Aston Villa,1,2,22138,2023,641781,0.0,0,0,0,0.0,0.405018538236618,0.405018538236618,22138,Aston Villa,Pau Torres,Pau Torres,3,3,25,0.5,DEF,2
0,0,6,0,0.9,584,0.0,0.0,0.0,1.03,252,1,0,0.8,7.2,2024-02-24,45,16,0,0,0,0,26,0,447862,1,2,4,0.0,1,93276,106028,12752,46,True,0,584,,,Pau Torres,0,0,0.0,52,DC,Aston Villa,Nottingham Forest,4,2,22147,2023,643176,0.0,0,0,0,0.0,1.6353693008422852,1.6353693008422852,22147,Aston Villa,Pau Torres,Pau Torres,2,4,26,0.0,DEF,1
0,0,8,0,0.3,584,0.01,0.01,0.0,1.63,272,4,0,1.1,11.0,2024-03-10,90,18,0,0,0,0,28,0,393307,1,4,0,0.0,0,-17378,3738,21116,46,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Tottenham,0,4,22167,2023,647122,0.0,0,0,0,0.0,0.031228169798851,0.031228169798851,22167,Aston Villa,Pau Torres,Pau Torres,3,4,28,0.8,DEF,0
0,0,14,0,3.2,584,0.05,0.07,0.02,2.04,289,1,0,2.0,14.8,2024-03-17,90,19,0,0,0,0,29,0,431109,1,1,1,2.0,2,7176,14265,7089,46,False,0,584,,,Pau Torres,0,1,0.0161469299346208,90,DC,West Ham,Aston Villa,1,1,22183,2023,648756,0.0,0,0,0,0.0161469299346208,0.0847776904702186,0.0686307623982429,22183,Aston Villa,Pau Torres,Pau Torres,3,3,29,1.3,DEF,2
0,0,25,1,0.9,584,0.01,0.06,0.05,1.49,291,0,0,4.0,20.0,2024-03-30,90,20,0,0,0,0,30,0,384515,1,0,2,19.0,6,-17697,5451,23148,46,True,0,584,,,Pau Torres,0,1,0.0815008804202079,90,DC,Aston Villa,Wolverhampton Wanderers,2,0,22186,2023,650014,0.0,0,0,0,0.0815008804202079,0.3597790002822876,0.3597790002822876,22186,Aston Villa,Pau Torres,Pau Torres,2,4,30,2.5,DEF,6
0,0,11,0,4.6,584,0.02,0.02,0.0,1.56,311,3,0,1.7,10.2,2024-04-06,90,4,0,0,0,0,32,0,369170,1,3,3,2.0,1,-5977,5401,11378,46,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Brentford,3,3,22205,2023,651682,0.0,0,0,0,0.0,0.4795103073120117,0.4795103073120117,22205,Aston Villa,Pau Torres,Pau Torres,2,4,32,2.3,DEF,1
0,0,21,1,1.4,584,0.01,0.01,0.0,1.62,321,0,0,2.8,24.2,2024-04-14,90,1,0,0,0,0,33,0,351358,1,2,0,2.0,6,-18160,2472,20632,46,False,0,584,,,Pau Torres,0,0,0.0,90,DC,Arsenal,Aston Villa,0,2,22216,2023,654045,0.0,0,0,0,0.0,0.0840081050992012,0.0840081050992012,22216,Aston Villa,Pau Torres,Pau Torres,3,5,33,2.5,DEF,6
0,0,15,0,11.1,584,0.01,0.01,0.0,1.69,331,1,0,2.7,15.8,2024-04-21,90,3,0,0,0,0,34,0,343330,1,1,3,0.0,2,-1146,9993,11139,46,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Bournemouth,3,1,22225,2023,655473,0.0294662714004516,0,1,0,0.0,1.134452223777771,1.1049859523773191,22225,Aston Villa,Pau Torres,Pau Torres,2,4,34,3.5,DEF,2
0,0,12,0,3.5,584,0.04,0.04,0.0,1.37,341,2,0,2.0,16.6,2024-04-27,90,7,0,0,0,0,35,0,336806,1,2,2,0.0,1,-14198,4432,18630,46,True,0,584,,,Pau Torres,0,0,0.0,90,DC,Aston Villa,Chelsea,2,2,22236,2023,657245,0.0,0,0,0,0.0,0.4285092651844024,0.4285092651844024,22236,Aston Villa,Pau Torres,Pau Torres,3,4,35,2.5,DEF,1
0,0,15,0,0.8,584,0.0,0.0,0.0,2.69,353,1,0,1.4,13.4,2024-05-05,90,5,0,0,0,0,36,0,333229,1,0,1,0.0,2,-4407,4212,8619,46,False,0,584,,,Pau Torres,0,0,0.0,90,DC,Brighton,Aston Villa,1,0,22247,2023,659405,0.0,0,0,0,0.0,0.0,0.0,22247,Aston Villa,Pau Torres,Pau Torres,3,3,36,3.3,DEF,2
0,0,14,0,0.9,584,0.01,0.02,0.01,1.73,361,3,0,2.2,13.8,2024-05-13,90,11,0,0,0,0,37,0,311809,1,3,3,7.0,1,-18793,2760,21553,46,True,0,584,,,Pau Torres,0,1,0.0141576789319515,90,DC,Aston Villa,Liverpool,3,3,22256,2023,661841,0.0,0,0,0,0.0141576789319515,0.0993739292025566,0.0993739292025566,22256,Aston Villa,Pau Torres,Pau Torres,4,4,37,1.5,DEF,1
