assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,1,0,24.8,593,0.08,0.08,0.0,2.01,7,1,0,3.0,2.8,2023-08-12,86,8,0,0,0,0,1,0,5860,1,1,0,2.0,2,0,0,0,55,True,0,593,,,0,0,0.0,88,FW,Sheffield United,Crystal Palace,0,1,22280,2023,603825,0.2384827136993408,0,2,0,0.0,0.2384827136993408,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,2,2,1,1.4,FWD
0,0,-2,0,1.1,593,0.03,0.3,0.27,1.25,17,1,0,2.4,3.6,2023-08-18,81,16,0,0,0,0,2,0,7805,1,1,2,19.0,2,643,1756,1113,55,False,0,593,,,0,1,0.3212226927280426,84,AMC,Nottingham Forest,Sheffield United,2,1,22285,2023,604798,0.0,0,0,0,0.3212226927280426,0.3212226927280426,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,2,2,2,1.5,FWD
0,0,2,0,1.0,593,0.09,0.09,0.0,3.52,30,2,0,0.5,0.0,2023-08-27,90,13,0,0,0,0,3,0,6012,1,2,1,6.0,2,-1844,444,2288,55,True,0,593,,,0,0,0.0,90,FW,Sheffield United,Manchester City,1,2,22303,2023,607477,0.0,0,0,0,0.0,0.5949807167053223,0.5949807167053223,11729,Sheffield United,Bénie Traoré,Bénie Traoré,5,2,3,0.5,FWD
0,0,0,0,0.5,593,0.07,0.07,0.0,0.1,40,0,0,0.4,1.2,2023-09-02,15,9,0,0,0,0,4,0,8208,0,2,2,2.0,1,1599,2930,1331,55,True,0,593,,,0,0,0.0,11,Sub,Sheffield United,Everton,2,2,21926,2023,608348,0.0,0,0,0,0.0,0.0,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,2,2,4,1.3,FWD
0,0,3,0,14.6,593,0.13,0.13,0.0,2.6,60,5,0,2.7,12.8,2023-09-24,45,15,0,0,0,0,6,0,4596,0,8,0,0.0,1,-914,104,1018,53,True,0,593,,,0,0,0.0,38,Sub,Sheffield United,Newcastle United,0,8,21954,2023,613089,0.0951333716511726,0,1,0,0.0,0.0951333716511726,0.0951333716511726,11729,Sheffield United,Bénie Traoré,Bénie Traoré,3,2,6,0.0,FWD
0,0,3,0,0.3,593,0.0,0.0,0.0,0.07,89,0,0,0.0,0.0,2023-10-21,6,14,0,0,0,0,9,0,3910,0,2,1,0.0,1,-300,149,449,52,True,0,593,,,0,0,0.0,1,Sub,Sheffield United,Manchester United,1,2,21983,2023,618475,0.0,0,0,0,0.0,0.0,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,3,2,9,-0.7,FWD
0,0,4,0,14.1,593,0.06,0.06,0.0,1.12,134,3,0,2.0,5.4,2023-12-02,45,6,0,0,0,0,14,0,3742,0,0,5,0.0,1,-14,130,144,52,False,0,593,,,0,0,0.0,39,Sub,Burnley,Sheffield United,5,0,22028,2023,626497,0.0617108270525932,0,1,0,0.0,0.0,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,2,2,14,0.2,FWD
0,0,3,0,0.3,593,0.0,0.0,0.0,0.99,147,1,0,0.2,0.0,2023-12-06,15,11,0,0,0,0,15,0,3694,0,2,0,2.0,1,-54,60,114,52,True,0,593,,,0,0,0.0,9,Sub,Sheffield United,Liverpool,0,2,22040,2023,627975,0.0,0,0,0,0.0,0.0,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,4,2,15,-0.5,FWD
0,0,0,0,0.0,593,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2024-04-07,0,7,0,0,0,0,32,0,2850,0,2,2,0.0,0,-14,0,14,51,True,0,593,,,0,0,0.0,1,Sub,Nantes,Lyon,1,3,23620,2023,652677,0.0,0,0,0,0.0,0.0,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,3,2,32,0.0,FWD
0,0,0,0,0.0,593,0.0,0.0,0.0,0.0,338,0,0,0.0,0.0,2024-04-20,0,6,0,0,0,0,34,0,2819,0,4,1,0.0,0,-14,0,14,51,True,0,593,,,0,0,0.0,15,Sub,Nantes,Rennes,0,3,23638,2023,654904,0.0,0,0,0,0.0,0.0,0.0,11729,Sheffield United,Bénie Traoré,Bénie Traoré,2,2,34,0.0,FWD
0,0,0,0,0.0,593,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2024-05-04,0,16,0,0,0,0,36,0,2802,0,3,1,0.0,0,-10,0,10,51,True,0,593,,,0,0,0.0,73,FWR,Brest,Nantes,0,0,23658,2023,659224,0.0410939902067184,0,2,0,0.0,0.0718663781881332,0.0461452864110469,11729,Sheffield United,Bénie Traoré,Bénie Traoré,2,2,36,0.0,FWD
0,0,0,0,0.0,593,0.0,0.0,0.0,0.0,380,0,0,0.0,0.0,2024-05-19,0,18,0,0,0,0,38,0,2790,0,3,0,0.0,0,-5,0,5,51,True,0,593,,,0,2,0.1968608498573303,67,FW,Monaco,Nantes,4,0,23675,2023,664012,0.0,0,0,0,0.1968608498573303,0.5041991472244263,0.366005003452301,11729,Sheffield United,Bénie Traoré,Bénie Traoré,3,2,38,0.0,FWD
