assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,0,0,0.0,788,0.0,0.0,0.0,0.0,240,0,0,0.0,0.0,2024-02-10,0,4,0,0,0,0,24,0,24,0,2,0,0.0,0,-2,0,2,40,True,0,788,,,Yerson Mosquera,0,1,0.0258714463561773,90,DC,Alaves,Villarreal,1,1,22919,2023,639920,0.0,0,0,0,0.0258714463561773,0.0,0.0,22919,Alaves,Yerson Mosquera,Yerson Mosquera,2,2,24,0.0,DEF,0
0,0,0,0,0.0,788,0.0,0.0,0.0,0.0,370,0,0,0.0,0.0,2024-05-11,0,8,0,0,0,0,37,0,18,0,3,1,0.0,0,-1,0,1,40,True,0,788,,,Yerson Mosquera,1,3,0.6100484728813171,90,DC,Villarreal,Sevilla,3,2,23033,2023,660720,0.0,0,0,1,0.6100484728813171,0.4174403250217438,0.4174403250217438,23033,Alaves,Yerson Mosquera,Yerson Mosquera,2,2,37,0.0,DEF,0
0,0,0,0,0.0,788,0.0,0.0,0.0,0.0,377,0,0,0.0,0.0,2024-05-19,0,11,0,0,0,0,38,0,17,0,0,2,0.0,0,-1,0,1,40,False,0,788,,,Yerson Mosquera,0,1,0.1218038350343704,90,DR,Villarreal,Real Madrid,4,4,23054,2023,663489,0.0963009819388389,1,1,0,0.1218038350343704,0.7586249709129333,0.6623240113258362,23054,Alaves,Yerson Mosquera,Yerson Mosquera,2,5,38,0.0,DEF,0
