assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,3,0,1.0,675,0.01,0.01,0.0,0.3,25,0,0,0.2,1.2,2023-08-27,22,2,0,0,0,0,3,0,605,0,3,1,0.0,1,398,449,51,50,True,0,0,0,0.0,19,Burnley,Aston Villa,1,3,22302,2023,607450,0.0,0,0,0,0.0,0.0,0.0,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,3,2,3,1.2,MID
0,0,16,0,15.9,675,0.43,0.48,0.05,0.49,54,1,0,4.6,14.2,2023-09-23,72,14,0,0,0,0,6,0,1857,1,1,0,16.0,2,377,516,139,50,True,0,0,2,0.0812625437974929,76,Burnley,Manchester United,0,1,21950,2023,612521,0.3915222883224487,0,1,0,0.0812625437974929,0.4727848470211029,0.0327287204563617,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,3,2,6,-0.2,MID
0,0,-1,0,0.8,675,0.0,0.0,0.0,1.91,66,1,0,0.2,0.0,2023-09-30,66,15,0,0,0,0,7,0,4713,1,0,2,2.0,2,2016,2477,461,50,False,0,0,0,0.0,69,Newcastle United,Burnley,2,0,21958,2023,614681,0.0,0,0,0,0.0,0.0594083070755004,0.0594083070755004,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,4,7,1.4,MID
0,0,5,0,0.3,675,0.0,0.0,0.0,0.27,15,1,0,0.1,1.0,2023-10-03,19,12,0,0,0,0,7,0,4713,0,2,1,0.0,1,2016,2477,461,50,False,0,0,0,0.0,12,Luton,Burnley,1,2,22289,2023,615896,0.0,0,0,0,0.0,0.0145908882841467,0.0145908882841467,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,2,7,1.4,MID
0,0,4,0,1.3,675,0.0,0.0,0.0,0.39,73,2,0,0.7,6.0,2023-10-07,29,7,0,0,0,0,8,0,4820,0,4,1,0.0,1,346,1437,1091,50,True,0,0,0,0.0,26,Burnley,Chelsea,1,4,21967,2023,616384,0.0,0,0,0,0.0,0.0,0.0,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,3,2,8,1.0,MID
0,0,3,0,0.6,675,0.0,0.0,0.0,0.0,111,0,0,0.1,0.4,2023-11-11,10,1,0,0,0,0,12,0,3769,0,1,3,0.0,1,-841,34,875,50,False,0,0,0,0.0,6,Arsenal,Burnley,3,1,22006,2023,623288,0.0,0,0,0,0.0,0.0395934432744979,0.0395934432744979,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,5,12,-0.2,MID
0,0,-1,0,1.1,675,0.02,0.07,0.05,0.66,122,2,0,0.7,0.2,2023-11-25,17,19,0,0,0,0,13,0,4052,0,2,1,6.0,1,104,378,274,50,True,0,0,1,0.0696109980344772,16,Burnley,West Ham,1,2,22016,2023,624851,0.0,0,0,0,0.0696109980344772,0.128609150648117,0.0589981563389301,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,2,13,0.2,MID
0,0,4,0,0.3,675,0.0,0.0,0.0,0.91,152,1,0,0.1,0.2,2023-12-09,20,5,0,0,0,0,16,0,4386,0,1,1,0.0,1,-76,204,280,50,False,0,0,0,0.0,21,Brighton,Burnley,1,1,22046,2023,628720,0.0,0,0,0,0.0,0.0,0.0,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,3,16,0.1,MID
0,0,7,0,0.0,675,0.0,0.0,0.0,0.0,185,0,0,0.5,4.8,2023-12-26,1,11,0,0,0,0,19,0,3730,0,2,0,0.0,1,-144,33,177,50,True,0,0,0,0.0,1,Burnley,Liverpool,0,2,22079,2023,633016,0.0,0,0,0,0.0,0.2907305061817169,0.2907305061817169,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,4,2,19,-0.2,MID
0,0,0,0,0.3,675,0.0,0.0,0.0,2.02,191,1,0,0.1,1.0,2023-12-30,31,2,0,0,0,0,20,0,3885,0,2,3,0.0,1,74,212,138,50,False,0,0,0,0.0,24,Aston Villa,Burnley,3,2,22085,2023,633544,0.0,0,0,0,0.0,0.0,0.0,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,4,20,0.0,MID
0,0,2,0,1.6,675,0.0,0.0,0.0,0.37,220,0,0,0.5,3.2,2024-01-31,31,13,0,0,0,0,22,0,4273,0,1,3,0.0,1,-22,235,257,50,False,0,0,0,0.0,29,Manchester City,Burnley,3,1,22114,2023,637953,0.0,0,0,0,0.0,0.0375828817486763,0.0375828817486763,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,5,22,-0.5,MID
0,0,8,0,4.1,675,0.02,0.18,0.16,0.84,225,2,0,3.3,9.8,2024-02-03,62,10,0,0,0,0,23,0,4359,1,2,2,19.0,2,42,143,101,50,True,0,0,1,0.1476851105690002,67,Burnley,Fulham,2,2,22119,2023,638579,0.0,0,0,0,0.1476851105690002,0.1476851105690002,0.0,675,9913,Burnley,Aaron Ramsey,Aaron Ramsey,2,2,23,1.0,MID
