assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,3,0,1.0,742,0.03,0.03,0.0,0.02,135,0,0,0.1,0.4,2023-12-03,6,7,0,0,0,0,14,0,207,0,2,3,0.0,1,70,99,29,45,False,0,0,0,0.0,1,Chelsea,Brighton,3,2,22029,2023,627265,0.0,0,0,0,0.0,0.1531512588262558,0.1531512588262558,742,12204,Brighton,Benicio Baker-Boaitey,Benicio Baker-Boaitey,2,3,14,0.3,MID
0,0,3,0,0.0,742,0.0,0.0,0.0,0.09,142,0,0,0.3,3.2,2023-12-06,6,4,0,0,0,0,15,0,273,0,1,2,0.0,1,52,87,35,45,True,0,0,0,0.0,1,Brighton,Brentford,2,1,22036,2023,628007,0.0,0,0,0,0.0,0.0,0.0,742,12204,Brighton,Benicio Baker-Boaitey,Benicio Baker-Boaitey,2,3,15,0.5,MID
0,0,3,0,0.3,742,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22,1,20,0,0,0,0,21,0,390,0,0,0,0.0,1,-25,54,79,45,True,0,0,0,0.0,1,Brighton,Wolverhampton Wanderers,0,0,22095,2023,636504,0.0,0,0,0,0.0,0.0,0.0,742,12204,Brighton,Benicio Baker-Boaitey,Benicio Baker-Boaitey,2,3,21,0.3,MID
0,0,2,0,0.3,742,0.0,0.0,0.0,0.35,238,1,0,0.1,1.0,2024-02-10,1,18,0,0,0,0,24,0,423,0,1,2,0.0,1,2,37,35,45,False,0,0,0,0.0,1,Tottenham,Brighton,2,1,22132,2023,640241,0.0,0,0,0,0.0,0.0,0.0,742,12204,Brighton,Benicio Baker-Boaitey,Benicio Baker-Boaitey,2,4,24,0.5,MID
0,0,-1,0,11.0,742,0.07,0.09,0.02,0.34,366,0,0,1.4,0.0,2024-05-11,23,15,0,0,0,0,37,0,609,0,1,1,4.0,0,22,46,24,45,False,1,0,1,0.020216230303049,18,Newcastle United,Brighton,1,1,22260,2023,660685,0.0963166654109954,0,1,0,0.020216230303049,0.1165328994393348,0.0,742,12204,Brighton,Benicio Baker-Boaitey,Benicio Baker-Boaitey,2,4,37,0.0,MID
