assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
1,0,10,0,0.3,631,0.0,0.12,0.12,2.55,4,3,0,2.9,5.2,2023-08-12,26,5,0,0,0,0,1,0,4167,0,1,4,23.0,4,0,0,0,50,False,0,631,,,Jacob Brown,0,1,0.0442306846380233,25,Sub,Brighton,Luton,4,1,22278,2023,603784,0.0,0,0,0,0.0442306846380233,0.0442306846380233,0.0,22278,Luton,Jacob Brown,Jacob Brown,2,3,1,0.9,FWD
0,0,-2,0,0.3,631,0.0,0.07,0.07,0.57,26,1,0,0.5,0.0,2023-08-25,20,7,0,0,0,0,3,0,14892,0,0,3,9.0,0,-124,2500,2624,50,False,1,631,,,Jacob Brown,0,2,0.0756820812821388,18,Sub,Chelsea,Luton,3,0,22295,2023,606609,0.0,0,0,0,0.0756820812821388,0.0293297842144966,0.0,22295,Luton,Jacob Brown,Jacob Brown,2,3,3,1.5,FWD
0,0,2,0,0.0,631,0.0,0.0,0.0,0.2,38,1,0,0.1,0.0,2023-09-01,19,19,0,0,0,0,4,0,13516,0,2,1,2.0,1,-1785,625,2410,50,True,0,631,,,Jacob Brown,0,0,0.0,17,Sub,Luton,West Ham,1,2,21925,2023,608288,0.0,0,0,0,0.0,0.0,0.0,21925,Luton,Jacob Brown,Jacob Brown,2,2,4,1.2,FWD
0,0,12,0,24.5,631,0.2,0.55,0.35,0.93,44,1,0,4.9,14.2,2023-09-16,73,10,0,0,0,0,5,0,13564,1,0,1,10.0,2,-841,1244,2085,49,False,0,631,,,Jacob Brown,0,1,0.3653883039951324,75,FW,Fulham,Luton,1,0,21939,2023,610424,0.5570158362388611,0,2,0,0.3653883039951324,0.922404170036316,0.0,21939,Luton,Jacob Brown,Jacob Brown,2,3,5,0.5,FWD
0,0,2,0,12.5,631,0.02,0.4,0.38,0.59,58,1,0,5.5,5.6,2023-09-23,71,20,0,0,0,0,6,0,13289,1,1,1,37.0,2,-486,758,1244,49,True,0,631,,,Jacob Brown,0,4,0.217372789978981,77,FWR,Luton,Wolverhampton Wanderers,1,1,21945,2023,612185,0.0568599216639995,0,1,0,0.217372789978981,0.2573123574256897,0.0299532357603311,21945,Luton,Jacob Brown,Jacob Brown,2,2,6,1.2,FWD
0,0,3,0,1.9,631,0.01,0.04,0.03,2.9,63,1,0,0.7,3.2,2023-09-30,90,9,0,0,0,0,7,0,17223,1,2,1,2.0,2,3299,5014,1715,49,False,0,631,,,Jacob Brown,0,0,0.0,90,AMC,Everton,Luton,1,2,21956,2023,614593,0.0,0,0,0,0.0,0.0,0.0,21956,Luton,Jacob Brown,Jacob Brown,2,2,7,3.1,FWD
0,0,-2,0,0.8,631,0.0,0.16,0.16,1.99,77,1,0,0.8,0.0,2023-10-07,65,18,0,0,0,0,8,0,15891,1,1,0,13.0,2,-1128,1123,2251,49,True,0,631,,,Jacob Brown,0,2,0.1077291369438171,70,MR,Luton,Tottenham,0,1,21971,2023,616121,0.0,0,0,0,0.1077291369438171,0.1077291369438171,0.0,21971,Luton,Jacob Brown,Jacob Brown,3,2,8,1.3,FWD
0,0,1,0,2.3,631,0.01,0.39,0.38,2.87,88,1,0,3.2,2.2,2023-10-21,71,16,0,0,0,0,9,0,15587,1,2,2,27.0,2,-589,816,1405,49,False,0,631,,,Jacob Brown,0,2,0.3688945174217224,75,FW,Nottingham Forest,Luton,2,2,21982,2023,618086,0.0,0,0,0,0.3688945174217224,0.3006133735179901,0.0,21982,Luton,Jacob Brown,Jacob Brown,2,2,9,1.3,FWD
0,0,-1,0,0.6,631,0.0,0.0,0.0,1.97,92,2,0,0.7,6.6,2023-10-29,57,2,0,0,0,0,10,0,15006,1,1,3,0.0,1,-712,500,1212,49,False,0,631,,,Jacob Brown,0,0,0.0,59,FW,Aston Villa,Luton,3,1,21987,2023,620465,0.0,0,0,0,0.0,0.0,0.0,21987,Luton,Jacob Brown,Jacob Brown,2,4,10,1.0,FWD
0,0,4,0,0.0,631,0.0,0.0,0.0,0.25,105,1,0,0.1,1.0,2023-11-05,11,11,0,0,0,0,11,0,14647,0,1,1,0.0,1,-505,616,1121,49,True,0,631,,,Jacob Brown,0,0,0.0,8,Sub,Luton,Liverpool,1,1,21999,2023,622361,0.0,0,0,0,0.0,0.0,0.0,21999,Luton,Jacob Brown,Jacob Brown,4,2,11,0.3,FWD
