assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,4,0,0.3,592,0.0,0.0,0.0,0.21,7,0,0,0.6,5.4,2023-08-12,10,8,0,0,0,0,1,0,4943,0,1,0,0.0,1,0,0,0,45,True,0,592,,,Yasser Larouci,0,0,0.0,9,Sub,Sheffield United,Crystal Palace,0,1,22280,2023,603827,0.0,0,0,0,0.0,0.0,0.0,22280,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,1,1.5,DEF,1
0,0,2,0,0.6,592,0.0,0.0,0.0,0.55,17,1,0,1.2,9.8,2023-08-18,45,16,0,0,0,0,2,0,5575,0,1,2,2.0,1,-504,92,596,45,False,0,592,,,Yasser Larouci,0,0,0.0,42,Sub,Nottingham Forest,Sheffield United,2,1,22285,2023,604800,0.0,0,0,0,0.0,0.0,0.0,22285,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,2,0.5,DEF,1
0,0,8,0,0.3,592,0.02,0.08,0.06,3.26,30,2,0,1.6,10.0,2023-08-27,73,13,0,0,0,0,3,0,5516,0,2,1,6.0,1,-467,70,537,45,True,0,592,,,Yasser Larouci,0,1,0.0455817766487598,74,Sub,Sheffield United,Manchester City,1,2,22303,2023,607479,0.0,0,0,0,0.0455817766487598,0.0455817766487598,0.0,22303,Sheffield United,Yasser Larouci,Yasser Larouci,5,2,3,-0.5,DEF,1
0,0,9,0,1.3,592,0.0,0.11,0.11,2.49,40,2,0,3.2,9.4,2023-09-02,67,9,0,0,0,0,4,0,5664,1,2,2,21.0,1,-213,171,384,45,True,0,592,,,Yasser Larouci,0,2,0.1044329330325126,72,DML,Sheffield United,Everton,2,2,21926,2023,608340,0.0,0,0,0,0.1044329330325126,0.2746408879756927,0.1702079623937606,21926,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,4,0.5,DEF,1
0,0,2,0,0.3,592,0.0,0.0,0.0,0.39,76,2,0,0.4,1.6,2023-10-07,24,10,0,0,0,0,8,0,5316,0,1,3,2.0,0,-172,64,236,44,False,0,592,,,Yasser Larouci,0,0,0.0,9,Sub,Fulham,Sheffield United,3,1,21970,2023,616457,0.0,0,0,0,0.0,0.0,0.0,21970,Sheffield United,Yasser Larouci,Yasser Larouci,2,3,8,-0.5,DEF,0
0,0,4,0,0.1,592,0.0,0.0,0.0,0.44,171,0,0,1.6,16.2,2023-12-22,57,2,0,0,0,0,18,0,4883,1,1,1,0.0,0,-43,30,73,43,False,1,592,,,Yasser Larouci,0,0,0.0,60,DML,Aston Villa,Sheffield United,1,1,22065,2023,632476,0.0,0,0,0,0.0,0.0,0.0,22065,Sheffield United,Yasser Larouci,Yasser Larouci,2,4,18,-0.5,DEF,0
0,0,9,0,11.2,592,0.0,0.02,0.02,0.0,212,0,0,2.0,6.4,2024-01-30,8,8,0,0,0,0,22,0,4580,0,2,3,2.0,1,-79,20,99,43,False,0,592,,,Yasser Larouci,0,1,0.0261976327747106,4,Sub,Crystal Palace,Sheffield United,3,2,22112,2023,637862,0.2770603001117706,0,1,0,0.0261976327747106,0.303257942199707,0.0,22112,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,22,0.0,DEF,1
0,0,7,0,0.9,592,0.0,0.0,0.0,2.43,249,2,0,0.6,5.2,2024-02-18,62,5,0,0,0,0,25,0,4581,1,5,0,0.0,1,-57,19,76,43,True,0,592,,,Yasser Larouci,0,0,0.0,71,DML,Sheffield United,Brighton,0,5,22143,2023,642321,0.0,0,0,0,0.0,0.1041208133101463,0.1041208133101463,22143,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,25,0.0,DEF,1
0,0,6,0,0.9,592,0.01,0.02,0.01,1.2,260,1,0,0.8,6.0,2024-02-25,71,20,0,0,0,0,26,0,4649,1,0,1,1.0,2,12,50,38,43,False,0,592,,,Yasser Larouci,0,1,0.011878021992743,74,DML,Wolverhampton Wanderers,Sheffield United,1,0,22154,2023,643725,0.0,0,0,0,0.011878021992743,0.1789355725049972,0.1789355725049972,22154,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,26,0.0,DEF,2
0,0,8,0,11.3,592,0.01,0.05,0.04,0.66,323,0,0,2.5,8.8,2024-04-13,56,4,0,0,0,0,33,0,4755,1,0,2,5.0,1,23,48,25,43,False,0,592,,,Yasser Larouci,0,1,0.0706988722085952,58,DML,Brentford,Sheffield United,2,0,22217,2023,653220,0.0332298800349235,0,1,0,0.0706988722085952,0.1039287447929382,0.0,22217,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,33,-0.3,DEF,1
0,0,4,0,0.6,592,0.01,0.01,0.0,1.9,363,1,0,0.3,2.0,2024-05-11,54,9,0,0,0,0,37,0,4896,1,0,1,0.0,1,-36,63,99,43,False,0,592,,,Yasser Larouci,0,0,0.0,58,DML,Everton,Sheffield United,1,0,22257,2023,660554,0.0,0,0,0,0.0,0.0,0.0,22257,Sheffield United,Yasser Larouci,Yasser Larouci,2,2,37,-0.3,DEF,1
