h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.3304,1.37653,1.3304,1.37653,"{'att': 259, 'def': 23}","{'att': 166, 'def': 21}",3,7,1,0,1.3628,w,2025-08-17 15:30:00,1,0,0,3,-0.046130000000000004
h,2.73761,0.156761,1.97644,0.156761,"{'att': 175, 'def': 22}","{'att': 418, 'def': 15}",5,1,5,0,2.9097,w,2025-08-23 16:30:00,1,0,0,3,1.819679
a,0.485679,0.481404,0.485679,0.481404,"{'att': 296, 'def': 23}","{'att': 226, 'def': 15}",5,4,0,1,1.2709,l,2025-08-31 15:30:00,0,0,1,0,0.004275000000000029
h,2.8817,0.293681,2.8817,0.293681,"{'att': 219, 'def': 20}","{'att': 291, 'def': 20}",10,1,3,0,2.8737,w,2025-09-13 11:30:00,1,0,0,3,2.588019
