goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,MC,Fulham,Leeds,1,0,2025-09-13,28813,2025,737013,0,0,0,0,0,0,0
0,0,0,78,MC,Leeds,Everton,1,0,2025-08-18,28787,2025,732650,0,0,0,0,0,0.1224658265709877,0.1224658265709877
0,0,0,90,DC,Roma,Spezia,2,1,2023-06-04,18958,2022,602789,0,0,0,0,0,0,0
0,0,0,68,DC,Spezia,Torino,0,4,2023-05-27,18951,2022,599838,0,0,0,0,0,0.07002546638250351,0.07002546638250351
0,2,0.1139182299375534,90,DC,Lecce,Spezia,0,0,2023-05-21,18935,2022,598561,0.022837992757558823,0,1,0,0.1139182299375534,0.10979127138853073,0.09809133410453796
0,0,0,90,DC,Spezia,AC Milan,2,0,2023-05-13,18931,2022,596551,0,0,0,0,0,0.04145197570323944,0.04145197570323944
0,0,0,90,DC,Cremonese,Spezia,2,0,2023-05-06,18913,2022,595054,0.05271720141172409,0,1,0,0,0.33194467425346375,0.33194467425346375
0,0,0,60,MC,Atalanta,Spezia,3,2,2023-05-03,18902,2022,593801,0,0,0,0,0,0,0
0,0,0,88,DC,Spezia,Monza,0,2,2023-04-28,18900,2022,592050,0.01846994087100029,0,1,0,0,0.035623498260974884,0.017153557389974594
0,0,0,89,DC,Spezia,Lazio,0,3,2023-04-14,18880,2022,587970,0,0,0,0,0,0.45806801319122314,0.45806801319122314
0,0,0,90,DC,Fiorentina,Spezia,1,1,2023-04-08,18863,2022,586456,0.013250700198113918,0,1,0,0,0.4830150008201599,0.46976399421691895
0,1,0.029433900490403175,90,DC,Spezia,Salernitana,1,1,2023-04-02,18856,2022,585451,0,0,0,0,0.029433900490403175,0.14185799658298492,0.14185799658298492
0,1,0.011945500038564205,90,DC,Sassuolo,Spezia,1,0,2023-03-17,18849,2022,582564,0,0,0,0,0.011945500038564205,0.30311301350593567,0.30311301350593567
0,0,0,90,DC,Spezia,Inter,2,1,2023-03-10,18841,2022,580796,0,0,0,0,0,0,0
0,0,0,90,DC,Spezia,Verona,0,0,2023-03-05,18830,2022,579973,0,0,0,0,0,0.048731300979852676,0.048731300979852676
0,0,0,90,DC,Udinese,Spezia,2,2,2023-02-26,18821,2022,578644,0.30269700288772583,0,1,0,0,0.30269700288772583,0
0,0,0,90,DC,Spezia,Juventus,0,2,2023-02-19,18810,2022,577245,0,0,0,0,0,0.136912003159523,0.136912003159523
0,0,0,90,DC,Spezia,Napoli,0,3,2023-02-05,18790,2022,573681,0,0,0,0,0,0,0
0,1,0.009168609976768494,90,MC,Bologna,Spezia,2,0,2023-01-27,18773,2022,571324,0,0,0,0,0.009168609976768494,0.009168609976768494,0
0,0,0,90,MC,Spezia,Roma,0,2,2023-01-22,18771,2022,570754,0.015601599588990211,0,1,0,0,0.05170860141515732,0.03610699996352196
0,1,0.023098599165678024,90,MC,Torino,Spezia,0,1,2023-01-15,18760,2022,569343,0,0,0,0,0.023098599165678024,0.166375994682312,0.14327800273895264
0,0,0,90,MC,Spezia,Lecce,0,0,2023-01-08,18751,2022,567891,0,0,0,0,0,0.09489709883928299,0.09489709883928299
0,1,0.021666500717401505,84,MC,Spezia,Atalanta,2,2,2023-01-04,18739,2022,567173,0,0,0,0,0.021666500717401505,0.5114439725875854,0.4897780120372772
0,1,0.07560410350561142,90,MC,Verona,Spezia,1,2,2022-11-13,18725,2022,565202,0,0,0,0,0.07560410350561142,0.20538100600242615,0.20538100600242615
