goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.007637503556907177,90,DC,Burnley,Liverpool,0,1,2025-09-14,28816,2025,737465,0,0,0,0,0.007637503556907177,0,0
0,0,0,90,DC,Manchester United,Burnley,3,2,2025-08-30,28802,2025,735114,0,0,0,0,0,0,0
0,0,0,90,DC,Burnley,Sunderland,2,0,2025-08-23,28791,2025,733262,0.017524203285574913,0,1,0,0,0.07150717824697495,0.07150717824697495
0,0,0,90,DC,Tottenham,Burnley,3,0,2025-08-16,28782,2025,731832,0,0,0,0,0,0.11544988304376602,0.11544988304376602
0,0,0,45,Sub,Burnley,Newcastle United,1,4,2024-05-04,22248,2023,658877,0,0,0,0,0,0.022870318964123726,0.022870318964123726
0,0,0,70,DC,Burnley,Brighton,1,1,2024-04-13,22218,2023,653232,0,0,0,0,0,0.07804010063409805,0.07804010063409805
0,0,0,49,DC,Burnley,Fulham,2,2,2024-02-03,22119,2023,638575,0,0,0,0,0,0.04072835296392441,0.04072835296392441
0,1,0.02964782528579235,88,DC,Manchester City,Burnley,3,1,2024-01-31,22114,2023,637943,0,0,0,0,0.02964782528579235,0.1411752849817276,0.1411752849817276
0,1,0.047121964395046234,90,DC,Burnley,Luton,1,1,2024-01-12,22096,2023,634530,0,0,0,0,0.047121964395046234,0.1372370570898056,0.1372370570898056
0,0,0,6,Sub,Brighton,Burnley,1,1,2023-12-09,22046,2023,628718,0,0,0,0,0,0,0
0,0,0,90,DC,Wolverhampton Wanderers,Burnley,1,0,2023-12-05,22042,2023,627889,0.029761802405118942,0,1,0,0,0.029761802405118942,0
0,0,0,2,Sub,Burnley,Sheffield United,5,0,2023-12-02,22028,2023,626481,0,0,0,0,0,0.0907105877995491,0.0907105877995491
