h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.32516,1.7555,0.563994,1.7555,"{'att': 167, 'def': 17}","{'att': 234, 'def': 21}",3,6,1,3,1.0148000000000001,l,2025-08-17 13:00:00,0,0,1,0,-1.191506
h,1.12964,0.976852,1.12964,0.976852,"{'att': 302, 'def': 28}","{'att': 92, 'def': 17}",2,14,1,0,1.5385,w,2025-08-23 14:00:00,1,0,0,3,0.15278799999999992
a,1.44604,1.57127,0.684874,0.810099,"{'att': 237, 'def': 11}","{'att': 197, 'def': 38}",4,2,1,2,1.2650000000000001,l,2025-08-30 14:00:00,0,0,1,0,-0.12522500000000003
h,1.17533,0.755999,1.17533,0.755999,"{'att': 323, 'def': 16}","{'att': 151, 'def': 29}",8,12,2,2,1.7843999999999998,d,2025-09-13 19:00:00,0,1,0,1,0.419331
