h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.33007,1.57303,2.33007,1.57303,"{'att': 149, 'def': 17}","{'att': 278, 'def': 24}",9,8,4,2,1.877,w,2025-08-15 19:00:00,1,0,0,3,0.7570400000000002
a,0.646559,1.96342,0.646559,1.96342,"{'att': 106, 'def': 14}","{'att': 265, 'def': 22}",6,3,3,2,0.39349999999999996,w,2025-08-25 19:00:00,1,0,0,3,-1.3168609999999998
h,0.481404,0.485679,0.481404,0.485679,"{'att': 226, 'def': 15}","{'att': 296, 'def': 23}",4,5,1,0,1.2667,w,2025-08-31 15:30:00,1,0,0,3,-0.004275000000000029
a,2.79492,0.168041,2.03375,0.168041,"{'att': 58, 'def': 14}","{'att': 244, 'def': 22}",17,0,1,0,2.9114999999999998,w,2025-09-14 13:00:00,1,0,0,3,1.8657089999999998
