goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,3,0.4982856512069702,90,MC,Manchester City,Manchester United,3,0,2025-09-14,28817,2025,737815,0.05417587235569954,0,1,0,0.4982856512069702,0.6871403455734253,0.18885467946529388
0,1,0.01550334319472313,90,MC,Brighton,Manchester City,2,1,2025-08-31,28805,2025,735704,0.11113539338111877,0,2,0,0.01550334319472313,1.0135371685028076,0.9377509355545044
0,1,0.05850129574537277,90,MC,Manchester City,Tottenham,0,2,2025-08-23,28789,2025,732988,0,0,0,0,0.05850129574537277,0.10235551744699478,0.04385422170162201
1,3,0.16192544996738434,90,MC,Wolverhampton Wanderers,Manchester City,0,4,2025-08-16,28783,2025,732755,0.08934725821018219,1,1,1,0.16192544996738434,0.992153525352478,0.865713894367218
0,3,0.1311751902103424,90,DMC,AC Milan,Monza,2,0,2025-05-24,27738,2024,729786,0.47860056161880493,0,3,0,0.1311751902103424,1.0646390914916992,0.5566992163658142
0,2,0.3229540288448334,90,MC,Roma,AC Milan,3,1,2025-05-18,27730,2024,729050,0,0,0,0,0.3229540288448334,0.9611010551452637,0.6602920293807983
0,0,0,90,MC,AC Milan,Bologna,3,1,2025-05-09,27717,2024,725430,0,0,0,0,0,0.5403112769126892,0.5403112769126892
0,2,0.0926896408200264,90,MC,Genoa,AC Milan,1,2,2025-05-05,27705,2024,725295,0,0,0,0,0.0926896408200264,1.075079321861267,1.0100853443145752
0,0,0,90,MC,Venezia,AC Milan,0,2,2025-04-27,27701,2024,722918,0.3194975256919861,1,2,0,0,0.08825961500406265,0.05767340585589409
0,5,0.169146329164505,90,MC,AC Milan,Atalanta,0,1,2025-04-20,27686,2024,721470,0.022277439013123512,0,1,0,0.169146329164505,0.2400972545146942,0.09711789339780807
1,3,1.026155948638916,90,MC,Udinese,AC Milan,0,4,2025-04-11,27681,2024,718210,0,0,0,1,1.026155948638916,1.098414421081543,0.07225839793682098
0,1,0.07926078885793686,90,AMC,AC Milan,Fiorentina,2,2,2025-04-05,27669,2024,717206,0,0,0,0,0.07926078885793686,0.4822748005390167,0.40301400423049927
0,4,0.26050302386283875,90,AMC,Napoli,AC Milan,2,1,2025-03-30,27654,2024,715744,0.017894692718982697,0,1,0,0.26050302386283875,0.3862723112106323,0.2895866632461548
1,3,0.8982223272323608,90,AMC,AC Milan,Como,2,1,2025-03-15,27647,2024,713170,0.0978967696428299,1,1,1,0.8982223272323608,1.0295524597167969,0.13133008778095245
0,0,0,90,AMC,Lecce,AC Milan,2,3,2025-03-08,27639,2024,711533,0.08493905514478683,0,2,0,0,2.0780029296875,1.9930638074874878
0,2,0.14382873475551605,90,AMC,AC Milan,Lazio,1,2,2025-03-02,27627,2024,710635,0.07498577982187271,0,1,0,0.14382873475551605,0.4767547845840454,0.31723690032958984
0,1,0.03158832713961601,90,DMC,Bologna,AC Milan,2,1,2025-02-27,27442,2024,709290,0.01524115726351738,0,1,0,0.03158832713961601,0.10136637836694717,0.06977804750204086
1,5,0.21947051584720612,90,DMC,Torino,AC Milan,2,1,2025-02-22,27618,2024,707996,0.14186906814575195,0,3,1,0.21947051584720612,0.8735061883926392,0.5652734041213989
0,2,0.03213798999786377,90,DMC,AC Milan,Verona,1,0,2025-02-15,27608,2024,706520,0.05469448119401932,0,2,0,0.03213798999786377,1.0904178619384766,1.0184439420700073
0,1,0.03810194507241249,73,DMC,Empoli,AC Milan,0,2,2025-02-08,27594,2024,705548,0.10988963395357132,0,3,0,0.03810194507241249,0.5708680748939514,0.4228765070438385
1,4,0.772016167640686,90,MC,AC Milan,Inter,1,1,2025-02-02,27588,2024,704256,0.14264822006225586,0,2,1,0.772016167640686,0.8947469592094421,0.10342982411384583
1,5,0.6360601186752319,90,MC,AC Milan,Parma Calcio 1913,3,2,2025-01-26,27576,2024,701867,0,0,0,1,0.6360601186752319,0.6106156706809998,0
0,2,0.2963995635509491,81,MC,Juventus,AC Milan,2,0,2025-01-18,27568,2024,700166,0.37160632014274597,0,2,0,0.2963995635509491,0.46628427505493164,0.09001734852790833
0,2,0.23450401425361633,90,AMC,Como,AC Milan,1,2,2025-01-14,27543,2024,698954,0.24847377836704254,0,3,0,0.23450401425361633,0.34365713596343994,0
0,2,0.08890293538570404,90,MC,AC Milan,Cagliari,1,1,2025-01-11,27560,2024,698417,0.053937043994665146,0,1,0,0.08890293538570404,0.6685738563537598,0.5796709060668945
1,3,0.48310816287994385,90,AMC,AC Milan,Roma,1,1,2024-12-29,27538,2024,696835,0.05592045187950134,0,1,1,0.48310816287994385,1.5237079858779907,1.144675612449646
1,2,0.33744698762893677,90,AMC,Verona,AC Milan,0,1,2024-12-20,27522,2024,694976,0.6463797092437744,0,2,1,0.33744698762893677,0.3519591689109802,0.02954053319990635
0,3,0.08929315954446793,90,DMC,AC Milan,Genoa,0,0,2024-12-15,27520,2024,694714,0.6232402920722961,0,4,0,0.08929315954446793,0.9155822992324829,0.27599430084228516
0,1,0.043416790664196014,90,DMC,Atalanta,AC Milan,2,1,2024-12-06,27502,2024,691779,0.01351824589073658,0,1,0,0.043416790664196014,0.18905700743198395,0.14564020931720734
2,3,0.16399483382701874,90,DMC,AC Milan,Empoli,3,0,2024-11-30,27498,2024,690242,0.08850497752428055,0,1,2,0.16399483382701874,1.1256026029586792,0.8731027245521545
0,1,0.07612811028957367,90,MC,AC Milan,Juventus,0,0,2024-11-23,27490,2024,688702,0,0,0,0,0.07612811028957367,0,0
0,1,0.07593384385108948,90,DMC,Cagliari,AC Milan,3,3,2024-11-09,27478,2024,686838,0.27735093235969543,1,1,0,0.07593384385108948,0.9931873679161072,0.9172534942626953
1,3,0.898138165473938,90,DMC,Monza,AC Milan,0,1,2024-11-02,27465,2024,685376,0.2399301677942276,0,2,1,0.898138165473938,1.6790601015090942,0.8319745659828186
0,1,0.07936310023069382,28,DMC,AC Milan,Udinese,1,0,2024-10-19,27440,2024,681538,0,0,0,0,0.07936310023069382,0.1084553673863411,0.1084553673863411
0,0,0,90,DMC,Fiorentina,AC Milan,2,1,2024-10-06,27426,2024,680656,0,0,0,0,0,0.16318564116954803,0.16318564116954803
0,1,0.02434251643717289,90,DMC,AC Milan,Lecce,3,0,2024-09-27,27417,2024,677313,0.09280028194189072,0,2,0,0.02434251643717289,0.6796799898147583,0.5868797302246094
0,2,0.1096247211098671,90,DMC,Inter,AC Milan,1,2,2024-09-22,27406,2024,676763,0.6191402077674866,1,2,0,0.1096247211098671,1.1104850769042969,1.000860333442688
0,2,0.10122846066951752,65,MC,AC Milan,Venezia,4,0,2024-09-14,27398,2024,674058,0,0,0,0,0.10122846066951752,0.10122846066951752,0
0,0,0,72,DMC,Lazio,AC Milan,2,2,2024-08-31,27387,2024,672295,0,0,0,0,0,0.059702515602111816,0.059702515602111816
0,2,0.06639862805604935,90,DMC,Parma Calcio 1913,AC Milan,2,1,2024-08-24,27372,2024,668249,0.07426518201828003,0,1,0,0.06639862805604935,1.3026423454284668,1.2813961505889893
0,3,0.0448194220662117,27,Sub,AC Milan,Torino,2,2,2024-08-17,27365,2024,666679,0.02061837539076805,0,1,0,0.0448194220662117,0.4597274959087372,0.39428970217704773
0,0,0,90,DMC,AC Milan,Salernitana,3,3,2024-05-25,22682,2023,664590,0,0,0,0,0,1.0674552917480469,1.0674552917480469
0,2,0.04039399325847626,90,MC,Torino,AC Milan,3,1,2024-05-18,22674,2023,662855,0.05409795790910721,0,1,0,0.04039399325847626,0.18562646210193634,0.09113450348377228
1,1,0.021902374923229218,90,DMC,AC Milan,Cagliari,5,1,2024-05-11,22663,2023,660933,0.053334083408117294,0,1,1,0.021902374923229218,1.016783595085144,0.9634495377540588
0,2,0.032427847385406494,90,DMC,AC Milan,Genoa,3,3,2024-05-05,22650,2023,659643,0.04895089566707611,0,2,0,0.032427847385406494,0.8528194427490234,0.8194754123687744
0,1,0.019331026822328568,90,DMC,Juventus,AC Milan,0,0,2024-04-27,22638,2023,657202,0.044815924018621445,0,2,0,0.019331026822328568,0.12068358808755875,0.0698869526386261
0,1,0.08271089941263199,53,DMC,AC Milan,Inter,1,2,2024-04-22,22633,2023,655972,0.023140965029597282,0,1,0,0.08271089941263199,0.6792886853218079,0.5734368562698364
0,0,0,31,Sub,Sassuolo,AC Milan,3,3,2024-04-14,22620,2023,653900,0,0,0,0,0,0.04332182928919792,0.04332182928919792
0,1,0.033139362931251526,82,DMC,AC Milan,Lecce,3,0,2024-04-06,22612,2023,651464,0.05320915952324867,0,1,0,0.033139362931251526,0.7594824433326721,0.673133909702301
0,1,0.03333621472120285,63,DMC,Fiorentina,AC Milan,1,2,2024-03-30,22601,2023,650129,1.2614084482192993,1,3,0,0.03333621472120285,2.1790406703948975,0.8842960596084595
0,1,0.0209620650857687,90,DMC,Verona,AC Milan,1,3,2024-03-17,22588,2023,648790,0.10219929367303848,0,3,0,0.0209620650857687,0.519151508808136,0.4291958808898926
0,0,0,64,DMC,AC Milan,Empoli,1,0,2024-03-10,22579,2023,647369,0.07331030070781708,0,3,0,0,0.07658122479915619,0.0549137145280838
0,1,0.025690792128443718,25,Sub,Lazio,AC Milan,0,1,2024-03-01,22568,2023,644478,0,0,0,0,0.025690792128443718,0.20280395448207855,0.20280395448207855
0,0,0,35,Sub,Monza,AC Milan,4,2,2024-02-18,22548,2023,642714,0.09622322767972946,0,2,0,0,0.6291025280952454,0.6291025280952454
0,1,0.016586709767580032,65,DMC,Frosinone,AC Milan,2,3,2024-02-03,22531,2023,638717,0.03965900093317032,0,1,0,0.016586709767580032,0.5553445219993591,0.4990988075733185
0,2,0.052062422037124634,90,DMC,AC Milan,Bologna,2,2,2024-01-27,22518,2023,637084,0.025387633591890335,0,1,0,0.052062422037124634,1.2912417650222778,1.23970627784729
0,0,0,74,MC,Udinese,AC Milan,2,3,2024-01-20,22513,2023,636051,0,0,0,0,0,0.6813366413116455,0.6813366413116455
0,1,0.01986326463520527,90,MC,AC Milan,Roma,3,1,2024-01-14,22500,2023,635548,0.11377792805433273,1,2,0,0.01986326463520527,0.44229575991630554,0.4224325120449066
0,1,0.024350829422473907,90,MC,Empoli,AC Milan,0,3,2024-01-07,22486,2023,634302,0.07976436614990234,0,2,0,0.024350829422473907,0.42015692591667175,0.3403925597667694
0,3,0.17344900965690613,90,DMC,AC Milan,Sassuolo,1,0,2023-12-30,22481,2023,633582,0.23563823103904724,0,4,0,0.17344900965690613,0.40119773149490356,0.22774873673915863
0,2,0.11715418100357056,90,DMC,Salernitana,AC Milan,2,2,2023-12-22,22473,2023,632416,0.2988128960132599,0,4,0,0.11715418100357056,0.23602724075317383,0.02076401747763157
1,1,0.12098059058189392,90,MC,AC Milan,Monza,3,0,2023-12-17,22459,2023,630671,0.018535448238253593,0,1,1,0.12098059058189392,1.017379641532898,0.8963990211486816
0,1,0.011579854413866997,90,MC,Atalanta,AC Milan,3,2,2023-12-09,22445,2023,628922,0.043141428381204605,0,1,0,0.011579854413866997,0.25913211703300476,0.2044108361005783
0,1,0.057287633419036865,80,MC,AC Milan,Frosinone,3,1,2023-12-02,22440,2023,626844,0,0,0,0,0.057287633419036865,0.037499673664569855,0.037499673664569855
0,0,0,90,DMC,AC Milan,Fiorentina,1,0,2023-11-25,22433,2023,625213,0.059689123183488846,0,1,0,0,0.3174159526824951,0.3174159526824951
1,2,0.6824179887771606,90,AMC,Lecce,AC Milan,2,2,2023-11-11,22417,2023,623100,0.18524686992168427,0,2,1,0.6824179887771606,0.8676648139953613,0
0,1,0.34943684935569763,68,MC,AC Milan,Udinese,0,1,2023-11-04,22410,2023,621832,0.09583421796560287,0,2,0,0.34943684935569763,0.37080007791519165,0
0,2,0.25114578008651733,90,MC,Napoli,AC Milan,2,2,2023-10-29,22404,2023,620924,0.07426530122756958,0,1,0,0.25114578008651733,1.0376096963882446,0.7864639759063721
0,1,0.02732732892036438,82,AMC,AC Milan,Juventus,0,1,2023-10-22,22391,2023,619126,0,0,0,0,0.02732732892036438,0.02732732892036438,0
0,2,0.10326498746871948,90,MC,Genoa,AC Milan,0,1,2023-10-07,22378,2023,616724,0.019015034660696983,0,1,0,0.10326498746871948,0.2641088664531708,0.19777697324752808
0,2,1.023903250694275,90,MC,AC Milan,Lazio,2,0,2023-09-30,22373,2023,614875,0.04996361956000328,0,1,0,1.023903250694275,1.5784183740615845,0.5737830996513367
0,3,0.13644473254680634,62,MC,Cagliari,AC Milan,1,3,2023-09-27,22355,2023,613564,0.1754469871520996,0,3,0,0.13644473254680634,0.3969983458518982,0.15202398598194122
0,1,0.07168281823396683,90,DMC,AC Milan,Verona,1,0,2023-09-23,22352,2023,611905,0,0,0,0,0.07168281823396683,0.19405058026313782,0.12236776947975159
0,1,0.01695035584270954,79,MC,Inter,AC Milan,5,1,2023-09-16,22336,2023,610576,0.023908257484436035,0,1,0,0.01695035584270954,0.7015341520309448,0.7015341520309448
0,2,0.2784871757030487,90,AMC,Roma,AC Milan,1,2,2023-09-01,22326,2023,608239,0,0,0,0,0.2784871757030487,0.523370087146759,0.3873254060745239
