goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,3,0.18632179498672485,90,FW,Crystal Palace,Sunderland,0,0,2025-09-13,28811,2025,736957,0,0,0,0,0.18632179498672485,0.18632179498672485,0
1,3,0.32411858439445496,23,Sub,Sunderland,Brentford,2,1,2025-08-30,28801,2025,735079,0,0,0,1,0.32411858439445496,0.43637776374816895,0.12492907047271729
0,0,0,23,Sub,Burnley,Sunderland,2,0,2025-08-23,28791,2025,733286,0,0,0,0,0,0,0
1,1,0.09252168238162994,14,Sub,Sunderland,West Ham,3,0,2025-08-16,28781,2025,731795,0,0,0,1,0.09252168238162994,0.09252168238162994,0
0,0,0,14,Sub,Zenit St. Petersburg,Dinamo Moscow,1,0,2024-08-10,26389,2024,665903,0,0,0,0,0,0,0
0,2,0.14066922664642334,25,Sub,Zenit St. Petersburg,FC Rostov,5,0,2024-08-03,26379,2024,665592,0,0,0,0,0.14066922664642334,0,0
1,2,0.5044630169868469,11,Sub,Rubin Kazan,Zenit St. Petersburg,0,4,2024-07-27,26372,2024,665392,0,0,0,1,0.5044630169868469,0.5044630169868469,0
0,0,0,4,Sub,Zenit St. Petersburg,CSKA Moscow,0,1,2024-05-11,21901,2023,660791,0,0,0,0,0,0,0
0,0,0,7,Sub,Dinamo Moscow,Zenit St. Petersburg,1,0,2024-04-28,21887,2023,657880,0,0,0,0,0,0,0
0,0,0,14,Sub,Zenit St. Petersburg,Baltika,1,0,2024-04-07,21863,2023,652305,0,0,0,0,0,0,0
0,0,0,4,Sub,Ural,Zenit St. Petersburg,1,4,2024-03-09,21843,2023,646307,0,0,0,0,0,0,0
0,1,0.017469219863414764,15,Sub,Zenit St. Petersburg,Nizhny Novgorod,1,0,2023-12-09,21828,2023,628880,0,0,0,0,0.017469219863414764,0.07160462439060211,0.05413540080189705
0,2,0.1331057995557785,73,FW,Lokomotiv Moscow,Zenit St. Petersburg,3,1,2023-12-03,21819,2023,627140,0,0,0,0,0.1331057995557785,0.1331057995557785,0
1,3,1.214231252670288,72,FW,Zenit St. Petersburg,PFC Sochi,3,0,2023-11-25,21805,2023,624542,0,0,0,1,1.214231252670288,1.214231252670288,0
0,2,0.07090171426534653,21,Sub,Zenit St. Petersburg,FC Krasnodar,1,1,2023-11-11,21804,2023,623389,0,0,0,0,0.07090171426534653,0.07090171426534653,0
0,1,0.4932210147380829,1,Sub,Baltika,Zenit St. Petersburg,0,2,2023-11-04,21794,2023,621668,0,0,0,0,0.4932210147380829,0.4932210147380829,0
0,0,0,1,Sub,Zenit St. Petersburg,Krylya Sovetov Samara,3,1,2023-10-22,21778,2023,618851,0,0,0,0,0,0.027098722755908966,0.027098722755908966
0,2,0.33915117383003235,15,Sub,PFC Sochi,Zenit St. Petersburg,0,2,2023-10-07,21768,2023,616111,0,0,0,0,0.33915117383003235,0.33915117383003235,0
0,4,0.20781128108501434,41,Sub,FC Orenburg,Zenit St. Petersburg,3,1,2023-09-30,21757,2023,614254,0,0,0,0,0.20781128108501434,0.46181178092956543,0.2540005147457123
0,1,0.11178812384605408,68,FW,Zenit St. Petersburg,Lokomotiv Moscow,1,2,2023-09-24,21753,2023,612993,0,0,0,0,0.11178812384605408,0.2774568200111389,0.16566869616508484
1,1,0.29251259565353394,67,FWL,Rubin Kazan,Zenit St. Petersburg,0,3,2023-09-17,21745,2023,611169,0,0,0,1,0.29251259565353394,0.29251259565353394,0
0,0,0,35,Sub,Lokomotiv Moscow,Krylya Sovetov Samara,1,1,2023-08-12,21710,2023,603676,0,0,0,0,0,0,0
0,0,0,31,Sub,CSKA Moscow,Lokomotiv Moscow,4,1,2023-08-05,21705,2023,603443,0.016846753656864166,0,1,0,0,0.016846753656864166,0
0,2,0.26677578687667847,59,AML,Fakel,Lokomotiv Moscow,1,4,2023-07-30,21697,2023,603192,0.034431714564561844,0,1,0,0.26677578687667847,0.3012074828147888,0
