h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.97858,0.734138,1.97858,0.734138,"{'att': 108, 'def': 17}","{'att': 295, 'def': 17}",7,6,3,0,2.3089000000000004,w,2025-08-16 14:00:00,1,0,0,3,1.244442
a,1.28015,1.2475,1.28015,1.2475,"{'att': 292, 'def': 22}","{'att': 188, 'def': 18}",4,8,2,0,1.3643999999999998,w,2025-08-23 11:30:00,1,0,0,3,0.032649999999999846
h,0.17067,2.1201,0.17067,2.1201,"{'att': 130, 'def': 25}","{'att': 293, 'def': 41}",4,11,0,1,0.15689999999999998,l,2025-08-30 14:00:00,0,0,1,0,-1.94943
a,1.51402,0.793248,1.51402,0.793248,"{'att': 152, 'def': 14}","{'att': 316, 'def': 18}",8,2,3,0,1.9297999999999997,w,2025-09-13 16:30:00,1,0,0,3,0.720772
